country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
Germany,Agriculture,ChatGPT,27.82,1991,2023,18-24,SME,726715,30.029890109889493
Germany,Agriculture,Midjourney,93.37,7775,2024,55+,Startup,2837875,669.6224408666267
Canada,Agriculture,Stable Diffusion,89.95,4371,2023,45-54,SME,1595415,298.0
UK,Agriculture,Bard,54.67,867,2024,55+,SME,316455,441.4375653082552
South Korea,Agriculture,ChatGPT,36.16,608,2024,25-34,Enterprise,221920,-475.58427425345417
China,Agriculture,Stable Diffusion,95.79,6941,2024,35-44,Startup,2533465,-418.7297979797977
USA,Agriculture,Midjourney,1.0,4891,2024,55+,Enterprise,1785215,-541.9132420091328
UK,Agriculture,Stable Diffusion,73.24,877,2024,35-44,Startup,320105,-4.68539524991138
Brazil,Agriculture,Claude,88.14,9566,2024,45-54,Startup,3491590,269.9289473684212
South Korea,Agriculture,Bard,95.34,1016,2023,25-34,SME,370840,-510.05764411027576
Canada,Agriculture,ChatGPT,84.81,481,2024,45-54,Startup,175565,-246.28140683890888
USA,Agriculture,Bard,65.86,1542,2024,55+,Startup,562830,269.4897048730263
UK,Agriculture,ChatGPT,10.0,893,2024,18-24,Startup,325945,-21.19076305220915
UK,Agriculture,ChatGPT,5.29,4299,2023,35-44,Startup,1569135,-21.19076305220915
Germany,Agriculture,Midjourney,56.26,6360,2024,45-54,Enterprise,2321400,669.6224408666267
Canada,Agriculture,Midjourney,88.73,331,2024,35-44,Startup,120815,212.25637939335593
UK,Agriculture,Bard,65.65,8659,2023,55+,SME,3160535,441.4375653082552
South Korea,Agriculture,ChatGPT,17.14,4102,2023,18-24,Startup,1497230,-475.58427425345417
Australia,Agriculture,Stable Diffusion,72.19,2227,2024,18-24,Startup,812855,-306.158071947546
Canada,Agriculture,Midjourney,14.95,4561,2024,18-24,Startup,1664765,212.25637939335593
Germany,Agriculture,Bard,3.23,7475,2024,35-44,SME,2728375,-250.51690201112524
China,Agriculture,Midjourney,5.76,901,2023,45-54,Startup,328865,-490.0307175295193
Canada,Agriculture,Midjourney,63.89,4838,2023,45-54,Startup,1765870,212.25637939335593
Australia,Agriculture,ChatGPT,4.42,322,2024,35-44,SME,117530,330.41656437153597
Germany,Agriculture,Stable Diffusion,80.45,5664,2024,18-24,SME,2067360,621.0812097812104
South Korea,Agriculture,Stable Diffusion,92.91,8934,2023,35-44,Startup,3260910,489.4414634146342
Germany,Agriculture,Stable Diffusion,6.19,714,2024,25-34,Startup,260610,621.0812097812104
China,Agriculture,Bard,96.89,5029,2024,18-24,Startup,1835585,10.824603174602998
UK,Agriculture,Midjourney,0.63,425,2024,35-44,Enterprise,155125,47.087821108016215
UK,Agriculture,Bard,3.56,3178,2024,18-24,Startup,1159970,441.4375653082552
UK,Agriculture,ChatGPT,31.09,6054,2023,25-34,Enterprise,2209710,-21.19076305220915
Germany,Agriculture,ChatGPT,87.86,5789,2023,55+,Enterprise,2112985,30.029890109889493
China,Agriculture,Stable Diffusion,75.12,601,2024,55+,SME,219365,-418.7297979797977
Brazil,Agriculture,ChatGPT,94.88,6099,2024,25-34,Enterprise,2226135,70.86524222931894
UK,Agriculture,Stable Diffusion,93.08,8969,2023,25-34,Startup,3273685,-4.68539524991138
USA,Agriculture,Midjourney,17.9,1798,2024,18-24,SME,656270,-541.9132420091328
Germany,Agriculture,ChatGPT,72.78,9341,2023,35-44,Enterprise,3409465,30.029890109889493
India,Agriculture,ChatGPT,26.42,179,2023,25-34,Enterprise,65335,-331.42350342198733
France,Agriculture,Midjourney,25.39,9992,2024,45-54,Enterprise,3647080,-48.24424870466282
UK,Agriculture,Bard,64.47,704,2024,25-34,Startup,256960,441.4375653082552
China,Agriculture,ChatGPT,96.22,3185,2024,55+,Enterprise,1162525,124.89495798319331
China,Agriculture,Midjourney,64.52,1026,2024,18-24,Enterprise,374490,-490.0307175295193
India,Agriculture,Midjourney,58.05,2022,2024,45-54,Enterprise,738030,-83.16822721597964
South Korea,Agriculture,Midjourney,94.88,4152,2024,55+,Enterprise,1515480,-74.59701694915293
UK,Agriculture,Bard,80.64,6506,2023,18-24,Enterprise,2374690,441.4375653082552
France,Agriculture,Midjourney,21.89,1188,2024,55+,Enterprise,433620,-48.24424870466282
France,Agriculture,Midjourney,64.38,9113,2023,18-24,Startup,3326245,-48.24424870466282
Canada,Agriculture,Midjourney,2.51,2738,2024,55+,Startup,999370,212.25637939335593
South Korea,Agriculture,ChatGPT,46.72,2673,2024,18-24,Startup,975645,-475.58427425345417
India,Agriculture,ChatGPT,26.74,2444,2024,35-44,Startup,892060,-331.42350342198733
UK,Agriculture,Bard,95.13,9506,2024,55+,Startup,3469690,441.4375653082552
India,Agriculture,Midjourney,10.18,1164,2024,45-54,Startup,424860,-83.16822721597964
Canada,Agriculture,Midjourney,53.32,8591,2024,45-54,SME,3135715,212.25637939335593
Australia,Agriculture,Stable Diffusion,93.06,8264,2024,55+,Startup,3016360,-306.158071947546
UK,Agriculture,Bard,94.81,9833,2024,25-34,Startup,3589045,441.4375653082552
France,Agriculture,ChatGPT,41.97,5029,2023,25-34,SME,1835585,75.81646586345414
Germany,Agriculture,Midjourney,27.43,2118,2024,25-34,SME,773070,669.6224408666267
Canada,Agriculture,Midjourney,56.22,3342,2023,45-54,Startup,1219830,212.25637939335593
Germany,Agriculture,ChatGPT,92.54,6218,2024,55+,SME,2269570,30.029890109889493
Brazil,Agriculture,Midjourney,34.62,8952,2024,45-54,Startup,3267480,2.3672694063934614
India,Agriculture,Stable Diffusion,12.36,9798,2024,55+,SME,3576270,488.77613580849993
India,Agriculture,ChatGPT,88.01,5239,2023,18-24,SME,1912235,-331.42350342198733
South Korea,Agriculture,ChatGPT,79.79,5469,2024,25-34,Enterprise,1996185,-475.58427425345417
Germany,Agriculture,ChatGPT,94.16,903,2023,25-34,Startup,329595,30.029890109889493
Australia,Agriculture,ChatGPT,35.78,5736,2024,45-54,Enterprise,2093640,330.41656437153597
Canada,Agriculture,Claude,67.38,9622,2024,45-54,Startup,3512030,430.42202729044857
Germany,Agriculture,ChatGPT,28.87,9514,2024,18-24,Startup,3472610,30.029890109889493
South Korea,Agriculture,Midjourney,4.25,9584,2023,45-54,Startup,3498160,-74.59701694915293
Brazil,Agriculture,Bard,16.49,7130,2023,25-34,SME,2602450,-34.99712184202144
South Korea,Agriculture,ChatGPT,12.65,9768,2024,18-24,SME,3565320,-475.58427425345417
France,Agriculture,Midjourney,47.61,1833,2023,18-24,SME,669045,-48.24424870466282
South Korea,Agriculture,ChatGPT,51.64,1749,2024,25-34,SME,638385,-475.58427425345417
Germany,Agriculture,Stable Diffusion,36.08,374,2023,18-24,Startup,136510,621.0812097812104
India,Agriculture,Midjourney,25.9,3356,2024,45-54,SME,1224940,-83.16822721597964
China,Agriculture,ChatGPT,36.41,1476,2024,25-34,SME,538740,124.89495798319331
Brazil,Agriculture,Bard,41.34,7157,2024,18-24,Enterprise,2612305,-34.99712184202144
Germany,Agriculture,Midjourney,90.78,951,2024,35-44,Startup,347115,669.6224408666267
Canada,Agriculture,Midjourney,50.27,1668,2024,45-54,Enterprise,608820,212.25637939335593
Australia,Agriculture,ChatGPT,61.31,4110,2024,45-54,Enterprise,1500150,330.41656437153597
UK,Agriculture,Bard,38.75,130,2024,45-54,Enterprise,47450,441.4375653082552
Australia,Agriculture,ChatGPT,19.7,530,2024,45-54,SME,193450,330.41656437153597
USA,Agriculture,ChatGPT,23.39,833,2024,35-44,SME,304045,65.31932637876525
Germany,Agriculture,Midjourney,54.31,6965,2024,18-24,SME,2542225,669.6224408666267
USA,Agriculture,Midjourney,12.78,7843,2024,55+,Startup,2862695,-541.9132420091328
South Korea,Agriculture,Stable Diffusion,18.84,215,2023,25-34,Startup,78475,489.4414634146342
India,Agriculture,Midjourney,40.2,1983,2024,25-34,SME,723795,-83.16822721597964
India,Agriculture,Midjourney,61.89,267,2023,35-44,Startup,97455,-83.16822721597964
Brazil,Agriculture,Stable Diffusion,55.98,4333,2023,25-34,Enterprise,1581545,-610.6858219500709
Canada,Agriculture,Midjourney,91.43,7960,2024,35-44,Startup,2905400,212.25637939335593
USA,Agriculture,Midjourney,23.54,5662,2024,18-24,SME,2066630,-541.9132420091328
UK,Agriculture,Claude,85.33,3544,2024,25-34,Startup,1293560,-658.9050576752443
Germany,Agriculture,Stable Diffusion,85.48,4537,2023,55+,Enterprise,1656005,621.0812097812104
China,Agriculture,ChatGPT,96.99,7153,2023,45-54,Enterprise,2610845,124.89495798319331
UK,Agriculture,ChatGPT,89.77,6191,2023,18-24,SME,2259715,-21.19076305220915
Germany,Agriculture,ChatGPT,9.58,191,2024,25-34,Enterprise,69715,30.029890109889493
Germany,Agriculture,Midjourney,25.83,3180,2024,45-54,SME,1160700,669.6224408666267
France,Agriculture,Stable Diffusion,50.35,9220,2024,35-44,Enterprise,3365300,192.07845487845498
India,Agriculture,ChatGPT,71.16,1512,2024,45-54,Enterprise,551880,-331.42350342198733
USA,Agriculture,Bard,40.98,5826,2024,55+,Startup,2126490,269.4897048730263
USA,Agriculture,ChatGPT,53.34,6022,2024,55+,SME,2198030,65.31932637876525
Canada,Agriculture,ChatGPT,94.62,8371,2024,35-44,SME,3055415,-246.28140683890888
Germany,Agriculture,Midjourney,54.3,5377,2024,35-44,Enterprise,1962605,669.6224408666267
France,Agriculture,Midjourney,65.12,1300,2024,25-34,SME,474500,-48.24424870466282
UK,Agriculture,Claude,26.37,3750,2023,35-44,Startup,1368750,-658.9050576752443
France,Agriculture,Midjourney,10.96,9969,2023,18-24,Enterprise,3638685,-48.24424870466282
USA,Agriculture,Claude,22.31,8946,2023,55+,Startup,3265290,389.06256256256256
UK,Agriculture,Claude,69.52,3830,2024,45-54,SME,1397950,-658.9050576752443
UK,Agriculture,ChatGPT,72.21,4927,2024,18-24,Enterprise,1798355,-21.19076305220915
Australia,Agriculture,Bard,73.87,3944,2023,55+,Enterprise,1439560,-342.01414233576634
Germany,Agriculture,ChatGPT,71.68,3872,2024,18-24,Startup,1413280,30.029890109889493
UK,Agriculture,Stable Diffusion,9.67,5680,2024,18-24,SME,2073200,-4.68539524991138
Germany,Agriculture,Bard,94.1,9844,2024,55+,Startup,3593060,-250.51690201112524
China,Agriculture,Stable Diffusion,55.99,4984,2024,35-44,Startup,1819160,-418.7297979797977
India,Agriculture,Midjourney,88.66,6868,2023,55+,SME,2506820,-83.16822721597964
France,Agriculture,Midjourney,36.21,3892,2024,55+,SME,1420580,-48.24424870466282
Australia,Agriculture,Bard,29.22,3925,2024,45-54,Startup,1432625,-342.01414233576634
Germany,Agriculture,Midjourney,98.72,4733,2023,25-34,SME,1727545,669.6224408666267
Germany,Agriculture,Stable Diffusion,60.62,1939,2024,45-54,SME,707735,621.0812097812104
Australia,Agriculture,Midjourney,23.0,193,2023,18-24,SME,70445,276.8866213151932
Germany,Agriculture,ChatGPT,40.85,5384,2024,45-54,Enterprise,1965160,30.029890109889493
Australia,Agriculture,ChatGPT,81.52,8695,2023,55+,SME,3173675,330.41656437153597
UK,Agriculture,Bard,47.05,4362,2023,35-44,SME,1592130,441.4375653082552
Brazil,Agriculture,ChatGPT,57.37,6754,2024,45-54,SME,2465210,70.86524222931894
Brazil,Agriculture,ChatGPT,55.64,1701,2024,18-24,Startup,620865,70.86524222931894
Brazil,Agriculture,Stable Diffusion,99.64,325,2024,55+,Enterprise,118625,-610.6858219500709
USA,Agriculture,ChatGPT,26.07,9105,2023,55+,SME,3323325,65.31932637876525
Germany,Agriculture,ChatGPT,55.75,7284,2023,18-24,Startup,2658660,30.029890109889493
China,Agriculture,Midjourney,7.4,9573,2024,45-54,Startup,3494145,-490.0307175295193
Canada,Agriculture,Claude,59.73,8223,2024,55+,Startup,3001395,430.42202729044857
India,Agriculture,Stable Diffusion,74.63,126,2024,35-44,Enterprise,45990,488.77613580849993
China,Agriculture,Stable Diffusion,83.66,4279,2023,45-54,Enterprise,1561835,-418.7297979797977
UK,Agriculture,Midjourney,46.44,6769,2024,35-44,SME,2470685,47.087821108016215
Germany,Agriculture,Bard,64.13,8718,2024,35-44,Enterprise,3182070,-250.51690201112524
South Korea,Agriculture,Midjourney,25.67,9386,2023,55+,Enterprise,3425890,-74.59701694915293
Canada,Agriculture,Stable Diffusion,73.31,779,2024,55+,SME,284335,298.0
France,Agriculture,Midjourney,24.92,9537,2023,25-34,Enterprise,3481005,-48.24424870466282
India,Agriculture,Bard,32.06,3903,2024,25-34,Enterprise,1424595,404.9682432432437
Germany,Agriculture,ChatGPT,64.58,7454,2023,45-54,SME,2720710,30.029890109889493
India,Agriculture,Stable Diffusion,34.78,3954,2023,25-34,Enterprise,1443210,488.77613580849993
Brazil,Agriculture,ChatGPT,49.77,1794,2024,18-24,Startup,654810,70.86524222931894
France,Agriculture,ChatGPT,54.2,7247,2024,35-44,SME,2645155,75.81646586345414
India,Agriculture,Midjourney,88.62,6064,2024,45-54,Enterprise,2213360,-83.16822721597964
USA,Agriculture,ChatGPT,2.33,6696,2024,25-34,Enterprise,2444040,65.31932637876525
Canada,Agriculture,Midjourney,60.39,8315,2024,55+,SME,3034975,212.25637939335593
Germany,Agriculture,ChatGPT,17.98,3734,2024,45-54,Enterprise,1362910,30.029890109889493
Australia,Agriculture,ChatGPT,22.48,3159,2024,35-44,Startup,1153035,330.41656437153597
South Korea,Agriculture,Stable Diffusion,9.17,5276,2023,45-54,Startup,1925740,489.4414634146342
Canada,Agriculture,Midjourney,50.66,8161,2023,45-54,SME,2978765,212.25637939335593
India,Agriculture,Midjourney,43.37,504,2023,55+,Startup,183960,-83.16822721597964
Brazil,Agriculture,Stable Diffusion,18.83,4306,2024,45-54,Enterprise,1571690,-610.6858219500709
France,Agriculture,ChatGPT,38.52,9416,2024,35-44,Startup,3436840,75.81646586345414
Germany,Agriculture,Midjourney,32.62,4258,2023,25-34,SME,1554170,669.6224408666267
France,Agriculture,ChatGPT,93.93,787,2024,25-34,SME,287255,75.81646586345414
USA,Agriculture,Midjourney,16.51,9066,2024,45-54,SME,3309090,-541.9132420091328
India,Agriculture,ChatGPT,23.84,4724,2024,35-44,SME,1724260,-331.42350342198733
South Korea,Agriculture,Stable Diffusion,25.07,440,2024,25-34,Enterprise,160600,489.4414634146342
USA,Agriculture,Stable Diffusion,73.41,7494,2024,35-44,Enterprise,2735310,-193.56087187666162
Australia,Agriculture,Stable Diffusion,56.87,109,2024,18-24,Startup,39785,-306.158071947546
China,Agriculture,Midjourney,35.91,8044,2024,18-24,Enterprise,2936060,-490.0307175295193
Canada,Agriculture,Claude,51.4,7315,2024,35-44,SME,2669975,430.42202729044857
Australia,Agriculture,Bard,77.89,3126,2024,35-44,Startup,1140990,-342.01414233576634
France,Agriculture,Stable Diffusion,82.03,234,2024,18-24,Enterprise,85410,192.07845487845498
Australia,Agriculture,ChatGPT,92.27,5684,2024,35-44,Startup,2074660,330.41656437153597
China,Agriculture,ChatGPT,52.43,9902,2023,25-34,SME,3614230,124.89495798319331
France,Agriculture,Midjourney,58.38,5731,2023,45-54,SME,2091815,-48.24424870466282
South Korea,Agriculture,ChatGPT,78.96,1466,2024,45-54,Startup,535090,-475.58427425345417
India,Agriculture,ChatGPT,16.32,9376,2024,45-54,Enterprise,3422240,-331.42350342198733
Canada,Agriculture,ChatGPT,46.57,4630,2024,55+,SME,1689950,-246.28140683890888
India,Agriculture,ChatGPT,36.22,3345,2023,18-24,SME,1220925,-331.42350342198733
France,Agriculture,Midjourney,46.22,4766,2024,18-24,SME,1739590,-48.24424870466282
Australia,Agriculture,Bard,11.5,551,2024,35-44,SME,201115,-342.01414233576634
China,Agriculture,ChatGPT,95.51,1046,2024,35-44,Enterprise,381790,124.89495798319331
South Korea,Agriculture,Midjourney,45.84,2448,2024,45-54,SME,893520,-74.59701694915293
Germany,Agriculture,Midjourney,93.88,9071,2024,35-44,SME,3310915,669.6224408666267
UK,Agriculture,Stable Diffusion,46.58,9174,2024,25-34,Enterprise,3348510,-4.68539524991138
Canada,Agriculture,ChatGPT,41.79,9128,2023,55+,Startup,3331720,-246.28140683890888
India,Agriculture,ChatGPT,18.62,4875,2023,35-44,SME,1779375,-331.42350342198733
USA,Agriculture,Bard,21.5,6781,2024,45-54,Startup,2475065,269.4897048730263
Canada,Agriculture,Midjourney,95.49,4707,2024,25-34,Enterprise,1718055,212.25637939335593
South Korea,Agriculture,Midjourney,40.95,6293,2023,45-54,Enterprise,2296945,-74.59701694915293
UK,Agriculture,ChatGPT,80.76,824,2024,35-44,Startup,300760,-21.19076305220915
India,Agriculture,ChatGPT,45.92,6844,2024,25-34,Startup,2498060,-331.42350342198733
USA,Agriculture,Midjourney,46.01,3432,2024,55+,Startup,1252680,-541.9132420091328
France,Agriculture,Midjourney,59.62,4407,2023,18-24,Startup,1608555,-48.24424870466282
USA,Agriculture,Midjourney,55.84,6766,2023,35-44,Startup,2469590,-541.9132420091328
South Korea,Agriculture,ChatGPT,96.49,6596,2024,18-24,SME,2407540,-475.58427425345417
USA,Agriculture,Midjourney,18.63,2310,2024,18-24,Startup,843150,-541.9132420091328
China,Agriculture,Midjourney,75.57,2910,2023,55+,SME,1062150,-490.0307175295193
UK,Agriculture,Bard,81.77,7640,2024,18-24,Enterprise,2788600,441.4375653082552
Germany,Agriculture,ChatGPT,78.41,2435,2024,55+,SME,888775,30.029890109889493
France,Agriculture,ChatGPT,81.92,2248,2024,18-24,SME,820520,75.81646586345414
USA,Agriculture,Midjourney,50.59,2019,2024,18-24,Enterprise,736935,-541.9132420091328
South Korea,Agriculture,Stable Diffusion,83.69,9613,2024,55+,Startup,3508745,489.4414634146342
France,Agriculture,Stable Diffusion,90.15,9516,2023,45-54,SME,3473340,192.07845487845498
USA,Agriculture,Midjourney,40.72,6237,2023,45-54,Startup,2276505,-541.9132420091328
India,Agriculture,Midjourney,97.3,2531,2024,55+,SME,923815,-83.16822721597964
Brazil,Agriculture,Midjourney,68.13,4322,2023,45-54,Startup,1577530,2.3672694063934614
China,Agriculture,ChatGPT,41.5,5109,2024,45-54,Enterprise,1864785,124.89495798319331
Brazil,Agriculture,Midjourney,23.85,7464,2023,55+,SME,2724360,2.3672694063934614
Brazil,Agriculture,Midjourney,40.6,9694,2023,55+,Enterprise,3538310,2.3672694063934614
South Korea,Agriculture,Midjourney,41.78,8889,2024,55+,Enterprise,3244485,-74.59701694915293
USA,Agriculture,Claude,93.35,6443,2024,18-24,SME,2351695,389.06256256256256
Germany,Agriculture,Midjourney,5.93,5179,2023,55+,SME,1890335,669.6224408666267
France,Agriculture,Bard,12.53,8139,2024,45-54,Enterprise,2970735,1055.2911323821563
Brazil,Agriculture,Bard,36.63,3184,2023,55+,SME,1162160,-34.99712184202144
Brazil,Agriculture,Midjourney,39.88,2174,2024,35-44,Enterprise,793510,2.3672694063934614
Germany,Agriculture,Midjourney,37.3,542,2023,25-34,Startup,197830,669.6224408666267
India,Agriculture,ChatGPT,74.52,5999,2023,35-44,Enterprise,2189635,-331.42350342198733
India,Agriculture,Midjourney,12.27,6196,2024,45-54,Startup,2261540,-83.16822721597964
China,Agriculture,Midjourney,54.56,3701,2024,25-34,SME,1350865,-490.0307175295193
UK,Agriculture,Midjourney,18.09,333,2023,18-24,Enterprise,121545,47.087821108016215
USA,Agriculture,ChatGPT,98.0,9864,2024,25-34,SME,3600360,65.31932637876525
UK,Agriculture,ChatGPT,23.46,7255,2024,45-54,Enterprise,2648075,-21.19076305220915
South Korea,Agriculture,ChatGPT,41.84,3315,2024,55+,Startup,1209975,-475.58427425345417
India,Agriculture,Midjourney,30.67,3076,2024,35-44,Startup,1122740,-83.16822721597964
China,Agriculture,ChatGPT,44.2,1659,2023,45-54,Enterprise,605535,124.89495798319331
China,Agriculture,ChatGPT,16.89,4130,2024,45-54,SME,1507450,124.89495798319331
France,Agriculture,ChatGPT,35.53,1872,2024,45-54,Enterprise,683280,75.81646586345414
France,Agriculture,ChatGPT,80.32,853,2024,18-24,SME,311345,75.81646586345414
UK,Agriculture,ChatGPT,98.83,756,2023,35-44,Enterprise,275940,-21.19076305220915
Australia,Agriculture,ChatGPT,67.36,8983,2024,55+,SME,3278795,330.41656437153597
UK,Agriculture,ChatGPT,56.58,8662,2024,55+,Enterprise,3161630,-21.19076305220915
UK,Agriculture,Stable Diffusion,59.96,2019,2024,35-44,Enterprise,736935,-4.68539524991138
Canada,Agriculture,Stable Diffusion,17.56,3516,2024,55+,Startup,1283340,298.0
USA,Agriculture,ChatGPT,96.61,5069,2023,55+,Enterprise,1850185,65.31932637876525
South Korea,Agriculture,Midjourney,71.96,6977,2024,25-34,Enterprise,2546605,-74.59701694915293
Australia,Agriculture,Midjourney,94.69,6597,2023,55+,Enterprise,2407905,276.8866213151932
UK,Agriculture,Midjourney,69.07,4952,2023,18-24,Startup,1807480,47.087821108016215
Australia,Agriculture,Midjourney,67.84,5636,2024,18-24,Enterprise,2057140,276.8866213151932
Australia,Agriculture,Midjourney,22.71,5468,2024,55+,Startup,1995820,276.8866213151932
China,Agriculture,ChatGPT,8.69,9343,2024,45-54,Enterprise,3410195,124.89495798319331
Germany,Agriculture,Midjourney,30.55,5499,2024,25-34,Enterprise,2007135,669.6224408666267
South Korea,Agriculture,ChatGPT,77.8,6758,2024,35-44,Enterprise,2466670,-475.58427425345417
France,Agriculture,Stable Diffusion,19.92,9476,2024,35-44,Startup,3458740,192.07845487845498
Brazil,Agriculture,ChatGPT,65.26,4878,2023,35-44,Startup,1780470,70.86524222931894
USA,Agriculture,Claude,29.17,3570,2023,45-54,Startup,1303050,389.06256256256256
South Korea,Agriculture,ChatGPT,10.27,672,2024,25-34,Startup,245280,-475.58427425345417
India,Agriculture,ChatGPT,27.75,6207,2024,45-54,Startup,2265555,-331.42350342198733
Canada,Agriculture,ChatGPT,87.1,4917,2024,25-34,Startup,1794705,-246.28140683890888
France,Agriculture,ChatGPT,67.39,1569,2023,25-34,SME,572685,75.81646586345414
Canada,Agriculture,ChatGPT,40.0,8838,2023,45-54,Startup,3225870,-246.28140683890888
China,Agriculture,ChatGPT,0.33,7707,2024,35-44,SME,2813055,124.89495798319331
Canada,Agriculture,Stable Diffusion,63.99,5855,2024,18-24,SME,2137075,298.0
USA,Agriculture,Midjourney,93.16,2099,2024,35-44,Enterprise,766135,-541.9132420091328
USA,Agriculture,ChatGPT,52.86,3722,2023,45-54,Enterprise,1358530,65.31932637876525
USA,Agriculture,ChatGPT,38.92,2434,2023,55+,SME,888410,65.31932637876525
France,Agriculture,Midjourney,39.7,2420,2024,55+,SME,883300,-48.24424870466282
Brazil,Agriculture,Stable Diffusion,31.27,4518,2024,35-44,Startup,1649070,-610.6858219500709
France,Agriculture,ChatGPT,32.49,2579,2023,35-44,Startup,941335,75.81646586345414
Brazil,Agriculture,Stable Diffusion,33.01,3402,2024,55+,Startup,1241730,-610.6858219500709
Australia,Agriculture,ChatGPT,87.85,5193,2024,55+,SME,1895445,330.41656437153597
South Korea,Agriculture,ChatGPT,46.76,5225,2024,18-24,Enterprise,1907125,-475.58427425345417
China,Agriculture,Midjourney,0.35,9435,2024,25-34,Enterprise,3443775,-490.0307175295193
South Korea,Agriculture,Midjourney,45.99,6637,2024,25-34,Enterprise,2422505,-74.59701694915293
India,Agriculture,Bard,39.36,7909,2024,18-24,SME,2886785,404.9682432432437
Australia,Agriculture,ChatGPT,97.86,9091,2023,18-24,Enterprise,3318215,330.41656437153597
France,Agriculture,Midjourney,66.46,9146,2024,25-34,SME,3338290,-48.24424870466282
South Korea,Agriculture,Midjourney,83.48,7413,2024,45-54,Startup,2705745,-74.59701694915293
Germany,Agriculture,ChatGPT,37.14,2946,2023,25-34,Enterprise,1075290,30.029890109889493
Australia,Agriculture,ChatGPT,32.07,5768,2024,25-34,SME,2105320,330.41656437153597
China,Agriculture,Claude,99.84,1628,2023,55+,Startup,594220,1261.157287157287
Australia,Agriculture,Stable Diffusion,94.78,340,2024,45-54,Startup,124100,-306.158071947546
India,Agriculture,ChatGPT,47.98,1030,2024,25-34,Enterprise,375950,-331.42350342198733
South Korea,Agriculture,Midjourney,65.03,1807,2023,45-54,Startup,659555,-74.59701694915293
Brazil,Agriculture,Bard,87.01,2851,2024,18-24,Startup,1040615,-34.99712184202144
South Korea,Agriculture,Claude,5.76,3308,2023,45-54,Enterprise,1207420,649.5859838274937
France,Agriculture,Claude,4.8,3983,2024,45-54,SME,1453795,-237.72328548644327
Canada,Agriculture,ChatGPT,10.23,1511,2024,25-34,Enterprise,551515,-246.28140683890888
India,Agriculture,Midjourney,56.89,4689,2023,18-24,SME,1711485,-83.16822721597964
Brazil,Agriculture,Bard,89.92,7163,2024,25-34,Startup,2614495,-34.99712184202144
South Korea,Agriculture,Stable Diffusion,64.19,2439,2024,35-44,Startup,890235,489.4414634146342
