country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
France,Healthcare,Bard,69.26,4406,2024,55+,Startup,1608190,-415.83137254901885
Canada,Healthcare,Midjourney,11.66,1464,2024,25-34,Enterprise,534360,-463.64169298611523
Canada,Healthcare,Midjourney,16.1,3274,2023,55+,Enterprise,1195010,-463.64169298611523
USA,Healthcare,Midjourney,12.33,414,2023,25-34,SME,151110,535.8905019426657
USA,Healthcare,Bard,40.88,5764,2024,55+,Startup,2103860,272.39273714138017
Germany,Healthcare,Midjourney,32.29,9595,2024,35-44,Startup,3502175,61.360574412532515
South Korea,Healthcare,Midjourney,50.72,8206,2024,25-34,Startup,2995190,328.13408942558726
France,Healthcare,Claude,9.25,7071,2024,18-24,SME,2580915,484.94396551724094
UK,Healthcare,Claude,24.68,9180,2024,35-44,SME,3350700,534.3012820512822
UK,Healthcare,Bard,38.03,9278,2023,45-54,SME,3386470,-195.93840579710104
Brazil,Healthcare,ChatGPT,39.07,7751,2024,25-34,SME,2829115,88.52003529152262
Australia,Healthcare,ChatGPT,20.61,7037,2023,55+,Enterprise,2568505,288.8001554654138
Germany,Healthcare,ChatGPT,9.78,9642,2024,25-34,SME,3519330,94.40191054000024
Germany,Healthcare,Bard,2.28,8722,2024,45-54,SME,3183530,-278.6273809523809
Germany,Healthcare,Claude,9.71,9558,2024,25-34,SME,3488670,857.4828738512952
Canada,Healthcare,Bard,19.64,9511,2024,35-44,Enterprise,3471515,206.2222089266479
USA,Healthcare,Bard,21.25,9480,2024,25-34,Startup,3460200,272.39273714138017
Brazil,Healthcare,Stable Diffusion,9.55,8705,2024,25-34,Enterprise,3177325,278.83908185572
UK,Healthcare,Midjourney,76.33,867,2024,45-54,Enterprise,316455,-370.4376312402628
China,Healthcare,Midjourney,53.9,6574,2024,25-34,SME,2399510,-15.026204403861811
UK,Healthcare,Midjourney,42.54,8065,2024,35-44,Startup,2943725,-370.4376312402628
France,Healthcare,Stable Diffusion,80.02,7430,2024,25-34,Enterprise,2711950,814.5085446694648
USA,Healthcare,Stable Diffusion,0.65,9765,2024,18-24,Enterprise,3564225,-76.23972602739741
USA,Healthcare,ChatGPT,10.48,2383,2023,35-44,SME,869795,102.99000139645341
Germany,Healthcare,ChatGPT,29.54,6529,2024,55+,Startup,2383085,94.40191054000024
UK,Healthcare,Bard,25.95,2193,2024,45-54,Startup,800445,-195.93840579710104
India,Healthcare,Stable Diffusion,37.61,1998,2024,55+,SME,729270,-389.6466029449748
Australia,Healthcare,ChatGPT,18.27,5857,2024,25-34,SME,2137805,288.8001554654138
UK,Healthcare,ChatGPT,19.64,821,2023,25-34,Enterprise,299665,257.41436251920095
Australia,Healthcare,Midjourney,52.09,1430,2024,18-24,Enterprise,521950,-244.74961695607726
Germany,Healthcare,Stable Diffusion,6.39,3021,2024,45-54,SME,1102665,225.90999999999985
UK,Healthcare,Claude,17.32,3609,2024,35-44,Startup,1317285,534.3012820512822
France,Healthcare,ChatGPT,96.84,8759,2023,18-24,Startup,3197035,-191.3364056841283
Canada,Healthcare,ChatGPT,1.88,587,2023,45-54,Startup,214255,563.7004130376226
Germany,Healthcare,ChatGPT,93.75,590,2024,25-34,Startup,215350,94.40191054000024
Germany,Healthcare,ChatGPT,98.01,5897,2024,18-24,Startup,2152405,94.40191054000024
Canada,Healthcare,Midjourney,28.32,6883,2023,25-34,Startup,2512295,-463.64169298611523
Australia,Healthcare,ChatGPT,46.88,9197,2024,55+,SME,3356905,288.8001554654138
China,Healthcare,ChatGPT,72.7,1455,2023,45-54,Enterprise,531075,-163.99629656790785
India,Healthcare,Midjourney,31.24,3667,2023,18-24,Startup,1338455,22.750097370983895
Brazil,Healthcare,ChatGPT,54.2,7925,2024,45-54,Enterprise,2892625,88.52003529152262
Australia,Healthcare,ChatGPT,59.57,2342,2024,45-54,SME,854830,288.8001554654138
South Korea,Healthcare,ChatGPT,72.21,9837,2024,25-34,Enterprise,3590505,194.51775578790148
UK,Healthcare,ChatGPT,17.79,9322,2023,45-54,SME,3402530,257.41436251920095
Brazil,Healthcare,ChatGPT,24.61,4175,2023,45-54,SME,1523875,88.52003529152262
Germany,Healthcare,Midjourney,1.4,2231,2023,18-24,SME,814315,61.360574412532515
France,Healthcare,Claude,55.65,3867,2024,35-44,Enterprise,1411455,484.94396551724094
Canada,Healthcare,ChatGPT,93.28,8371,2024,35-44,Enterprise,3055415,563.7004130376226
India,Healthcare,Stable Diffusion,2.94,1503,2024,25-34,Startup,548595,-389.6466029449748
Australia,Healthcare,Stable Diffusion,63.11,401,2024,45-54,SME,146365,-628.3914161392404
France,Healthcare,Bard,74.43,3632,2024,35-44,Enterprise,1325680,-415.83137254901885
France,Healthcare,ChatGPT,6.23,4405,2024,18-24,SME,1607825,-191.3364056841283
India,Healthcare,ChatGPT,73.06,8948,2024,35-44,Startup,3266020,100.90992493052909
China,Healthcare,ChatGPT,49.68,4400,2023,18-24,Enterprise,1606000,-163.99629656790785
USA,Healthcare,Claude,16.0,7787,2023,55+,Enterprise,2842255,-452.93212917350775
Canada,Healthcare,Midjourney,22.58,417,2024,18-24,Startup,152205,-463.64169298611523
France,Healthcare,Midjourney,19.6,2487,2024,18-24,Startup,907755,-200.57465633897755
South Korea,Healthcare,Midjourney,79.04,9634,2024,18-24,Startup,3516410,328.13408942558726
South Korea,Healthcare,Bard,79.71,4308,2023,45-54,SME,1572420,-482.122514071295
China,Healthcare,ChatGPT,15.24,8183,2024,45-54,Enterprise,2986795,-163.99629656790785
USA,Healthcare,ChatGPT,49.6,2514,2024,55+,Startup,917610,102.99000139645341
South Korea,Healthcare,Midjourney,63.91,6305,2024,18-24,SME,2301325,328.13408942558726
Canada,Healthcare,Midjourney,59.94,4826,2023,25-34,SME,1761490,-463.64169298611523
South Korea,Healthcare,Midjourney,34.73,4507,2023,35-44,Enterprise,1645055,328.13408942558726
USA,Healthcare,Bard,64.45,1056,2023,18-24,Startup,385440,272.39273714138017
Canada,Healthcare,Bard,35.71,8081,2024,55+,SME,2949565,206.2222089266479
UK,Healthcare,Bard,30.07,6813,2024,45-54,Enterprise,2486745,-195.93840579710104
Brazil,Healthcare,Midjourney,25.13,8780,2023,18-24,SME,3204700,-188.35474354676535
China,Healthcare,ChatGPT,61.78,3060,2024,18-24,SME,1116900,-163.99629656790785
USA,Healthcare,ChatGPT,91.2,7886,2024,45-54,Startup,2878390,102.99000139645341
France,Healthcare,ChatGPT,39.35,5879,2024,18-24,Startup,2145835,-191.3364056841283
USA,Healthcare,Midjourney,67.7,3016,2024,25-34,Startup,1100840,535.8905019426657
Australia,Healthcare,Midjourney,28.12,2730,2024,45-54,SME,996450,-244.74961695607726
France,Healthcare,Bard,1.78,2756,2024,25-34,SME,1005940,-415.83137254901885
France,Healthcare,ChatGPT,72.48,7276,2024,25-34,Enterprise,2655740,-191.3364056841283
UK,Healthcare,Midjourney,61.57,9097,2023,25-34,Startup,3320405,-370.4376312402628
UK,Healthcare,Midjourney,92.49,1917,2023,25-34,SME,699705,-370.4376312402628
Brazil,Healthcare,Midjourney,73.24,3887,2024,35-44,SME,1418755,-188.35474354676535
India,Healthcare,ChatGPT,35.25,796,2024,55+,Enterprise,290540,100.90992493052909
Canada,Healthcare,ChatGPT,68.47,1512,2024,25-34,SME,551880,563.7004130376226
India,Healthcare,ChatGPT,2.26,2307,2024,35-44,SME,842055,100.90992493052909
China,Healthcare,ChatGPT,27.58,8525,2024,18-24,Enterprise,3111625,-163.99629656790785
China,Healthcare,Midjourney,75.87,9665,2024,45-54,SME,3527725,-15.026204403861811
Brazil,Healthcare,ChatGPT,14.9,1317,2023,35-44,Enterprise,480705,88.52003529152262
Canada,Healthcare,ChatGPT,16.61,6605,2024,45-54,Enterprise,2410825,563.7004130376226
Australia,Healthcare,Midjourney,39.06,6976,2024,55+,Startup,2546240,-244.74961695607726
Canada,Healthcare,Stable Diffusion,2.62,8480,2023,25-34,SME,3095200,27.938918558077603
South Korea,Healthcare,Midjourney,17.92,605,2023,45-54,Enterprise,220825,328.13408942558726
Germany,Healthcare,ChatGPT,88.66,2976,2023,25-34,Startup,1086240,94.40191054000024
Brazil,Healthcare,Bard,13.54,6299,2023,45-54,SME,2299135,91.97834645669263
UK,Healthcare,ChatGPT,47.75,8751,2023,18-24,Enterprise,3194115,257.41436251920095
Germany,Healthcare,ChatGPT,43.23,3275,2024,18-24,Startup,1195375,94.40191054000024
France,Healthcare,Midjourney,49.76,5135,2024,45-54,SME,1874275,-200.57465633897755
Brazil,Healthcare,Midjourney,93.01,9669,2024,35-44,SME,3529185,-188.35474354676535
UK,Healthcare,ChatGPT,81.12,5176,2023,18-24,Startup,1889240,257.41436251920095
Germany,Healthcare,ChatGPT,15.58,169,2024,35-44,Startup,61685,94.40191054000024
Germany,Healthcare,Midjourney,45.06,5641,2024,55+,Enterprise,2058965,61.360574412532515
Brazil,Healthcare,Claude,94.74,1110,2024,45-54,Enterprise,405150,-956.6310924369755
Australia,Healthcare,Midjourney,31.77,5293,2024,18-24,Startup,1931945,-244.74961695607726
Canada,Healthcare,ChatGPT,40.53,6934,2024,55+,Enterprise,2530910,563.7004130376226
Germany,Healthcare,Midjourney,98.69,4093,2024,25-34,Startup,1493945,61.360574412532515
UK,Healthcare,Midjourney,70.9,7389,2023,45-54,Startup,2696985,-370.4376312402628
Germany,Healthcare,ChatGPT,86.34,1132,2024,25-34,Enterprise,413180,94.40191054000024
Brazil,Healthcare,Stable Diffusion,8.51,3873,2024,35-44,Startup,1413645,278.83908185572
Australia,Healthcare,Midjourney,64.36,1044,2024,18-24,Startup,381060,-244.74961695607726
Brazil,Healthcare,ChatGPT,7.42,7462,2024,18-24,SME,2723630,88.52003529152262
Canada,Healthcare,Midjourney,98.9,3548,2023,35-44,Enterprise,1295020,-463.64169298611523
China,Healthcare,Midjourney,84.85,8377,2024,55+,Enterprise,3057605,-15.026204403861811
Brazil,Healthcare,Midjourney,6.63,9357,2023,55+,Enterprise,3415305,-188.35474354676535
Canada,Healthcare,Bard,11.92,4697,2024,18-24,Startup,1714405,206.2222089266479
Australia,Healthcare,Midjourney,22.92,1626,2024,35-44,Startup,593490,-244.74961695607726
France,Healthcare,Midjourney,96.83,1275,2023,25-34,Startup,465375,-200.57465633897755
Germany,Healthcare,ChatGPT,90.23,3591,2024,25-34,Startup,1310715,94.40191054000024
France,Healthcare,Midjourney,66.59,6648,2024,18-24,Startup,2426520,-200.57465633897755
UK,Healthcare,Midjourney,91.54,5550,2024,35-44,Enterprise,2025750,-370.4376312402628
Brazil,Healthcare,Midjourney,47.55,2814,2023,35-44,Enterprise,1027110,-188.35474354676535
India,Healthcare,ChatGPT,38.15,8214,2024,25-34,Enterprise,2998110,100.90992493052909
Brazil,Healthcare,ChatGPT,92.75,1830,2024,55+,Enterprise,667950,88.52003529152262
Australia,Healthcare,Midjourney,74.82,7944,2024,45-54,Enterprise,2899560,-244.74961695607726
Australia,Healthcare,Midjourney,48.74,2575,2024,35-44,Enterprise,939875,-244.74961695607726
India,Healthcare,Stable Diffusion,37.56,9389,2024,25-34,Enterprise,3426985,-389.6466029449748
Canada,Healthcare,Stable Diffusion,81.01,1461,2024,55+,Enterprise,533265,27.938918558077603
Brazil,Healthcare,ChatGPT,76.59,4727,2024,18-24,Enterprise,1725355,88.52003529152262
China,Healthcare,ChatGPT,53.56,133,2024,35-44,Startup,48545,-163.99629656790785
Germany,Healthcare,ChatGPT,38.59,5693,2024,55+,SME,2077945,94.40191054000024
Australia,Healthcare,ChatGPT,1.35,614,2023,18-24,Startup,224110,288.8001554654138
UK,Healthcare,ChatGPT,95.17,5059,2023,55+,Enterprise,1846535,257.41436251920095
Canada,Healthcare,Midjourney,80.99,4602,2023,55+,SME,1679730,-463.64169298611523
UK,Healthcare,Midjourney,40.33,7548,2024,55+,SME,2755020,-370.4376312402628
India,Healthcare,Stable Diffusion,3.94,2045,2024,35-44,SME,746425,-389.6466029449748
China,Healthcare,ChatGPT,82.1,2614,2023,35-44,SME,954110,-163.99629656790785
USA,Healthcare,ChatGPT,54.93,6627,2024,18-24,Enterprise,2418855,102.99000139645341
UK,Healthcare,ChatGPT,79.38,8901,2023,55+,Enterprise,3248865,257.41436251920095
China,Healthcare,Midjourney,69.62,3313,2024,55+,Startup,1209245,-15.026204403861811
Australia,Healthcare,Midjourney,44.61,3710,2024,45-54,Startup,1354150,-244.74961695607726
France,Healthcare,Midjourney,46.44,7722,2023,25-34,Enterprise,2818530,-200.57465633897755
Australia,Healthcare,ChatGPT,59.58,5353,2023,45-54,SME,1953845,288.8001554654138
China,Healthcare,Midjourney,65.65,8618,2024,55+,SME,3145570,-15.026204403861811
South Korea,Healthcare,ChatGPT,86.22,6348,2024,55+,SME,2317020,194.51775578790148
USA,Healthcare,ChatGPT,26.33,8459,2024,45-54,SME,3087535,102.99000139645341
China,Healthcare,Stable Diffusion,20.76,6390,2023,55+,Startup,2332350,-28.47898855238418
USA,Healthcare,Midjourney,33.84,9210,2024,55+,Enterprise,3361650,535.8905019426657
France,Healthcare,ChatGPT,87.26,2808,2023,25-34,SME,1024920,-191.3364056841283
Germany,Healthcare,Midjourney,93.25,4020,2024,45-54,SME,1467300,61.360574412532515
Germany,Healthcare,Midjourney,77.86,6366,2024,25-34,Startup,2323590,61.360574412532515
India,Healthcare,ChatGPT,84.22,8046,2024,55+,SME,2936790,100.90992493052909
Australia,Healthcare,Midjourney,90.36,9898,2024,45-54,SME,3612770,-244.74961695607726
UK,Healthcare,Claude,16.79,1679,2024,18-24,SME,612835,534.3012820512822
USA,Healthcare,Bard,98.46,5290,2024,35-44,Enterprise,1930850,272.39273714138017
France,Healthcare,Midjourney,51.42,4006,2024,55+,SME,1462190,-200.57465633897755
Canada,Healthcare,Claude,75.59,5272,2024,18-24,Enterprise,1924280,166.87777777777774
China,Healthcare,ChatGPT,41.21,4832,2024,18-24,Startup,1763680,-163.99629656790785
India,Healthcare,ChatGPT,42.47,3871,2024,25-34,Startup,1412915,100.90992493052909
USA,Healthcare,Stable Diffusion,54.67,9063,2024,55+,SME,3307995,-76.23972602739741
Canada,Healthcare,Bard,10.76,5840,2023,18-24,Startup,2131600,206.2222089266479
USA,Healthcare,Midjourney,73.31,6691,2024,35-44,Startup,2442215,535.8905019426657
Canada,Healthcare,ChatGPT,64.48,7807,2023,25-34,SME,2849555,563.7004130376226
India,Healthcare,Stable Diffusion,62.95,4006,2024,55+,SME,1462190,-389.6466029449748
Brazil,Healthcare,Midjourney,40.59,4631,2024,25-34,SME,1690315,-188.35474354676535
France,Healthcare,Stable Diffusion,41.6,3449,2024,55+,Enterprise,1258885,814.5085446694648
China,Healthcare,ChatGPT,52.97,5033,2024,55+,Startup,1837045,-163.99629656790785
India,Healthcare,ChatGPT,99.44,9817,2024,25-34,Enterprise,3583205,100.90992493052909
France,Healthcare,ChatGPT,84.18,5474,2024,18-24,Startup,1998010,-191.3364056841283
Brazil,Healthcare,Claude,92.14,766,2024,25-34,Enterprise,279590,-956.6310924369755
Germany,Healthcare,ChatGPT,36.49,9334,2023,45-54,Startup,3406910,94.40191054000024
China,Healthcare,ChatGPT,30.27,8611,2024,25-34,SME,3143015,-163.99629656790785
Canada,Healthcare,ChatGPT,40.99,493,2024,35-44,Enterprise,179945,563.7004130376226
China,Healthcare,Midjourney,23.61,3231,2023,25-34,Enterprise,1179315,-15.026204403861811
Canada,Healthcare,Midjourney,16.7,7029,2024,35-44,SME,2565585,-463.64169298611523
China,Healthcare,ChatGPT,68.29,9238,2023,25-34,Startup,3371870,-163.99629656790785
Australia,Healthcare,ChatGPT,37.1,7894,2024,35-44,Startup,2881310,288.8001554654138
China,Healthcare,ChatGPT,23.85,410,2024,55+,Enterprise,149650,-163.99629656790785
UK,Healthcare,ChatGPT,94.39,6462,2024,25-34,Enterprise,2358630,257.41436251920095
Canada,Healthcare,Bard,22.74,2729,2024,25-34,Enterprise,996085,206.2222089266479
UK,Healthcare,Midjourney,71.84,1928,2024,25-34,Enterprise,703720,-370.4376312402628
South Korea,Healthcare,Bard,34.47,8947,2024,55+,SME,3265655,-482.122514071295
South Korea,Healthcare,Bard,96.96,826,2024,45-54,Startup,301490,-482.122514071295
USA,Healthcare,ChatGPT,84.92,919,2023,18-24,SME,335435,102.99000139645341
Germany,Healthcare,Stable Diffusion,93.26,3365,2024,18-24,Startup,1228225,225.90999999999985
South Korea,Healthcare,Bard,58.79,5425,2024,18-24,SME,1980125,-482.122514071295
France,Healthcare,Bard,50.91,1567,2023,45-54,SME,571955,-415.83137254901885
USA,Healthcare,Midjourney,86.12,5277,2024,25-34,SME,1926105,535.8905019426657
India,Healthcare,Bard,10.88,5133,2024,55+,Startup,1873545,678.4197285666996
Canada,Healthcare,Midjourney,96.77,4858,2023,35-44,SME,1773170,-463.64169298611523
Canada,Healthcare,ChatGPT,29.46,4029,2024,18-24,Enterprise,1470585,563.7004130376226
India,Healthcare,Midjourney,30.03,9557,2024,18-24,Enterprise,3488305,22.750097370983895
France,Healthcare,Bard,88.81,7029,2023,25-34,Startup,2565585,-415.83137254901885
France,Healthcare,Stable Diffusion,12.48,3408,2024,18-24,SME,1243920,814.5085446694648
Germany,Healthcare,Stable Diffusion,86.58,2195,2024,45-54,SME,801175,225.90999999999985
France,Healthcare,Midjourney,78.97,8695,2023,35-44,Enterprise,3173675,-200.57465633897755
China,Healthcare,Midjourney,83.1,2036,2024,55+,SME,743140,-15.026204403861811
UK,Healthcare,Stable Diffusion,14.25,6236,2024,18-24,Startup,2276140,-279.16804020100517
France,Healthcare,Bard,68.36,1870,2024,18-24,SME,682550,-415.83137254901885
China,Healthcare,Bard,16.65,4853,2024,25-34,Startup,1771345,-43.624338624338634
UK,Healthcare,Midjourney,87.32,3998,2024,55+,SME,1459270,-370.4376312402628
South Korea,Healthcare,Midjourney,4.61,1005,2024,45-54,Enterprise,366825,328.13408942558726
USA,Healthcare,Midjourney,43.45,5622,2023,45-54,Enterprise,2052030,535.8905019426657
UK,Healthcare,Midjourney,90.31,2905,2024,55+,Startup,1060325,-370.4376312402628
South Korea,Healthcare,ChatGPT,14.18,7972,2024,55+,Startup,2909780,194.51775578790148
France,Healthcare,Midjourney,69.72,8269,2024,18-24,SME,3018185,-200.57465633897755
USA,Healthcare,ChatGPT,7.54,8034,2024,45-54,SME,2932410,102.99000139645341
China,Healthcare,Midjourney,10.81,7359,2024,35-44,Enterprise,2686035,-15.026204403861811
Australia,Healthcare,ChatGPT,36.37,581,2024,25-34,Startup,212065,288.8001554654138
India,Healthcare,Midjourney,41.21,5200,2024,25-34,SME,1898000,22.750097370983895
UK,Healthcare,ChatGPT,73.37,8399,2024,18-24,SME,3065635,257.41436251920095
Brazil,Healthcare,ChatGPT,87.13,9621,2024,45-54,SME,3511665,88.52003529152262
Australia,Healthcare,Midjourney,68.5,5354,2023,55+,Startup,1954210,-244.74961695607726
Australia,Healthcare,Stable Diffusion,13.34,9389,2024,25-34,Enterprise,3426985,-628.3914161392404
UK,Healthcare,Bard,54.07,8773,2024,25-34,SME,3202145,-195.93840579710104
China,Healthcare,Midjourney,38.71,1330,2023,55+,Enterprise,485450,-15.026204403861811
South Korea,Healthcare,Midjourney,17.38,8631,2023,35-44,Enterprise,3150315,328.13408942558726
Australia,Healthcare,Stable Diffusion,61.46,2120,2024,35-44,Startup,773800,-628.3914161392404
Canada,Healthcare,Stable Diffusion,32.66,4108,2024,18-24,SME,1499420,27.938918558077603
India,Healthcare,Midjourney,13.3,9370,2024,25-34,Enterprise,3420050,22.750097370983895
Australia,Healthcare,ChatGPT,91.31,3094,2024,25-34,Enterprise,1129310,288.8001554654138
Germany,Healthcare,ChatGPT,81.48,5503,2023,35-44,Startup,2008595,94.40191054000024
Brazil,Healthcare,Stable Diffusion,20.12,7192,2023,25-34,Startup,2625080,278.83908185572
UK,Healthcare,Stable Diffusion,13.04,9521,2024,18-24,Startup,3475165,-279.16804020100517
France,Healthcare,Midjourney,30.62,1673,2024,18-24,SME,610645,-200.57465633897755
China,Healthcare,ChatGPT,89.49,7578,2024,25-34,Enterprise,2765970,-163.99629656790785
Brazil,Healthcare,Midjourney,14.66,157,2023,45-54,Startup,57305,-188.35474354676535
China,Healthcare,ChatGPT,99.03,4159,2024,55+,SME,1518035,-163.99629656790785
Brazil,Healthcare,Stable Diffusion,37.78,754,2024,25-34,Enterprise,275210,278.83908185572
Canada,Healthcare,ChatGPT,60.96,1481,2024,25-34,SME,540565,563.7004130376226
Australia,Healthcare,ChatGPT,61.96,1140,2023,18-24,Enterprise,416100,288.8001554654138
South Korea,Healthcare,ChatGPT,95.19,2410,2024,45-54,Startup,879650,194.51775578790148
Brazil,Healthcare,ChatGPT,32.84,1620,2024,18-24,Enterprise,591300,88.52003529152262
India,Healthcare,ChatGPT,31.74,8701,2023,55+,SME,3175865,100.90992493052909
UK,Healthcare,Midjourney,86.93,2309,2024,35-44,SME,842785,-370.4376312402628
India,Healthcare,Midjourney,25.1,9178,2024,55+,Startup,3349970,22.750097370983895
USA,Healthcare,Bard,7.49,6796,2024,25-34,Startup,2480540,272.39273714138017
South Korea,Healthcare,Midjourney,45.95,9879,2024,18-24,Enterprise,3605835,328.13408942558726
USA,Healthcare,Midjourney,0.12,6574,2024,35-44,SME,2399510,535.8905019426657
UK,Healthcare,ChatGPT,43.08,696,2024,35-44,SME,254040,257.41436251920095
South Korea,Healthcare,ChatGPT,26.08,9836,2024,55+,SME,3590140,194.51775578790148
France,Healthcare,ChatGPT,11.14,9271,2023,25-34,SME,3383915,-191.3364056841283
Australia,Healthcare,Midjourney,22.95,3886,2024,25-34,Enterprise,1418390,-244.74961695607726
Canada,Healthcare,ChatGPT,29.38,7285,2024,45-54,Enterprise,2659025,563.7004130376226
Australia,Healthcare,Claude,47.91,6097,2024,55+,Startup,2225405,-1346.260869565217
Australia,Healthcare,Midjourney,24.31,2635,2024,55+,Startup,961775,-244.74961695607726
Australia,Healthcare,Midjourney,28.44,3523,2023,45-54,Enterprise,1285895,-244.74961695607726
France,Healthcare,ChatGPT,53.1,4489,2023,25-34,SME,1638485,-191.3364056841283
China,Healthcare,Claude,91.01,7260,2024,45-54,Enterprise,2649900,203.48197115384573
UK,Healthcare,Stable Diffusion,86.89,885,2023,25-34,Enterprise,323025,-279.16804020100517
South Korea,Healthcare,Claude,27.11,7045,2023,45-54,Startup,2571425,-216.66666666666606
USA,Healthcare,Claude,66.7,4875,2024,35-44,Enterprise,1779375,-452.93212917350775
Germany,Healthcare,Midjourney,18.38,8229,2024,25-34,Enterprise,3003585,61.360574412532515
USA,Healthcare,Midjourney,65.91,3713,2024,55+,SME,1355245,535.8905019426657
Germany,Healthcare,Midjourney,66.5,3513,2024,18-24,SME,1282245,61.360574412532515
Canada,Healthcare,ChatGPT,51.09,6368,2024,35-44,Enterprise,2324320,563.7004130376226
South Korea,Healthcare,Stable Diffusion,72.05,5326,2024,35-44,Enterprise,1943990,24.323755022524892
France,Healthcare,Midjourney,32.71,323,2024,55+,SME,117895,-200.57465633897755
UK,Healthcare,Midjourney,25.25,4399,2023,25-34,Enterprise,1605635,-370.4376312402628
Germany,Healthcare,Bard,33.49,2474,2024,18-24,SME,903010,-278.6273809523809
South Korea,Healthcare,ChatGPT,24.21,5634,2024,18-24,Enterprise,2056410,194.51775578790148
China,Healthcare,Stable Diffusion,26.21,2574,2024,35-44,SME,939510,-28.47898855238418
UK,Healthcare,Stable Diffusion,15.71,8338,2024,55+,Startup,3043370,-279.16804020100517
France,Healthcare,Midjourney,28.96,2413,2024,35-44,SME,880745,-200.57465633897755
India,Healthcare,ChatGPT,67.39,6184,2024,55+,Startup,2257160,100.90992493052909
China,Healthcare,Midjourney,60.49,1673,2023,25-34,Startup,610645,-15.026204403861811
UK,Healthcare,Stable Diffusion,45.87,1011,2024,35-44,SME,369015,-279.16804020100517
India,Healthcare,Midjourney,97.48,3717,2024,25-34,SME,1356705,22.750097370983895
India,Healthcare,ChatGPT,29.87,7464,2024,18-24,Startup,2724360,100.90992493052909
South Korea,Healthcare,ChatGPT,50.5,8136,2024,25-34,Enterprise,2969640,194.51775578790148
USA,Healthcare,Midjourney,37.84,7509,2024,18-24,SME,2740785,535.8905019426657
USA,Healthcare,Midjourney,88.26,5842,2023,45-54,Startup,2132330,535.8905019426657
Brazil,Healthcare,ChatGPT,86.36,3329,2024,45-54,SME,1215085,88.52003529152262
USA,Healthcare,Stable Diffusion,78.93,8224,2024,45-54,Enterprise,3001760,-76.23972602739741
UK,Healthcare,Midjourney,82.6,6935,2024,25-34,Enterprise,2531275,-370.4376312402628
Canada,Healthcare,ChatGPT,45.86,7631,2024,18-24,Startup,2785315,563.7004130376226
Australia,Healthcare,ChatGPT,11.26,6531,2024,55+,Enterprise,2383815,288.8001554654138
Australia,Healthcare,Bard,7.92,7754,2023,35-44,Enterprise,2830210,-309.1568079490762
India,Healthcare,ChatGPT,56.64,6934,2024,35-44,Startup,2530910,100.90992493052909
Germany,Healthcare,Bard,18.45,1489,2023,18-24,Startup,543485,-278.6273809523809
India,Healthcare,Midjourney,87.42,3394,2024,18-24,SME,1238810,22.750097370983895
Australia,Healthcare,Stable Diffusion,57.1,4302,2024,25-34,Enterprise,1570230,-628.3914161392404
France,Healthcare,ChatGPT,58.93,8617,2023,55+,Enterprise,3145205,-191.3364056841283
China,Healthcare,Bard,85.68,5185,2024,35-44,Enterprise,1892525,-43.624338624338634
Germany,Healthcare,ChatGPT,44.07,5802,2024,45-54,SME,2117730,94.40191054000024
Brazil,Healthcare,Midjourney,78.55,8710,2024,55+,Enterprise,3179150,-188.35474354676535
India,Healthcare,ChatGPT,48.06,5902,2024,25-34,Startup,2154230,100.90992493052909
Canada,Healthcare,Bard,53.38,7419,2023,18-24,Startup,2707935,206.2222089266479
