country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
Brazil,Technology,Stable Diffusion,92.01,1748,2023,35-44,SME,638020,149.01497584541085
Brazil,Technology,Stable Diffusion,76.98,2246,2023,35-44,Enterprise,819790,149.01497584541085
South Korea,Technology,Stable Diffusion,81.67,7297,2024,18-24,SME,2663405,-9.691897574528411
South Korea,Technology,Stable Diffusion,69.51,3767,2024,35-44,SME,1374955,-9.691897574528411
UK,Technology,ChatGPT,7.01,8520,2023,55+,SME,3109800,185.391736105802
USA,Technology,Stable Diffusion,11.44,3821,2023,45-54,SME,1394665,154.3131667174639
USA,Technology,ChatGPT,20.82,9395,2024,35-44,Startup,3429175,337.35736185631686
Germany,Technology,ChatGPT,32.73,645,2024,18-24,Startup,235425,-42.31222977684865
Canada,Technology,ChatGPT,8.17,8408,2024,35-44,Enterprise,3068920,209.0022250075299
France,Technology,ChatGPT,33.5,1325,2024,45-54,SME,483625,63.00409980292807
Brazil,Technology,Midjourney,34.52,343,2024,45-54,SME,125195,-22.086578846888187
South Korea,Technology,ChatGPT,77.72,316,2024,45-54,Startup,115340,225.22097298221615
Germany,Technology,Midjourney,6.56,174,2023,25-34,Enterprise,63510,31.74864864864867
USA,Technology,Stable Diffusion,31.08,6494,2024,55+,Enterprise,2370310,154.3131667174639
France,Technology,ChatGPT,44.65,7307,2024,35-44,Startup,2667055,63.00409980292807
France,Technology,ChatGPT,20.09,3236,2023,18-24,SME,1181140,63.00409980292807
China,Technology,ChatGPT,29.37,5360,2023,55+,Enterprise,1956400,52.36042718148565
China,Technology,Midjourney,29.99,2966,2024,35-44,Startup,1082590,131.26339691189878
France,Technology,ChatGPT,79.19,5777,2024,18-24,Startup,2108605,63.00409980292807
Australia,Technology,Midjourney,27.14,796,2024,18-24,Enterprise,290540,235.3517171717176
India,Technology,ChatGPT,14.34,1190,2024,45-54,Startup,434350,62.984419991772484
France,Technology,Claude,37.94,1732,2023,55+,Startup,632180,1423.8506860371263
UK,Technology,Stable Diffusion,31.7,7692,2024,25-34,SME,2807580,-173.70281425891153
Brazil,Technology,ChatGPT,55.6,8195,2024,25-34,Startup,2991175,-441.02189140147857
Brazil,Technology,Midjourney,46.56,4350,2024,55+,Enterprise,1587750,-22.086578846888187
USA,Technology,Stable Diffusion,85.2,1591,2024,25-34,Enterprise,580715,154.3131667174639
Australia,Technology,Stable Diffusion,75.89,5518,2024,55+,Startup,2014070,144.55526315789484
South Korea,Technology,Stable Diffusion,89.26,6344,2023,55+,Startup,2315560,-9.691897574528411
South Korea,Technology,Midjourney,0.26,8131,2023,55+,SME,2967815,222.4802885090403
Australia,Technology,Stable Diffusion,62.28,4616,2024,55+,SME,1684840,144.55526315789484
France,Technology,ChatGPT,34.43,5704,2023,25-34,Enterprise,2081960,63.00409980292807
France,Technology,Midjourney,60.94,2209,2024,45-54,SME,806285,-32.10612606624545
Brazil,Technology,ChatGPT,56.99,9551,2024,18-24,Enterprise,3486115,-441.02189140147857
India,Technology,Midjourney,7.7,3418,2024,18-24,Enterprise,1247570,184.05574935400546
USA,Technology,Bard,62.23,9278,2024,18-24,Enterprise,3386470,4.25785050862487
Australia,Technology,Claude,45.44,8947,2024,18-24,SME,3265655,-690.5974796145292
USA,Technology,ChatGPT,34.37,6237,2024,55+,SME,2276505,337.35736185631686
USA,Technology,ChatGPT,36.13,5345,2024,35-44,Enterprise,1950925,337.35736185631686
Brazil,Technology,Claude,12.79,1107,2024,18-24,Startup,404055,-237.00436490615448
USA,Technology,Midjourney,98.19,8075,2023,45-54,SME,2947375,14.928444444444722
France,Technology,Midjourney,48.67,7349,2023,55+,Startup,2682385,-32.10612606624545
Australia,Technology,ChatGPT,17.05,600,2023,18-24,SME,219000,438.2447344322336
Germany,Technology,ChatGPT,30.0,5015,2024,25-34,SME,1830475,-42.31222977684865
Brazil,Technology,Stable Diffusion,41.65,6266,2024,45-54,SME,2287090,149.01497584541085
USA,Technology,ChatGPT,95.41,637,2024,35-44,SME,232505,337.35736185631686
Australia,Technology,Bard,64.23,1470,2024,35-44,Startup,536550,201.1607341490544
France,Technology,Stable Diffusion,35.29,2979,2023,55+,SME,1087335,-439.66945481702714
UK,Technology,ChatGPT,8.74,6943,2023,18-24,Enterprise,2534195,185.391736105802
South Korea,Technology,Midjourney,13.09,5210,2024,35-44,SME,1901650,222.4802885090403
Brazil,Technology,Stable Diffusion,90.75,2911,2023,55+,Startup,1062515,149.01497584541085
USA,Technology,ChatGPT,85.9,9539,2024,25-34,SME,3481735,337.35736185631686
France,Technology,ChatGPT,43.63,2106,2024,55+,Startup,768690,63.00409980292807
China,Technology,ChatGPT,20.86,1067,2024,18-24,SME,389455,52.36042718148565
India,Technology,ChatGPT,76.2,7968,2024,18-24,SME,2908320,62.984419991772484
UK,Technology,ChatGPT,22.44,2290,2024,18-24,Enterprise,835850,185.391736105802
Canada,Technology,ChatGPT,61.93,7760,2023,18-24,Enterprise,2832400,209.0022250075299
France,Technology,ChatGPT,73.28,9123,2024,18-24,Enterprise,3329895,63.00409980292807
USA,Technology,Claude,51.76,1450,2024,35-44,SME,529250,-1203.668552036199
Brazil,Technology,Midjourney,79.23,9479,2024,45-54,Startup,3459835,-22.086578846888187
France,Technology,Midjourney,52.82,2507,2023,35-44,SME,915055,-32.10612606624545
Germany,Technology,Midjourney,86.81,8690,2024,35-44,Enterprise,3171850,31.74864864864867
Brazil,Technology,ChatGPT,19.55,4676,2024,18-24,Enterprise,1706740,-441.02189140147857
Australia,Technology,Midjourney,79.54,2780,2024,45-54,Startup,1014700,235.3517171717176
Germany,Technology,Midjourney,68.8,5709,2024,35-44,Enterprise,2083785,31.74864864864867
Brazil,Technology,ChatGPT,71.7,8087,2024,25-34,Enterprise,2951755,-441.02189140147857
South Korea,Technology,Bard,20.55,9060,2024,35-44,Startup,3306900,-305.46706349206306
Brazil,Technology,Midjourney,73.94,1634,2023,45-54,Enterprise,596410,-22.086578846888187
Canada,Technology,ChatGPT,1.73,463,2024,45-54,Enterprise,168995,209.0022250075299
USA,Technology,ChatGPT,10.13,1617,2023,25-34,SME,590205,337.35736185631686
Australia,Technology,ChatGPT,65.74,9886,2024,35-44,SME,3608390,438.2447344322336
South Korea,Technology,Midjourney,92.33,7813,2024,55+,Startup,2851745,222.4802885090403
South Korea,Technology,Midjourney,56.72,8925,2024,45-54,Enterprise,3257625,222.4802885090403
USA,Technology,Midjourney,24.03,6000,2024,25-34,SME,2190000,14.928444444444722
India,Technology,Claude,92.73,3206,2024,18-24,Startup,1170190,-1499.248975409836
India,Technology,Stable Diffusion,23.23,3355,2024,25-34,Enterprise,1224575,6.600752789353464
South Korea,Technology,Midjourney,18.21,6182,2023,35-44,Startup,2256430,222.4802885090403
Australia,Technology,ChatGPT,45.63,9541,2024,45-54,SME,3482465,438.2447344322336
UK,Technology,ChatGPT,76.87,8495,2024,55+,Startup,3100675,185.391736105802
USA,Technology,Midjourney,5.25,1864,2023,35-44,Startup,680360,14.928444444444722
Brazil,Technology,ChatGPT,81.38,1694,2023,35-44,SME,618310,-441.02189140147857
Germany,Technology,ChatGPT,99.1,2428,2024,35-44,Enterprise,886220,-42.31222977684865
Brazil,Technology,ChatGPT,93.33,7351,2024,18-24,Startup,2683115,-441.02189140147857
China,Technology,Midjourney,73.92,1565,2024,18-24,Startup,571225,131.26339691189878
China,Technology,Stable Diffusion,79.32,1591,2024,35-44,SME,580715,276.6718338399187
Canada,Technology,ChatGPT,70.61,5844,2024,55+,Enterprise,2133060,209.0022250075299
South Korea,Technology,ChatGPT,23.56,9213,2023,18-24,Startup,3362745,225.22097298221615
UK,Technology,ChatGPT,4.69,1917,2023,55+,Enterprise,699705,185.391736105802
USA,Technology,Stable Diffusion,47.7,5021,2024,18-24,Enterprise,1832665,154.3131667174639
France,Technology,ChatGPT,99.49,2629,2023,25-34,Enterprise,959585,63.00409980292807
India,Technology,Bard,30.21,5666,2023,35-44,Enterprise,2068090,-31.641295206055474
Germany,Technology,ChatGPT,22.96,2502,2024,35-44,Startup,913230,-42.31222977684865
Germany,Technology,Midjourney,90.45,9987,2024,55+,Enterprise,3645255,31.74864864864867
USA,Technology,Midjourney,94.19,2121,2024,18-24,Startup,774165,14.928444444444722
UK,Technology,ChatGPT,79.67,5491,2024,18-24,Startup,2004215,185.391736105802
Australia,Technology,Midjourney,85.24,6784,2024,18-24,Enterprise,2476160,235.3517171717176
France,Technology,Stable Diffusion,85.02,1725,2023,35-44,Enterprise,629625,-439.66945481702714
UK,Technology,ChatGPT,32.32,7645,2024,55+,Startup,2790425,185.391736105802
France,Technology,ChatGPT,22.43,606,2024,55+,Startup,221190,63.00409980292807
Australia,Technology,Midjourney,3.51,9844,2024,18-24,SME,3593060,235.3517171717176
France,Technology,Midjourney,97.75,7022,2024,55+,Enterprise,2563030,-32.10612606624545
South Korea,Technology,ChatGPT,86.2,7421,2024,18-24,Startup,2708665,225.22097298221615
China,Technology,Stable Diffusion,11.48,2166,2024,35-44,Startup,790590,276.6718338399187
Australia,Technology,Bard,78.3,1448,2023,18-24,Enterprise,528520,201.1607341490544
India,Technology,Midjourney,1.82,9735,2024,45-54,Enterprise,3553275,184.05574935400546
USA,Technology,Stable Diffusion,30.58,8297,2024,18-24,Enterprise,3028405,154.3131667174639
France,Technology,Stable Diffusion,8.77,1424,2023,18-24,Startup,519760,-439.66945481702714
Germany,Technology,Midjourney,37.58,6036,2024,25-34,Startup,2203140,31.74864864864867
Germany,Technology,Bard,90.54,6741,2024,55+,Enterprise,2460465,-208.48576375529046
South Korea,Technology,Midjourney,79.26,8257,2024,25-34,Startup,3013805,222.4802885090403
China,Technology,Bard,32.86,1471,2024,55+,Startup,536915,-83.38366013071936
USA,Technology,Claude,19.13,4810,2024,18-24,Startup,1755650,-1203.668552036199
Brazil,Technology,Midjourney,64.45,8183,2024,45-54,Enterprise,2986795,-22.086578846888187
South Korea,Technology,Midjourney,65.11,5918,2024,55+,Enterprise,2160070,222.4802885090403
Australia,Technology,ChatGPT,50.54,2265,2024,18-24,Enterprise,826725,438.2447344322336
China,Technology,ChatGPT,18.45,6683,2024,25-34,Enterprise,2439295,52.36042718148565
Brazil,Technology,Midjourney,44.72,7931,2024,18-24,Enterprise,2894815,-22.086578846888187
South Korea,Technology,Stable Diffusion,88.61,4447,2024,18-24,SME,1623155,-9.691897574528411
South Korea,Technology,Midjourney,59.04,576,2023,55+,Enterprise,210240,222.4802885090403
China,Technology,ChatGPT,29.12,3471,2024,45-54,Enterprise,1266915,52.36042718148565
UK,Technology,Bard,40.66,2487,2024,35-44,Enterprise,907755,604.9097058823536
Brazil,Technology,ChatGPT,90.05,6636,2024,55+,Enterprise,2422140,-441.02189140147857
China,Technology,Claude,90.15,6234,2024,55+,SME,2275410,529.71875
France,Technology,ChatGPT,42.81,3881,2024,35-44,SME,1416565,63.00409980292807
Germany,Technology,Midjourney,98.2,7255,2023,55+,Startup,2648075,31.74864864864867
South Korea,Technology,ChatGPT,17.12,4194,2024,25-34,Enterprise,1530810,225.22097298221615
Brazil,Technology,Claude,14.38,9199,2024,18-24,SME,3357635,-237.00436490615448
France,Technology,Stable Diffusion,39.03,3100,2024,35-44,Enterprise,1131500,-439.66945481702714
Germany,Technology,Midjourney,2.56,2613,2024,55+,SME,953745,31.74864864864867
France,Technology,ChatGPT,5.89,8355,2023,55+,Startup,3049575,63.00409980292807
Australia,Technology,Midjourney,11.19,4168,2024,45-54,SME,1521320,235.3517171717176
Germany,Technology,Midjourney,79.73,9919,2023,45-54,SME,3620435,31.74864864864867
Germany,Technology,ChatGPT,65.26,2322,2023,25-34,SME,847530,-42.31222977684865
South Korea,Technology,ChatGPT,88.99,971,2023,18-24,Startup,354415,225.22097298221615
Australia,Technology,Claude,99.97,3118,2024,45-54,Enterprise,1138070,-690.5974796145292
India,Technology,ChatGPT,42.84,6849,2024,55+,SME,2499885,62.984419991772484
France,Technology,ChatGPT,67.11,5364,2023,25-34,SME,1957860,63.00409980292807
Canada,Technology,ChatGPT,82.08,1436,2023,18-24,Enterprise,524140,209.0022250075299
USA,Technology,ChatGPT,9.83,2606,2024,45-54,SME,951190,337.35736185631686
Brazil,Technology,ChatGPT,35.06,9814,2024,55+,Enterprise,3582110,-441.02189140147857
Canada,Technology,Stable Diffusion,25.26,123,2024,35-44,Enterprise,44895,-132.83240456951808
India,Technology,Midjourney,6.56,8492,2023,45-54,Startup,3099580,184.05574935400546
UK,Technology,ChatGPT,89.28,4738,2024,25-34,Startup,1729370,185.391736105802
USA,Technology,ChatGPT,34.8,1255,2024,55+,Startup,458075,337.35736185631686
Canada,Technology,ChatGPT,15.35,7290,2024,18-24,Startup,2660850,209.0022250075299
France,Technology,Midjourney,41.36,5991,2023,25-34,Enterprise,2186715,-32.10612606624545
India,Technology,ChatGPT,96.2,7805,2024,45-54,Startup,2848825,62.984419991772484
Australia,Technology,ChatGPT,74.52,5665,2023,55+,Enterprise,2067725,438.2447344322336
