country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
UK,Finance,ChatGPT,52.98,5226,2023,35-44,SME,1907490,736.2000468867218
Brazil,Finance,ChatGPT,98.87,2301,2024,45-54,Enterprise,839865,-402.96156881906336
France,Finance,Midjourney,72.37,3226,2023,55+,Startup,1177490,-251.48427592116514
Canada,Finance,Midjourney,43.02,4023,2024,55+,Enterprise,1468395,274.72947636266326
Brazil,Finance,Stable Diffusion,6.3,2001,2024,18-24,Enterprise,730365,-133.8455269607848
USA,Finance,Claude,79.73,3921,2024,18-24,Enterprise,1431165,-179.2532100667695
India,Finance,ChatGPT,12.57,4546,2024,35-44,SME,1659290,-229.46177762757725
Germany,Finance,ChatGPT,0.77,5517,2024,55+,SME,2013705,266.27250705729693
Australia,Finance,ChatGPT,88.5,3999,2024,55+,Startup,1459635,-271.33162259336586
UK,Finance,Midjourney,86.57,1565,2024,45-54,Startup,571225,-465.1907249331125
India,Finance,Stable Diffusion,84.93,9635,2024,55+,Startup,3516775,167.45608535445172
India,Finance,ChatGPT,41.78,4003,2023,18-24,SME,1461095,-229.46177762757725
Australia,Finance,Midjourney,63.71,2756,2023,45-54,SME,1005940,-215.1227742221654
USA,Finance,Stable Diffusion,96.68,7028,2023,25-34,Startup,2565220,-635.5058479532163
India,Finance,Midjourney,55.95,6018,2024,35-44,SME,2196570,-245.68861165567614
Canada,Finance,ChatGPT,17.51,7345,2023,18-24,SME,2680925,-180.02597531452102
UK,Finance,Midjourney,31.57,9643,2023,55+,Startup,3519695,-465.1907249331125
USA,Finance,Stable Diffusion,1.25,2861,2023,35-44,Enterprise,1044265,-635.5058479532163
France,Finance,Bard,57.51,9991,2024,25-34,Startup,3646715,-366.94378109452737
UK,Finance,ChatGPT,8.28,7396,2023,55+,SME,2699540,736.2000468867218
Australia,Finance,Midjourney,6.2,4718,2024,25-34,Enterprise,1722070,-215.1227742221654
South Korea,Finance,ChatGPT,31.15,8094,2024,25-34,Enterprise,2954310,-137.74459433644734
Brazil,Finance,Claude,59.64,1147,2024,18-24,SME,418655,393.0968750000002
USA,Finance,Stable Diffusion,91.77,7611,2024,45-54,SME,2778015,-635.5058479532163
France,Finance,ChatGPT,10.3,6811,2024,45-54,Enterprise,2486015,306.66275865844364
Brazil,Finance,Stable Diffusion,76.81,1383,2024,45-54,Startup,504795,-133.8455269607848
Canada,Finance,Midjourney,79.74,5756,2024,55+,SME,2100940,274.72947636266326
India,Finance,ChatGPT,5.4,8112,2023,35-44,Enterprise,2960880,-229.46177762757725
UK,Finance,Midjourney,49.57,8882,2024,55+,Enterprise,3241930,-465.1907249331125
Brazil,Finance,ChatGPT,15.05,8536,2024,25-34,Startup,3115640,-402.96156881906336
Brazil,Finance,ChatGPT,57.37,5675,2024,55+,SME,2071375,-402.96156881906336
UK,Finance,Midjourney,79.48,797,2023,45-54,Startup,290905,-465.1907249331125
Germany,Finance,ChatGPT,76.27,7645,2023,55+,Enterprise,2790425,266.27250705729693
Brazil,Finance,ChatGPT,21.2,505,2024,35-44,Enterprise,184325,-402.96156881906336
South Korea,Finance,ChatGPT,7.32,5443,2024,35-44,Enterprise,1986695,-137.74459433644734
USA,Finance,ChatGPT,37.42,3398,2024,35-44,SME,1240270,244.62575644251046
Germany,Finance,Stable Diffusion,78.26,8224,2024,45-54,Enterprise,3001760,-212.7319159335284
Australia,Finance,ChatGPT,54.46,2138,2024,18-24,SME,780370,-271.33162259336586
Germany,Finance,Stable Diffusion,99.92,9905,2024,25-34,SME,3615325,-212.7319159335284
Australia,Finance,ChatGPT,12.44,3607,2024,45-54,Enterprise,1316555,-271.33162259336586
France,Finance,Stable Diffusion,75.67,7589,2023,35-44,Enterprise,2769985,-211.00272829401456
UK,Finance,Midjourney,26.57,2474,2024,25-34,Enterprise,903010,-465.1907249331125
India,Finance,ChatGPT,81.81,2531,2024,45-54,Enterprise,923815,-229.46177762757725
Germany,Finance,Bard,86.45,8272,2023,35-44,Startup,3019280,57.78070175438552
Germany,Finance,Stable Diffusion,96.2,7485,2024,45-54,Startup,2732025,-212.7319159335284
USA,Finance,ChatGPT,65.49,9001,2024,25-34,SME,3285365,244.62575644251046
Brazil,Finance,Midjourney,95.52,1804,2024,35-44,Startup,658460,267.42181682799765
UK,Finance,Stable Diffusion,45.16,1215,2024,35-44,Startup,443475,-103.38070214669006
Canada,Finance,Stable Diffusion,42.71,9465,2024,25-34,SME,3454725,-18.6552365762891
South Korea,Finance,ChatGPT,85.35,4060,2024,55+,Enterprise,1481900,-137.74459433644734
France,Finance,Midjourney,58.64,4301,2023,45-54,SME,1569865,-251.48427592116514
Germany,Finance,Stable Diffusion,39.32,5662,2023,35-44,SME,2066630,-212.7319159335284
Australia,Finance,Stable Diffusion,1.49,3161,2024,18-24,Startup,1153765,473.1833333333334
Australia,Finance,Midjourney,50.32,9725,2023,45-54,SME,3549625,-215.1227742221654
USA,Finance,Midjourney,31.38,4337,2023,18-24,Startup,1583005,292.3184766687591
China,Finance,Bard,30.69,1946,2024,55+,Startup,710290,-161.63625450180007
China,Finance,Midjourney,84.6,7292,2024,18-24,SME,2661580,6.055125811327343
France,Finance,Midjourney,90.23,9917,2024,55+,SME,3619705,-251.48427592116514
Germany,Finance,ChatGPT,73.59,3275,2024,18-24,Enterprise,1195375,266.27250705729693
Brazil,Finance,ChatGPT,25.18,5928,2023,35-44,Enterprise,2163720,-402.96156881906336
South Korea,Finance,ChatGPT,15.27,8085,2024,55+,SME,2951025,-137.74459433644734
UK,Finance,Bard,24.47,1742,2023,35-44,SME,635830,-686.9793250228031
USA,Finance,ChatGPT,64.13,1843,2024,25-34,Enterprise,672695,244.62575644251046
Brazil,Finance,Stable Diffusion,23.18,3713,2024,45-54,SME,1355245,-133.8455269607848
Australia,Finance,ChatGPT,5.96,6644,2024,35-44,Startup,2425060,-271.33162259336586
France,Finance,ChatGPT,78.45,9619,2023,45-54,SME,3510935,306.66275865844364
China,Finance,ChatGPT,54.76,4548,2023,45-54,SME,1660020,-158.8122683142101
France,Finance,Stable Diffusion,49.19,2764,2024,25-34,Startup,1008860,-211.00272829401456
UK,Finance,Midjourney,47.0,2596,2023,18-24,SME,947540,-465.1907249331125
South Korea,Finance,Stable Diffusion,12.63,6116,2024,18-24,SME,2232340,136.0072130332046
South Korea,Finance,Claude,7.35,5489,2024,25-34,SME,2003485,-131.96706192358306
Canada,Finance,ChatGPT,7.26,2692,2024,45-54,Startup,982580,-180.02597531452102
South Korea,Finance,ChatGPT,5.74,5280,2024,35-44,Enterprise,1927200,-137.74459433644734
South Korea,Finance,Midjourney,53.52,4592,2024,45-54,Startup,1676080,-31.586570720086456
Australia,Finance,Stable Diffusion,92.7,3032,2023,35-44,Startup,1106680,473.1833333333334
France,Finance,Midjourney,92.99,4507,2024,18-24,Startup,1645055,-251.48427592116514
France,Finance,Midjourney,47.59,8790,2024,35-44,Startup,3208350,-251.48427592116514
France,Finance,Midjourney,68.61,6948,2023,55+,Enterprise,2536020,-251.48427592116514
Germany,Finance,Midjourney,18.53,6613,2023,55+,Startup,2413745,-148.86698583166253
Germany,Finance,Midjourney,72.2,1394,2024,35-44,Startup,508810,-148.86698583166253
Australia,Finance,Midjourney,71.36,7377,2024,25-34,SME,2692605,-215.1227742221654
USA,Finance,Midjourney,86.84,1725,2024,25-34,Enterprise,629625,292.3184766687591
France,Finance,ChatGPT,95.26,6637,2024,55+,Startup,2422505,306.66275865844364
Brazil,Finance,ChatGPT,29.48,6501,2024,45-54,SME,2372865,-402.96156881906336
USA,Finance,Midjourney,36.57,7695,2024,25-34,Startup,2808675,292.3184766687591
Brazil,Finance,Bard,79.4,818,2023,35-44,SME,298570,11.965710382513862
USA,Finance,Midjourney,6.28,3752,2024,18-24,Startup,1369480,292.3184766687591
USA,Finance,Midjourney,8.48,7798,2024,45-54,Enterprise,2846270,292.3184766687591
India,Finance,ChatGPT,24.87,6653,2024,45-54,Startup,2428345,-229.46177762757725
Brazil,Finance,Stable Diffusion,21.05,1101,2024,25-34,Startup,401865,-133.8455269607848
Brazil,Finance,Claude,60.88,2623,2024,35-44,SME,957395,393.0968750000002
Brazil,Finance,ChatGPT,95.03,542,2023,35-44,Enterprise,197830,-402.96156881906336
Canada,Finance,ChatGPT,22.53,4107,2024,45-54,SME,1499055,-180.02597531452102
Canada,Finance,ChatGPT,14.1,4109,2024,18-24,SME,1499785,-180.02597531452102
India,Finance,ChatGPT,75.21,8666,2023,35-44,Startup,3163090,-229.46177762757725
Australia,Finance,Midjourney,36.92,3661,2024,55+,SME,1336265,-215.1227742221654
Canada,Finance,ChatGPT,45.6,5907,2024,18-24,Enterprise,2156055,-180.02597531452102
Germany,Finance,ChatGPT,90.47,1389,2024,55+,Enterprise,506985,266.27250705729693
USA,Finance,Midjourney,15.29,3236,2023,35-44,Startup,1181140,292.3184766687591
China,Finance,ChatGPT,37.83,8031,2023,35-44,SME,2931315,-158.8122683142101
USA,Finance,ChatGPT,49.05,1517,2024,25-34,Startup,553705,244.62575644251046
India,Finance,Midjourney,56.24,2245,2024,55+,SME,819425,-245.68861165567614
Canada,Finance,ChatGPT,10.4,8500,2024,18-24,Enterprise,3102500,-180.02597531452102
Canada,Finance,Bard,37.73,4006,2024,35-44,Enterprise,1462190,-390.572598870056
Canada,Finance,ChatGPT,55.69,4573,2023,35-44,Enterprise,1669145,-180.02597531452102
France,Finance,ChatGPT,43.01,3145,2024,45-54,Startup,1147925,306.66275865844364
UK,Finance,Midjourney,24.32,5300,2024,18-24,Enterprise,1934500,-465.1907249331125
China,Finance,Bard,33.77,6796,2024,55+,Startup,2480540,-161.63625450180007
France,Finance,Midjourney,73.3,5071,2024,55+,Startup,1850915,-251.48427592116514
Germany,Finance,Midjourney,46.79,4498,2024,45-54,Startup,1641770,-148.86698583166253
Canada,Finance,ChatGPT,30.01,9415,2024,18-24,Startup,3436475,-180.02597531452102
South Korea,Finance,ChatGPT,44.19,8147,2024,25-34,Startup,2973655,-137.74459433644734
South Korea,Finance,Midjourney,97.94,1677,2023,18-24,Enterprise,612105,-31.586570720086456
Australia,Finance,ChatGPT,93.88,3479,2024,45-54,Startup,1269835,-271.33162259336586
South Korea,Finance,ChatGPT,82.24,3593,2024,18-24,Enterprise,1311445,-137.74459433644734
Brazil,Finance,ChatGPT,57.49,667,2024,35-44,SME,243455,-402.96156881906336
France,Finance,Bard,10.96,7931,2024,18-24,SME,2894815,-366.94378109452737
UK,Finance,ChatGPT,9.26,3188,2024,25-34,Startup,1163620,736.2000468867218
China,Finance,ChatGPT,64.77,3625,2024,25-34,SME,1323125,-158.8122683142101
USA,Finance,Midjourney,44.2,1431,2024,18-24,SME,522315,292.3184766687591
China,Finance,ChatGPT,94.09,5338,2024,25-34,SME,1948370,-158.8122683142101
Australia,Finance,Stable Diffusion,38.9,4446,2024,45-54,Startup,1622790,473.1833333333334
India,Finance,Bard,29.16,9620,2024,55+,Startup,3511300,531.392873303168
USA,Finance,Midjourney,90.0,4409,2024,18-24,SME,1609285,292.3184766687591
Brazil,Finance,Stable Diffusion,36.4,5887,2024,35-44,Startup,2148755,-133.8455269607848
South Korea,Finance,Bard,49.6,6672,2023,25-34,SME,2435280,-575.8450354609931
France,Finance,Midjourney,26.03,9953,2024,25-34,Enterprise,3632845,-251.48427592116514
Germany,Finance,ChatGPT,29.65,1571,2024,18-24,Enterprise,573415,266.27250705729693
Canada,Finance,Midjourney,67.15,8074,2024,18-24,SME,2947010,274.72947636266326
France,Finance,ChatGPT,89.07,4513,2024,18-24,Startup,1647245,306.66275865844364
China,Finance,Midjourney,2.72,9983,2024,18-24,Enterprise,3643795,6.055125811327343
Germany,Finance,ChatGPT,91.86,5612,2024,35-44,SME,2048380,266.27250705729693
UK,Finance,ChatGPT,61.41,6846,2023,55+,Enterprise,2498790,736.2000468867218
South Korea,Finance,ChatGPT,58.44,3476,2023,25-34,Enterprise,1268740,-137.74459433644734
China,Finance,Midjourney,62.87,2414,2023,18-24,Startup,881110,6.055125811327343
UK,Finance,ChatGPT,96.25,8316,2024,25-34,Enterprise,3035340,736.2000468867218
South Korea,Finance,Midjourney,93.0,1966,2023,35-44,Enterprise,717590,-31.586570720086456
Canada,Finance,ChatGPT,17.26,1860,2024,55+,Startup,678900,-180.02597531452102
India,Finance,Claude,81.25,388,2024,45-54,Enterprise,141620,-117.55137395459951
Australia,Finance,ChatGPT,15.9,4467,2024,45-54,SME,1630455,-271.33162259336586
India,Finance,ChatGPT,40.69,7213,2024,25-34,Startup,2632745,-229.46177762757725
France,Finance,Bard,46.44,5845,2024,25-34,Enterprise,2133425,-366.94378109452737
India,Finance,Midjourney,42.76,7043,2024,55+,Enterprise,2570695,-245.68861165567614
Brazil,Finance,Stable Diffusion,43.55,3960,2024,25-34,SME,1445400,-133.8455269607848
Canada,Finance,Midjourney,22.02,6769,2024,35-44,SME,2470685,274.72947636266326
UK,Finance,ChatGPT,75.6,3784,2024,45-54,Startup,1381160,736.2000468867218
Canada,Finance,ChatGPT,36.91,5720,2024,35-44,Enterprise,2087800,-180.02597531452102
Canada,Finance,Bard,2.92,5015,2024,35-44,Enterprise,1830475,-390.572598870056
France,Finance,Bard,55.42,7167,2023,55+,Startup,2615955,-366.94378109452737
India,Finance,ChatGPT,50.17,4373,2023,25-34,SME,1596145,-229.46177762757725
France,Finance,Claude,48.18,5924,2023,45-54,Startup,2162260,-750.0307845084408
Brazil,Finance,Stable Diffusion,33.41,8347,2024,18-24,Enterprise,3046655,-133.8455269607848
Germany,Finance,Midjourney,69.27,4741,2023,25-34,Enterprise,1730465,-148.86698583166253
Canada,Finance,ChatGPT,7.26,8312,2024,55+,SME,3033880,-180.02597531452102
China,Finance,Bard,90.58,2783,2024,35-44,Enterprise,1015795,-161.63625450180007
China,Finance,Stable Diffusion,33.89,1655,2024,55+,SME,604075,-564.4079788541922
South Korea,Finance,Bard,3.11,564,2024,18-24,Enterprise,205860,-575.8450354609931
Australia,Finance,ChatGPT,16.75,4215,2024,55+,SME,1538475,-271.33162259336586
France,Finance,ChatGPT,31.44,8598,2023,35-44,SME,3138270,306.66275865844364
USA,Finance,Stable Diffusion,48.36,5932,2024,35-44,SME,2165180,-635.5058479532163
Germany,Finance,Midjourney,76.51,7934,2023,25-34,Enterprise,2895910,-148.86698583166253
Australia,Finance,ChatGPT,33.76,2903,2023,35-44,SME,1059595,-271.33162259336586
Australia,Finance,Claude,44.44,3020,2023,55+,SME,1102300,-315.68323863636397
South Korea,Finance,Bard,68.95,7717,2024,35-44,Enterprise,2816705,-575.8450354609931
UK,Finance,ChatGPT,62.9,8737,2023,25-34,Startup,3189005,736.2000468867218
South Korea,Finance,Bard,56.4,3342,2024,45-54,SME,1219830,-575.8450354609931
China,Finance,Stable Diffusion,2.36,8324,2023,45-54,Enterprise,3038260,-564.4079788541922
Germany,Finance,ChatGPT,81.81,6909,2024,18-24,Enterprise,2521785,266.27250705729693
UK,Finance,ChatGPT,62.67,8047,2023,18-24,SME,2937155,736.2000468867218
USA,Finance,Stable Diffusion,95.66,7045,2024,45-54,SME,2571425,-635.5058479532163
India,Finance,ChatGPT,61.86,4380,2023,25-34,Enterprise,1598700,-229.46177762757725
UK,Finance,Midjourney,94.52,4514,2024,35-44,SME,1647610,-465.1907249331125
UK,Finance,Stable Diffusion,66.13,6994,2024,35-44,SME,2552810,-103.38070214669006
Brazil,Finance,Bard,7.95,8760,2024,25-34,Enterprise,3197400,11.965710382513862
UK,Finance,ChatGPT,31.84,6934,2024,55+,Startup,2530910,736.2000468867218
UK,Finance,Bard,16.04,6962,2024,25-34,Startup,2541130,-686.9793250228031
South Korea,Finance,Claude,3.08,1795,2024,25-34,Enterprise,655175,-131.96706192358306
USA,Finance,ChatGPT,71.36,4934,2024,45-54,SME,1800910,244.62575644251046
Brazil,Finance,ChatGPT,59.91,7363,2024,18-24,Startup,2687495,-402.96156881906336
India,Finance,ChatGPT,57.91,7206,2024,25-34,SME,2630190,-229.46177762757725
Australia,Finance,Midjourney,19.13,4498,2024,18-24,Startup,1641770,-215.1227742221654
Germany,Finance,ChatGPT,87.99,3555,2024,55+,SME,1297575,266.27250705729693
France,Finance,Midjourney,27.09,5397,2024,25-34,Startup,1969905,-251.48427592116514
UK,Finance,Stable Diffusion,2.74,7635,2024,55+,SME,2786775,-103.38070214669006
Germany,Finance,Bard,29.24,5600,2023,45-54,Enterprise,2044000,57.78070175438552
Canada,Finance,Midjourney,26.62,4867,2024,25-34,SME,1776455,274.72947636266326
Brazil,Finance,Stable Diffusion,26.21,5748,2023,25-34,Startup,2098020,-133.8455269607848
USA,Finance,ChatGPT,87.55,9229,2024,55+,Enterprise,3368585,244.62575644251046
Australia,Finance,Claude,37.13,6465,2024,45-54,Startup,2359725,-315.68323863636397
USA,Finance,Midjourney,9.02,2655,2024,25-34,Enterprise,969075,292.3184766687591
India,Finance,ChatGPT,36.79,8664,2023,45-54,SME,3162360,-229.46177762757725
India,Finance,Midjourney,44.33,2788,2024,35-44,Enterprise,1017620,-245.68861165567614
India,Finance,ChatGPT,71.37,9295,2024,25-34,Startup,3392675,-229.46177762757725
Brazil,Finance,Midjourney,85.27,3091,2024,35-44,Enterprise,1128215,267.42181682799765
South Korea,Finance,Stable Diffusion,71.51,2730,2024,18-24,Enterprise,996450,136.0072130332046
Australia,Finance,ChatGPT,19.26,2975,2024,25-34,SME,1085875,-271.33162259336586
France,Finance,Midjourney,74.14,1105,2024,55+,SME,403325,-251.48427592116514
USA,Finance,Midjourney,83.7,4028,2024,18-24,Startup,1470220,292.3184766687591
Germany,Finance,Midjourney,75.18,6742,2023,45-54,Startup,2460830,-148.86698583166253
France,Finance,ChatGPT,5.64,6257,2024,25-34,Enterprise,2283805,306.66275865844364
USA,Finance,Bard,92.2,2604,2023,45-54,Enterprise,950460,-252.81917113893815
Australia,Finance,ChatGPT,84.38,7581,2024,25-34,Startup,2767065,-271.33162259336586
South Korea,Finance,ChatGPT,60.53,3080,2024,35-44,Enterprise,1124200,-137.74459433644734
Brazil,Finance,ChatGPT,87.37,5792,2024,25-34,SME,2114080,-402.96156881906336
Germany,Finance,Midjourney,60.43,8806,2024,45-54,SME,3214190,-148.86698583166253
France,Finance,Bard,91.57,3798,2024,45-54,Startup,1386270,-366.94378109452737
Australia,Finance,ChatGPT,67.0,2381,2024,25-34,SME,869065,-271.33162259336586
Australia,Finance,Midjourney,88.23,1775,2024,55+,SME,647875,-215.1227742221654
UK,Finance,Stable Diffusion,49.75,5911,2023,35-44,SME,2157515,-103.38070214669006
India,Finance,Bard,14.56,7898,2024,25-34,Enterprise,2882770,531.392873303168
Australia,Finance,Bard,95.3,4387,2024,35-44,Enterprise,1601255,-5.644989339019048
USA,Finance,ChatGPT,96.96,1450,2024,45-54,SME,529250,244.62575644251046
Australia,Finance,ChatGPT,13.73,3417,2024,18-24,Startup,1247205,-271.33162259336586
France,Finance,ChatGPT,52.46,5339,2024,55+,Enterprise,1948735,306.66275865844364
Canada,Finance,Bard,82.05,6336,2024,55+,SME,2312640,-390.572598870056
Brazil,Finance,Midjourney,73.23,9984,2024,35-44,SME,3644160,267.42181682799765
Australia,Finance,Bard,22.79,382,2024,55+,Enterprise,139430,-5.644989339019048
South Korea,Finance,ChatGPT,6.6,3898,2024,55+,Enterprise,1422770,-137.74459433644734
Germany,Finance,Midjourney,86.89,4740,2023,18-24,Enterprise,1730100,-148.86698583166253
UK,Finance,ChatGPT,2.17,7284,2024,45-54,SME,2658660,736.2000468867218
France,Finance,Bard,12.2,5398,2024,55+,Startup,1970270,-366.94378109452737
USA,Finance,Stable Diffusion,64.19,7930,2023,18-24,SME,2894450,-635.5058479532163
USA,Finance,Midjourney,18.07,3855,2024,55+,Enterprise,1407075,292.3184766687591
India,Finance,Bard,64.9,3512,2024,55+,Enterprise,1281880,531.392873303168
Australia,Finance,Midjourney,7.96,5128,2023,18-24,SME,1871720,-215.1227742221654
USA,Finance,ChatGPT,96.91,2732,2024,55+,Enterprise,997180,244.62575644251046
UK,Finance,ChatGPT,36.23,8138,2024,18-24,Enterprise,2970370,736.2000468867218
Brazil,Finance,ChatGPT,53.0,7168,2024,55+,Startup,2616320,-402.96156881906336
Australia,Finance,Midjourney,65.42,6068,2023,25-34,SME,2214820,-215.1227742221654
Canada,Finance,Midjourney,71.21,5260,2024,35-44,Enterprise,1919900,274.72947636266326
Canada,Finance,Bard,52.79,6513,2024,45-54,Startup,2377245,-390.572598870056
USA,Finance,Midjourney,92.09,5042,2024,25-34,Enterprise,1840330,292.3184766687591
China,Finance,ChatGPT,89.67,735,2023,25-34,Enterprise,268275,-158.8122683142101
Germany,Finance,ChatGPT,45.32,1712,2024,35-44,Startup,624880,266.27250705729693
China,Finance,ChatGPT,19.53,8091,2023,45-54,Startup,2953215,-158.8122683142101
UK,Finance,Midjourney,31.23,4470,2024,55+,SME,1631550,-465.1907249331125
Germany,Finance,Stable Diffusion,96.97,3419,2024,55+,Startup,1247935,-212.7319159335284
France,Finance,ChatGPT,29.42,1758,2023,18-24,Enterprise,641670,306.66275865844364
China,Finance,Bard,58.79,6366,2024,35-44,Enterprise,2323590,-161.63625450180007
USA,Finance,ChatGPT,95.3,4445,2024,18-24,SME,1622425,244.62575644251046
Australia,Finance,Stable Diffusion,18.01,268,2024,25-34,Startup,97820,473.1833333333334
USA,Finance,Midjourney,75.12,1557,2023,45-54,Startup,568305,292.3184766687591
Canada,Finance,Stable Diffusion,94.67,7480,2023,25-34,Enterprise,2730200,-18.6552365762891
UK,Finance,Midjourney,75.94,6124,2024,35-44,SME,2235260,-465.1907249331125
South Korea,Finance,Midjourney,18.22,8386,2023,18-24,SME,3060890,-31.586570720086456
UK,Finance,Stable Diffusion,11.24,4800,2024,55+,SME,1752000,-103.38070214669006
China,Finance,Bard,6.64,1071,2024,18-24,Startup,390915,-161.63625450180007
India,Finance,Midjourney,11.71,1817,2024,25-34,Enterprise,663205,-245.68861165567614
India,Finance,Midjourney,85.02,3197,2024,18-24,SME,1166905,-245.68861165567614
UK,Finance,Bard,22.03,4059,2024,45-54,Enterprise,1481535,-686.9793250228031
Australia,Finance,Midjourney,48.0,4312,2024,55+,Enterprise,1573880,-215.1227742221654
Germany,Finance,Stable Diffusion,89.28,5828,2023,55+,Startup,2127220,-212.7319159335284
India,Finance,ChatGPT,49.21,8098,2024,45-54,Enterprise,2955770,-229.46177762757725
