country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
India,Manufacturing,ChatGPT,99.59,9782,2024,55+,Startup,3570430,-224.1724911087058
China,Manufacturing,Claude,79.19,5980,2024,18-24,Enterprise,2182700,-719.8438356164379
USA,Manufacturing,ChatGPT,39.05,9722,2024,45-54,Enterprise,3548530,-20.63557553956798
Canada,Manufacturing,Midjourney,68.06,4726,2023,25-34,Enterprise,1724990,-65.53200000000015
China,Manufacturing,ChatGPT,62.3,1031,2024,18-24,Startup,376315,245.4935689085205
Canada,Manufacturing,ChatGPT,40.58,483,2023,35-44,Enterprise,176295,-43.04391976974239
Brazil,Manufacturing,Stable Diffusion,93.47,3154,2024,55+,SME,1151210,297.95135135135115
USA,Manufacturing,Bard,77.2,2077,2024,45-54,Startup,758105,-8.675595238095411
China,Manufacturing,Midjourney,57.83,6249,2024,25-34,Startup,2280885,183.20009324009334
Germany,Manufacturing,ChatGPT,10.36,9677,2024,35-44,Enterprise,3532105,132.46483095723033
France,Manufacturing,Midjourney,49.91,1210,2024,25-34,Startup,441650,-302.4776303289391
USA,Manufacturing,Stable Diffusion,11.23,4260,2023,55+,SME,1554900,633.8217293233083
France,Manufacturing,Stable Diffusion,2.07,8614,2024,35-44,Enterprise,3144110,68.6155038759689
Germany,Manufacturing,Midjourney,47.94,2671,2024,35-44,Enterprise,974915,-557.7051504334522
China,Manufacturing,ChatGPT,38.6,4747,2024,55+,Startup,1732655,245.4935689085205
Canada,Manufacturing,Stable Diffusion,64.48,5781,2024,18-24,Enterprise,2110065,-125.20885028949579
Australia,Manufacturing,ChatGPT,90.22,8979,2024,55+,Startup,3277335,220.50805035128815
UK,Manufacturing,ChatGPT,74.25,8818,2024,35-44,Enterprise,3218570,174.17855925314052
Australia,Manufacturing,Stable Diffusion,36.14,1682,2024,45-54,Startup,613930,134.85661729574713
Australia,Manufacturing,Midjourney,99.06,7023,2024,35-44,SME,2563395,45.22846858638695
France,Manufacturing,Claude,11.69,8643,2024,45-54,SME,3154695,268.24462564862824
China,Manufacturing,Stable Diffusion,49.26,9290,2024,45-54,SME,3390850,338.1061452513968
Australia,Manufacturing,Midjourney,98.63,5123,2023,55+,Startup,1869895,45.22846858638695
UK,Manufacturing,Stable Diffusion,99.58,4571,2023,35-44,Enterprise,1668415,-175.47457875457803
China,Manufacturing,Midjourney,75.56,4918,2024,45-54,Startup,1795070,183.20009324009334
Australia,Manufacturing,Midjourney,28.78,6307,2024,55+,Startup,2302055,45.22846858638695
India,Manufacturing,ChatGPT,28.22,6410,2024,25-34,Enterprise,2339650,-224.1724911087058
Brazil,Manufacturing,ChatGPT,66.57,4150,2024,18-24,SME,1514750,163.8292149292147
Australia,Manufacturing,Midjourney,3.67,2354,2024,45-54,Enterprise,859210,45.22846858638695
Germany,Manufacturing,Midjourney,46.6,4195,2024,25-34,Enterprise,1531175,-557.7051504334522
Brazil,Manufacturing,ChatGPT,56.78,566,2024,25-34,SME,206590,163.8292149292147
Germany,Manufacturing,Bard,41.91,5234,2024,35-44,Enterprise,1910410,64.79093142729471
UK,Manufacturing,ChatGPT,52.25,747,2024,18-24,SME,272655,174.17855925314052
France,Manufacturing,Stable Diffusion,48.18,8808,2024,25-34,SME,3214920,68.6155038759689
USA,Manufacturing,ChatGPT,36.22,8326,2024,25-34,SME,3038990,-20.63557553956798
India,Manufacturing,Stable Diffusion,97.63,8462,2024,35-44,Startup,3088630,-531.2596711798842
France,Manufacturing,ChatGPT,61.67,171,2024,25-34,SME,62415,-170.278953670605
UK,Manufacturing,Stable Diffusion,95.91,6087,2024,55+,SME,2221755,-175.47457875457803
Germany,Manufacturing,ChatGPT,77.14,4874,2024,35-44,SME,1779010,132.46483095723033
UK,Manufacturing,Midjourney,83.76,1611,2023,55+,SME,588015,49.38572870025837
Australia,Manufacturing,Bard,10.39,9422,2024,25-34,Enterprise,3439030,70.21047031283251
Canada,Manufacturing,Midjourney,93.95,4180,2024,45-54,Enterprise,1525700,-65.53200000000015
Brazil,Manufacturing,Bard,23.41,4006,2024,18-24,Enterprise,1462190,-364.2239851343629
Brazil,Manufacturing,Bard,74.57,5855,2024,45-54,SME,2137075,-364.2239851343629
China,Manufacturing,ChatGPT,74.45,5576,2024,35-44,SME,2035240,245.4935689085205
USA,Manufacturing,Claude,26.93,8791,2024,25-34,Enterprise,3208715,346.0207039337474
Brazil,Manufacturing,ChatGPT,80.83,4415,2023,18-24,Enterprise,1611475,163.8292149292147
Australia,Manufacturing,ChatGPT,48.94,2466,2023,55+,Startup,900090,220.50805035128815
Germany,Manufacturing,Midjourney,8.22,5200,2024,55+,SME,1898000,-557.7051504334522
France,Manufacturing,Midjourney,64.44,176,2024,55+,Enterprise,64240,-302.4776303289391
Australia,Manufacturing,Midjourney,29.56,3297,2024,35-44,Enterprise,1203405,45.22846858638695
Brazil,Manufacturing,Claude,85.42,5450,2024,55+,SME,1989250,-715.3083368244661
USA,Manufacturing,ChatGPT,99.93,5203,2024,55+,Startup,1899095,-20.63557553956798
India,Manufacturing,ChatGPT,39.1,7679,2023,55+,Startup,2802835,-224.1724911087058
UK,Manufacturing,Stable Diffusion,26.32,7773,2024,45-54,Enterprise,2837145,-175.47457875457803
Australia,Manufacturing,Midjourney,20.91,3284,2024,35-44,Startup,1198660,45.22846858638695
Canada,Manufacturing,Midjourney,70.99,918,2023,18-24,Startup,335070,-65.53200000000015
Brazil,Manufacturing,Midjourney,44.41,8788,2024,55+,SME,3207620,-62.85175674450875
India,Manufacturing,ChatGPT,79.69,7358,2024,35-44,SME,2685670,-224.1724911087058
China,Manufacturing,Midjourney,55.17,2385,2023,18-24,Enterprise,870525,183.20009324009334
Canada,Manufacturing,ChatGPT,14.09,9613,2023,18-24,Startup,3508745,-43.04391976974239
Germany,Manufacturing,Midjourney,8.83,3017,2023,18-24,Enterprise,1101205,-557.7051504334522
India,Manufacturing,ChatGPT,84.78,4707,2023,25-34,SME,1718055,-224.1724911087058
UK,Manufacturing,ChatGPT,9.07,1863,2024,35-44,SME,679995,174.17855925314052
USA,Manufacturing,Stable Diffusion,9.32,3001,2023,25-34,Enterprise,1095365,633.8217293233083
Brazil,Manufacturing,Stable Diffusion,37.68,7689,2024,35-44,Enterprise,2806485,297.95135135135115
USA,Manufacturing,Bard,48.92,854,2024,45-54,SME,311710,-8.675595238095411
Germany,Manufacturing,Stable Diffusion,61.21,4197,2024,55+,Startup,1531905,37.464441048548
UK,Manufacturing,Stable Diffusion,39.37,295,2023,18-24,Enterprise,107675,-175.47457875457803
Australia,Manufacturing,Midjourney,77.44,9484,2023,45-54,SME,3461660,45.22846858638695
France,Manufacturing,Stable Diffusion,94.16,3428,2024,25-34,Startup,1251220,68.6155038759689
Canada,Manufacturing,Claude,12.08,8089,2024,35-44,Enterprise,2952485,599.7975734355041
Germany,Manufacturing,Midjourney,16.44,3275,2023,35-44,Startup,1195375,-557.7051504334522
India,Manufacturing,ChatGPT,29.84,4284,2024,45-54,Startup,1563660,-224.1724911087058
UK,Manufacturing,Midjourney,56.93,3202,2023,25-34,Enterprise,1168730,49.38572870025837
USA,Manufacturing,ChatGPT,4.54,7678,2024,55+,Startup,2802470,-20.63557553956798
Germany,Manufacturing,ChatGPT,53.33,6336,2024,25-34,Startup,2312640,132.46483095723033
UK,Manufacturing,Midjourney,7.72,1154,2024,35-44,Startup,421210,49.38572870025837
Australia,Manufacturing,ChatGPT,93.32,659,2023,45-54,Enterprise,240535,220.50805035128815
Canada,Manufacturing,Midjourney,15.91,1034,2024,55+,Startup,377410,-65.53200000000015
India,Manufacturing,Midjourney,74.37,3501,2024,25-34,Enterprise,1277865,33.3226872933692
France,Manufacturing,Midjourney,23.88,8172,2024,35-44,Startup,2982780,-302.4776303289391
China,Manufacturing,Claude,65.5,3964,2024,55+,SME,1446860,-719.8438356164379
India,Manufacturing,Midjourney,15.1,8816,2023,18-24,SME,3217840,33.3226872933692
Canada,Manufacturing,Stable Diffusion,49.41,4859,2024,45-54,Startup,1773535,-125.20885028949579
China,Manufacturing,Midjourney,34.84,6376,2023,25-34,Enterprise,2327240,183.20009324009334
China,Manufacturing,Midjourney,14.02,2729,2024,45-54,SME,996085,183.20009324009334
India,Manufacturing,Bard,57.51,8615,2024,25-34,SME,3144475,530.147727272727
Germany,Manufacturing,Stable Diffusion,73.98,5565,2024,35-44,SME,2031225,37.464441048548
Australia,Manufacturing,Midjourney,22.27,8479,2024,35-44,Startup,3094835,45.22846858638695
South Korea,Manufacturing,Bard,44.0,6015,2024,45-54,Enterprise,2195475,-498.3814354936403
UK,Manufacturing,Stable Diffusion,78.1,6256,2024,45-54,Enterprise,2283440,-175.47457875457803
UK,Manufacturing,ChatGPT,86.13,7724,2024,35-44,SME,2819260,174.17855925314052
Canada,Manufacturing,Midjourney,50.1,1907,2024,35-44,Enterprise,696055,-65.53200000000015
USA,Manufacturing,ChatGPT,22.58,3729,2023,18-24,Enterprise,1361085,-20.63557553956798
USA,Manufacturing,Stable Diffusion,57.16,8175,2024,25-34,Startup,2983875,633.8217293233083
Brazil,Manufacturing,ChatGPT,41.21,1590,2024,35-44,SME,580350,163.8292149292147
USA,Manufacturing,ChatGPT,0.83,2066,2024,45-54,SME,754090,-20.63557553956798
USA,Manufacturing,Midjourney,22.37,7508,2024,25-34,SME,2740420,103.93640699523075
Brazil,Manufacturing,ChatGPT,43.2,971,2024,45-54,Startup,354415,163.8292149292147
Germany,Manufacturing,ChatGPT,18.81,4897,2024,35-44,Startup,1787405,132.46483095723033
India,Manufacturing,Bard,41.84,5807,2023,45-54,Enterprise,2119555,530.147727272727
South Korea,Manufacturing,Midjourney,96.57,9372,2023,25-34,Startup,3420780,-139.31974826681017
Australia,Manufacturing,Midjourney,67.46,3191,2024,18-24,Enterprise,1164715,45.22846858638695
China,Manufacturing,Midjourney,68.73,8286,2024,55+,Startup,3024390,183.20009324009334
Germany,Manufacturing,ChatGPT,54.33,7422,2024,45-54,Startup,2709030,132.46483095723033
Germany,Manufacturing,Bard,46.14,9556,2024,35-44,Enterprise,3487940,64.79093142729471
India,Manufacturing,Midjourney,76.3,9268,2024,25-34,Enterprise,3382820,33.3226872933692
UK,Manufacturing,Midjourney,35.79,1744,2024,25-34,Enterprise,636560,49.38572870025837
UK,Manufacturing,Midjourney,37.73,9637,2023,18-24,Enterprise,3517505,49.38572870025837
Germany,Manufacturing,Midjourney,83.06,4444,2024,55+,SME,1622060,-557.7051504334522
USA,Manufacturing,Stable Diffusion,56.74,3855,2024,25-34,SME,1407075,633.8217293233083
South Korea,Manufacturing,Midjourney,69.83,5942,2024,25-34,Startup,2168830,-139.31974826681017
China,Manufacturing,Midjourney,74.39,7019,2024,18-24,SME,2561935,183.20009324009334
Canada,Manufacturing,Midjourney,87.68,3562,2024,25-34,Enterprise,1300130,-65.53200000000015
France,Manufacturing,Stable Diffusion,48.52,241,2024,25-34,Startup,87965,68.6155038759689
Brazil,Manufacturing,ChatGPT,17.24,9096,2024,18-24,Enterprise,3320040,163.8292149292147
China,Manufacturing,Stable Diffusion,34.48,4444,2024,35-44,Startup,1622060,338.1061452513968
Australia,Manufacturing,Midjourney,79.61,9259,2024,18-24,Enterprise,3379535,45.22846858638695
Germany,Manufacturing,ChatGPT,60.09,4167,2024,55+,Enterprise,1520955,132.46483095723033
France,Manufacturing,Midjourney,30.77,8068,2024,25-34,SME,2944820,-302.4776303289391
South Korea,Manufacturing,Midjourney,59.37,3850,2024,18-24,SME,1405250,-139.31974826681017
Brazil,Manufacturing,ChatGPT,30.65,2596,2024,25-34,SME,947540,163.8292149292147
UK,Manufacturing,ChatGPT,7.55,8097,2024,25-34,SME,2955405,174.17855925314052
China,Manufacturing,ChatGPT,58.91,7298,2024,45-54,Enterprise,2663770,245.4935689085205
UK,Manufacturing,Midjourney,7.88,7448,2023,25-34,Startup,2718520,49.38572870025837
Canada,Manufacturing,ChatGPT,44.64,3780,2024,45-54,Enterprise,1379700,-43.04391976974239
India,Manufacturing,Claude,60.71,5245,2024,18-24,Enterprise,1914425,-177.62545289855098
China,Manufacturing,Midjourney,20.42,7648,2024,35-44,Startup,2791520,183.20009324009334
Canada,Manufacturing,Stable Diffusion,28.38,2817,2024,55+,Enterprise,1028205,-125.20885028949579
France,Manufacturing,ChatGPT,16.52,4671,2024,18-24,SME,1704915,-170.278953670605
India,Manufacturing,Stable Diffusion,46.17,7394,2024,35-44,Startup,2698810,-531.2596711798842
France,Manufacturing,ChatGPT,50.06,8039,2024,18-24,SME,2934235,-170.278953670605
Canada,Manufacturing,Midjourney,4.38,4150,2024,45-54,SME,1514750,-65.53200000000015
Germany,Manufacturing,ChatGPT,27.35,4141,2024,25-34,SME,1511465,132.46483095723033
South Korea,Manufacturing,Midjourney,52.77,9432,2024,35-44,Startup,3442680,-139.31974826681017
Brazil,Manufacturing,Claude,23.13,9572,2024,45-54,Enterprise,3493780,-715.3083368244661
USA,Manufacturing,ChatGPT,19.24,3481,2023,25-34,Enterprise,1270565,-20.63557553956798
Canada,Manufacturing,ChatGPT,19.89,7748,2024,18-24,Startup,2828020,-43.04391976974239
Brazil,Manufacturing,Claude,59.14,9631,2024,55+,Startup,3515315,-715.3083368244661
USA,Manufacturing,Midjourney,3.15,7737,2024,18-24,Enterprise,2824005,103.93640699523075
France,Manufacturing,ChatGPT,25.03,8839,2024,45-54,Enterprise,3226235,-170.278953670605
Australia,Manufacturing,ChatGPT,90.7,3732,2023,18-24,SME,1362180,220.50805035128815
Australia,Manufacturing,ChatGPT,7.14,1302,2023,35-44,SME,475230,220.50805035128815
France,Manufacturing,Stable Diffusion,17.18,8460,2024,45-54,SME,3087900,68.6155038759689
Australia,Manufacturing,ChatGPT,54.85,8874,2023,35-44,Enterprise,3239010,220.50805035128815
China,Manufacturing,ChatGPT,77.9,2553,2024,45-54,Enterprise,931845,245.4935689085205
UK,Manufacturing,Midjourney,54.2,3062,2024,25-34,Enterprise,1117630,49.38572870025837
Germany,Manufacturing,Midjourney,30.23,7208,2024,35-44,Startup,2630920,-557.7051504334522
UK,Manufacturing,Claude,2.74,825,2024,45-54,SME,301125,282.85178463399825
Canada,Manufacturing,Stable Diffusion,84.06,6781,2023,25-34,SME,2475065,-125.20885028949579
Germany,Manufacturing,ChatGPT,80.68,4963,2024,55+,Enterprise,1811495,132.46483095723033
South Korea,Manufacturing,Claude,22.06,188,2024,45-54,Enterprise,68620,170.44999999999982
USA,Manufacturing,Stable Diffusion,23.93,2608,2024,25-34,SME,951920,633.8217293233083
UK,Manufacturing,Midjourney,50.43,5547,2023,35-44,SME,2024655,49.38572870025837
China,Manufacturing,ChatGPT,63.65,7664,2024,18-24,SME,2797360,245.4935689085205
UK,Manufacturing,ChatGPT,87.52,9073,2024,55+,Startup,3311645,174.17855925314052
Brazil,Manufacturing,Midjourney,85.2,8692,2024,25-34,SME,3172580,-62.85175674450875
UK,Manufacturing,ChatGPT,93.59,5760,2024,18-24,Enterprise,2102400,174.17855925314052
China,Manufacturing,Claude,99.24,5964,2024,18-24,Enterprise,2176860,-719.8438356164379
China,Manufacturing,Midjourney,57.06,4020,2024,55+,Enterprise,1467300,183.20009324009334
India,Manufacturing,ChatGPT,26.11,4653,2024,55+,SME,1698345,-224.1724911087058
Australia,Manufacturing,Midjourney,68.13,5915,2023,25-34,Enterprise,2158975,45.22846858638695
Australia,Manufacturing,Midjourney,36.96,2906,2024,45-54,Enterprise,1060690,45.22846858638695
France,Manufacturing,ChatGPT,8.44,776,2024,55+,SME,283240,-170.278953670605
Australia,Manufacturing,Midjourney,60.1,9768,2024,45-54,Startup,3565320,45.22846858638695
Germany,Manufacturing,ChatGPT,80.12,9705,2023,18-24,Startup,3542325,132.46483095723033
UK,Manufacturing,Stable Diffusion,93.22,389,2024,45-54,Startup,141985,-175.47457875457803
Canada,Manufacturing,ChatGPT,44.52,690,2024,45-54,Enterprise,251850,-43.04391976974239
Germany,Manufacturing,Midjourney,9.01,6611,2024,35-44,SME,2413015,-557.7051504334522
Australia,Manufacturing,ChatGPT,4.47,7890,2024,35-44,SME,2879850,220.50805035128815
USA,Manufacturing,ChatGPT,11.87,4269,2024,55+,Startup,1558185,-20.63557553956798
Canada,Manufacturing,Midjourney,95.83,7081,2023,25-34,Startup,2584565,-65.53200000000015
Germany,Manufacturing,ChatGPT,60.84,4294,2024,25-34,SME,1567310,132.46483095723033
Germany,Manufacturing,Claude,17.45,4480,2023,35-44,Enterprise,1635200,-570.1982758620688
Australia,Manufacturing,Midjourney,26.13,7928,2024,45-54,Startup,2893720,45.22846858638695
France,Manufacturing,Stable Diffusion,15.25,8175,2023,18-24,Enterprise,2983875,68.6155038759689
Australia,Manufacturing,Midjourney,46.37,3473,2024,35-44,SME,1267645,45.22846858638695
USA,Manufacturing,Bard,75.87,7379,2023,25-34,Startup,2693335,-8.675595238095411
India,Manufacturing,ChatGPT,95.82,7490,2023,35-44,Enterprise,2733850,-224.1724911087058
France,Manufacturing,Midjourney,19.09,883,2024,18-24,Enterprise,322295,-302.4776303289391
France,Manufacturing,ChatGPT,18.58,4662,2024,35-44,Startup,1701630,-170.278953670605
Brazil,Manufacturing,Midjourney,35.71,3565,2024,18-24,SME,1301225,-62.85175674450875
China,Manufacturing,ChatGPT,84.42,4795,2024,45-54,SME,1750175,245.4935689085205
South Korea,Manufacturing,Stable Diffusion,49.11,8863,2024,25-34,SME,3234995,-127.49408721359941
Canada,Manufacturing,Midjourney,28.81,9025,2024,18-24,Startup,3294125,-65.53200000000015
Germany,Manufacturing,ChatGPT,99.31,9846,2024,25-34,Enterprise,3593790,132.46483095723033
South Korea,Manufacturing,ChatGPT,43.47,1272,2024,18-24,SME,464280,-211.63084186939795
UK,Manufacturing,Midjourney,73.44,8118,2024,25-34,Enterprise,2963070,49.38572870025837
USA,Manufacturing,Midjourney,91.02,8070,2024,35-44,Enterprise,2945550,103.93640699523075
Germany,Manufacturing,ChatGPT,82.74,4785,2024,35-44,Enterprise,1746525,132.46483095723033
Germany,Manufacturing,ChatGPT,20.23,626,2024,45-54,Startup,228490,132.46483095723033
France,Manufacturing,ChatGPT,58.04,8207,2024,45-54,Enterprise,2995555,-170.278953670605
Brazil,Manufacturing,ChatGPT,36.0,784,2024,25-34,Startup,286160,163.8292149292147
India,Manufacturing,ChatGPT,96.96,8764,2024,45-54,SME,3198860,-224.1724911087058
France,Manufacturing,Midjourney,20.1,4830,2023,35-44,Startup,1762950,-302.4776303289391
Canada,Manufacturing,ChatGPT,61.36,7355,2024,35-44,SME,2684575,-43.04391976974239
Canada,Manufacturing,Stable Diffusion,43.47,7758,2024,18-24,Startup,2831670,-125.20885028949579
South Korea,Manufacturing,Midjourney,66.01,6389,2024,35-44,Enterprise,2331985,-139.31974826681017
Australia,Manufacturing,Stable Diffusion,38.31,3981,2024,25-34,Startup,1453065,134.85661729574713
India,Manufacturing,ChatGPT,47.34,1464,2024,55+,Enterprise,534360,-224.1724911087058
Brazil,Manufacturing,ChatGPT,84.51,6052,2024,25-34,Startup,2208980,163.8292149292147
UK,Manufacturing,ChatGPT,55.44,1204,2023,18-24,Enterprise,439460,174.17855925314052
Australia,Manufacturing,Bard,86.94,8240,2024,35-44,SME,3007600,70.21047031283251
UK,Manufacturing,Midjourney,34.25,4314,2023,55+,SME,1574610,49.38572870025837
Brazil,Manufacturing,Midjourney,16.3,4843,2024,18-24,Startup,1767695,-62.85175674450875
France,Manufacturing,Midjourney,61.71,8910,2024,18-24,Enterprise,3252150,-302.4776303289391
Australia,Manufacturing,Midjourney,42.46,4146,2024,45-54,SME,1513290,45.22846858638695
USA,Manufacturing,Bard,58.35,9545,2023,55+,SME,3483925,-8.675595238095411
Brazil,Manufacturing,Midjourney,55.28,1794,2024,55+,Startup,654810,-62.85175674450875
France,Manufacturing,Midjourney,79.0,7881,2024,45-54,Enterprise,2876565,-302.4776303289391
Germany,Manufacturing,Midjourney,51.28,8925,2024,35-44,Enterprise,3257625,-557.7051504334522
France,Manufacturing,Midjourney,90.58,3679,2024,55+,Enterprise,1342835,-302.4776303289391
UK,Manufacturing,Midjourney,29.22,4532,2024,35-44,Enterprise,1654180,49.38572870025837
UK,Manufacturing,Midjourney,0.27,4411,2023,55+,Enterprise,1610015,49.38572870025837
Australia,Manufacturing,ChatGPT,42.28,2476,2024,35-44,Enterprise,903740,220.50805035128815
China,Manufacturing,ChatGPT,45.6,8633,2024,18-24,SME,3151045,245.4935689085205
Brazil,Manufacturing,Midjourney,34.97,7400,2024,25-34,Enterprise,2701000,-62.85175674450875
France,Manufacturing,ChatGPT,34.84,7645,2024,25-34,SME,2790425,-170.278953670605
India,Manufacturing,Midjourney,27.2,1141,2024,55+,SME,416465,33.3226872933692
France,Manufacturing,ChatGPT,78.63,8144,2024,55+,Startup,2972560,-170.278953670605
China,Manufacturing,Bard,79.19,3955,2024,35-44,Startup,1443575,164.44768439108066
Brazil,Manufacturing,Bard,50.15,2238,2024,18-24,Startup,816870,-364.2239851343629
Brazil,Manufacturing,Claude,45.69,2296,2024,18-24,Enterprise,838040,-715.3083368244661
France,Manufacturing,ChatGPT,89.8,7994,2023,45-54,Enterprise,2917810,-170.278953670605
India,Manufacturing,Stable Diffusion,76.51,5251,2024,55+,Startup,1916615,-531.2596711798842
South Korea,Manufacturing,Midjourney,82.81,4042,2023,35-44,SME,1475330,-139.31974826681017
Germany,Manufacturing,ChatGPT,91.77,229,2024,35-44,SME,83585,132.46483095723033
Brazil,Manufacturing,Bard,59.58,6251,2024,18-24,Enterprise,2281615,-364.2239851343629
Canada,Manufacturing,ChatGPT,15.34,368,2023,35-44,Enterprise,134320,-43.04391976974239
Australia,Manufacturing,ChatGPT,40.09,8871,2024,25-34,Startup,3237915,220.50805035128815
Germany,Manufacturing,ChatGPT,26.34,8146,2023,25-34,Startup,2973290,132.46483095723033
China,Manufacturing,Claude,12.45,604,2024,45-54,Startup,220460,-719.8438356164379
Germany,Manufacturing,Midjourney,57.67,3945,2024,55+,SME,1439925,-557.7051504334522
France,Manufacturing,Bard,84.43,9213,2024,18-24,Startup,3362745,-390.169894044574
