country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
USA,Retail,ChatGPT,12.07,816,2024,35-44,Enterprise,,
Australia,Retail,Claude,14.28,5751,2024,55+,SME,,
France,Retail,ChatGPT,67.29,1660,2024,35-44,Enterprise,,
India,Retail,Claude,21.62,6970,2024,55+,Startup,,
China,Retail,Stable Diffusion,79.4,1314,2023,18-24,Startup,,
Brazil,Retail,Midjourney,60.36,3316,2024,18-24,Startup,,
China,Retail,Midjourney,25.82,4568,2024,35-44,SME,,
Germany,Retail,Midjourney,88.81,8910,2024,25-34,Enterprise,,
USA,Retail,ChatGPT,99.16,8810,2024,18-24,Enterprise,,
South Korea,Retail,ChatGPT,38.17,7365,2024,25-34,Startup,,
South Korea,Retail,ChatGPT,77.6,9680,2024,35-44,SME,,
USA,Retail,ChatGPT,51.98,187,2024,55+,SME,,
France,Retail,Midjourney,25.12,5794,2024,25-34,Enterprise,,
France,Retail,ChatGPT,87.98,7272,2024,18-24,Startup,,
Germany,Retail,Claude,75.21,1882,2023,55+,SME,,
UK,Retail,Midjourney,50.63,3569,2024,18-24,Startup,,
France,Retail,Claude,33.75,524,2024,25-34,Startup,,
Canada,Retail,ChatGPT,71.19,8961,2023,35-44,Enterprise,,
Germany,Retail,ChatGPT,46.91,7807,2024,25-34,Enterprise,,
Canada,Retail,Stable Diffusion,43.1,2905,2024,25-34,Enterprise,,
USA,Retail,Stable Diffusion,14.76,1170,2023,55+,SME,,
USA,Retail,Bard,91.7,7527,2024,35-44,SME,,
Canada,Retail,Claude,96.47,1673,2024,25-34,SME,,
France,Retail,ChatGPT,88.02,6545,2024,45-54,SME,,
Germany,Retail,Bard,65.69,9810,2024,18-24,SME,,
Canada,Retail,Stable Diffusion,84.81,4271,2024,45-54,Enterprise,,
India,Retail,Stable Diffusion,33.9,6217,2023,45-54,SME,,
Australia,Retail,Stable Diffusion,42.22,3006,2023,55+,Enterprise,,
Canada,Retail,Midjourney,73.07,3642,2024,25-34,SME,,
UK,Retail,Midjourney,38.7,735,2024,18-24,SME,,
Canada,Retail,Bard,34.3,4429,2024,25-34,Enterprise,,
South Korea,Retail,Midjourney,58.62,7379,2023,18-24,Startup,,
France,Retail,ChatGPT,97.8,3850,2023,18-24,Startup,,
UK,Retail,Midjourney,22.49,9831,2024,55+,SME,,
Germany,Retail,ChatGPT,17.73,4627,2023,55+,Startup,,
China,Retail,Midjourney,1.67,5891,2023,45-54,Startup,,
Germany,Retail,Midjourney,94.55,1656,2024,55+,SME,,
Canada,Retail,ChatGPT,87.92,3953,2024,55+,SME,,
China,Retail,ChatGPT,84.73,6130,2024,45-54,Startup,,
France,Retail,Bard,11.13,7043,2024,25-34,Startup,,
South Korea,Retail,Stable Diffusion,26.77,527,2024,45-54,Enterprise,,
USA,Retail,Midjourney,10.53,2281,2023,18-24,Startup,,
UK,Retail,Midjourney,57.02,2786,2024,25-34,SME,,
UK,Retail,Midjourney,94.05,8258,2024,45-54,SME,,
UK,Retail,Midjourney,76.36,786,2023,45-54,Startup,,
Canada,Retail,Stable Diffusion,49.37,3552,2024,25-34,Startup,,
France,Retail,Midjourney,18.88,9052,2024,25-34,SME,,
China,Retail,Midjourney,40.06,6873,2024,18-24,Enterprise,,
China,Retail,Midjourney,39.9,613,2024,55+,SME,,
South Korea,Retail,ChatGPT,70.81,7897,2023,45-54,Enterprise,,
Canada,Retail,Stable Diffusion,23.63,1552,2024,35-44,SME,,
UK,Retail,Midjourney,11.49,1833,2024,55+,Startup,,
USA,Retail,Midjourney,33.18,9755,2024,18-24,SME,,
South Korea,Retail,Stable Diffusion,11.75,330,2023,18-24,Enterprise,,
India,Retail,Bard,85.79,5945,2023,45-54,SME,,
Canada,Retail,Midjourney,57.67,5165,2024,55+,SME,,
Canada,Retail,ChatGPT,58.98,6658,2024,55+,Startup,,
Australia,Retail,Stable Diffusion,41.38,4519,2024,18-24,Enterprise,,
India,Retail,Claude,18.47,9265,2024,45-54,Enterprise,,
India,Retail,Stable Diffusion,54.22,1144,2023,45-54,Enterprise,,
UK,Retail,Midjourney,71.15,9304,2024,55+,SME,,
India,Retail,Midjourney,77.51,4711,2024,35-44,SME,,
France,Retail,Stable Diffusion,3.95,4192,2024,55+,Enterprise,,
Canada,Retail,Stable Diffusion,80.47,5793,2024,35-44,Enterprise,,
South Korea,Retail,Midjourney,66.44,5588,2024,35-44,Enterprise,,
Brazil,Retail,ChatGPT,87.29,8521,2024,45-54,SME,,
South Korea,Retail,Stable Diffusion,48.44,1039,2023,45-54,SME,,
China,Retail,ChatGPT,48.79,9194,2024,18-24,Enterprise,,
France,Retail,Midjourney,41.74,772,2024,45-54,Enterprise,,
France,Retail,Bard,2.53,9645,2023,18-24,SME,,
USA,Retail,ChatGPT,59.8,868,2024,55+,SME,,
Brazil,Retail,ChatGPT,83.49,7350,2024,35-44,Startup,,
UK,Retail,Stable Diffusion,34.07,8650,2023,45-54,SME,,
India,Retail,Bard,42.59,9127,2023,25-34,SME,,
Germany,Retail,Claude,25.01,5211,2024,35-44,Startup,,
USA,Retail,Midjourney,73.52,7403,2024,25-34,SME,,
India,Retail,Midjourney,42.32,7458,2024,45-54,SME,,
Australia,Retail,ChatGPT,67.62,7830,2023,18-24,Startup,,
Australia,Retail,ChatGPT,21.88,4045,2024,18-24,Enterprise,,
UK,Retail,ChatGPT,60.59,4845,2023,55+,SME,,
UK,Retail,Midjourney,17.79,3006,2024,45-54,SME,,
Germany,Retail,ChatGPT,71.92,2015,2023,25-34,SME,,
China,Retail,Midjourney,32.21,8186,2023,45-54,Startup,,
South Korea,Retail,Midjourney,27.71,2294,2024,35-44,SME,,
Australia,Retail,Claude,84.32,4126,2024,55+,Startup,,
China,Retail,Claude,61.16,4312,2024,35-44,Enterprise,,
Germany,Retail,Midjourney,8.42,7578,2024,45-54,Startup,,
Canada,Retail,Bard,30.77,6387,2023,55+,Startup,,
Brazil,Retail,Stable Diffusion,64.49,5009,2024,18-24,Enterprise,,
China,Retail,Bard,77.13,7004,2024,45-54,Enterprise,,
India,Retail,ChatGPT,13.34,2456,2024,55+,Startup,,
UK,Retail,ChatGPT,82.96,320,2024,35-44,Startup,,
USA,Retail,ChatGPT,32.4,8536,2023,18-24,SME,,
UK,Retail,Midjourney,79.89,6916,2024,45-54,SME,,
South Korea,Retail,Stable Diffusion,76.74,6204,2023,35-44,SME,,
Brazil,Retail,ChatGPT,65.72,4224,2023,35-44,SME,,
UK,Retail,Bard,61.13,574,2024,35-44,SME,,
Canada,Retail,Midjourney,62.8,7750,2024,25-34,Enterprise,,
Brazil,Retail,ChatGPT,26.26,5927,2023,18-24,Enterprise,,
Australia,Retail,ChatGPT,45.93,7460,2024,35-44,Enterprise,,
Germany,Retail,ChatGPT,80.35,349,2024,18-24,Startup,,
Canada,Retail,ChatGPT,67.11,5184,2024,18-24,Startup,,
Germany,Retail,ChatGPT,97.53,7522,2024,18-24,Startup,,
USA,Retail,Stable Diffusion,80.97,1346,2024,18-24,Enterprise,,
Brazil,Retail,Midjourney,23.93,4345,2023,55+,SME,,
Australia,Retail,Midjourney,7.54,3942,2023,45-54,SME,,
Canada,Retail,Midjourney,79.88,5426,2023,35-44,SME,,
Canada,Retail,ChatGPT,81.71,1408,2024,55+,SME,,
India,Retail,Midjourney,81.62,2148,2024,55+,Enterprise,,
Brazil,Retail,ChatGPT,2.83,8347,2024,18-24,Startup,,
Brazil,Retail,ChatGPT,3.02,5158,2023,18-24,Enterprise,,
USA,Retail,ChatGPT,4.34,3630,2023,18-24,Enterprise,,
USA,Retail,Bard,49.9,6058,2023,25-34,Enterprise,,
France,Retail,Bard,32.04,8960,2024,35-44,Enterprise,,
France,Retail,ChatGPT,20.1,8312,2024,18-24,Startup,,
Brazil,Retail,ChatGPT,67.05,8340,2024,35-44,Enterprise,,
France,Retail,Stable Diffusion,56.77,1728,2024,35-44,Startup,,
India,Retail,ChatGPT,36.86,7310,2024,18-24,Enterprise,,
Australia,Retail,Claude,65.52,5969,2024,55+,SME,,
UK,Retail,ChatGPT,63.13,7287,2024,18-24,Enterprise,,
France,Retail,Midjourney,57.52,8472,2023,55+,Startup,,
Australia,Retail,ChatGPT,32.56,3887,2024,55+,Enterprise,,
Canada,Retail,Stable Diffusion,51.9,6328,2024,25-34,SME,,
South Korea,Retail,Bard,65.08,7919,2023,35-44,Startup,,
South Korea,Retail,Stable Diffusion,97.91,5507,2024,55+,SME,,
Canada,Retail,Bard,86.81,3942,2023,25-34,Enterprise,,
USA,Retail,ChatGPT,3.33,2335,2024,18-24,Enterprise,,
Germany,Retail,Midjourney,70.74,547,2023,18-24,SME,,
Canada,Retail,Claude,49.05,7135,2024,55+,SME,,
Australia,Retail,Midjourney,98.32,9401,2023,25-34,Enterprise,,
China,Retail,Stable Diffusion,10.54,6823,2023,45-54,Startup,,
South Korea,Retail,Midjourney,87.67,5465,2024,55+,Startup,,
China,Retail,ChatGPT,7.31,7869,2024,45-54,Startup,,
Canada,Retail,Midjourney,14.45,7775,2023,35-44,Enterprise,,
UK,Retail,Bard,62.17,1503,2023,35-44,Enterprise,,
Australia,Retail,ChatGPT,34.57,2712,2023,45-54,Enterprise,,
South Korea,Retail,Stable Diffusion,2.48,8911,2024,55+,Enterprise,,
USA,Retail,Midjourney,28.91,3533,2024,55+,Enterprise,,
Canada,Retail,ChatGPT,15.53,464,2023,45-54,Enterprise,,
China,Retail,ChatGPT,57.67,4015,2024,25-34,Enterprise,,
China,Retail,Midjourney,61.03,1442,2024,25-34,SME,,
China,Retail,ChatGPT,32.7,3884,2024,35-44,Startup,,
India,Retail,ChatGPT,16.83,7818,2024,35-44,Startup,,
India,Retail,Midjourney,18.76,6470,2024,35-44,SME,,
Brazil,Retail,ChatGPT,65.35,4655,2023,45-54,Enterprise,,
Canada,Retail,ChatGPT,65.95,4552,2024,18-24,SME,,
Germany,Retail,Midjourney,79.31,340,2023,35-44,Startup,,
USA,Retail,ChatGPT,46.13,3401,2024,35-44,Enterprise,,
Germany,Retail,Bard,70.94,9512,2024,35-44,SME,,
Brazil,Retail,Midjourney,76.62,8587,2024,45-54,SME,,
USA,Retail,Stable Diffusion,26.69,811,2024,55+,Startup,,
China,Retail,Midjourney,81.46,6207,2024,35-44,Startup,,
Germany,Retail,Stable Diffusion,67.21,7502,2024,35-44,Enterprise,,
Brazil,Retail,ChatGPT,48.52,2363,2024,18-24,Startup,,
Australia,Retail,Midjourney,24.0,5076,2023,45-54,Enterprise,,
India,Retail,Midjourney,19.03,6163,2024,55+,Startup,,
Germany,Retail,ChatGPT,57.27,4651,2024,35-44,Enterprise,,
China,Retail,Bard,40.51,2148,2023,45-54,Startup,,
China,Retail,Midjourney,41.67,5904,2024,18-24,Enterprise,,
China,Retail,Midjourney,1.7,4208,2024,18-24,SME,,
UK,Retail,Midjourney,78.18,1158,2024,35-44,Startup,,
South Korea,Retail,ChatGPT,75.03,2657,2024,35-44,SME,,
Australia,Retail,ChatGPT,14.29,3661,2023,18-24,Startup,,
India,Retail,Midjourney,39.78,6714,2023,45-54,Startup,,
UK,Retail,ChatGPT,95.45,4657,2023,55+,Enterprise,,
South Korea,Retail,Bard,38.68,899,2024,25-34,Startup,,
Germany,Retail,Midjourney,69.63,2160,2024,18-24,Enterprise,,
Australia,Retail,Midjourney,43.14,4671,2023,35-44,Enterprise,,
South Korea,Retail,ChatGPT,39.37,5752,2023,45-54,SME,,
Germany,Retail,Claude,67.05,7710,2024,45-54,Enterprise,,
China,Retail,ChatGPT,64.66,8487,2024,55+,SME,,
Germany,Retail,ChatGPT,47.07,5221,2023,35-44,Enterprise,,
India,Retail,Stable Diffusion,49.32,2228,2024,55+,Enterprise,,
UK,Retail,ChatGPT,57.18,8058,2024,55+,Enterprise,,
Australia,Retail,Bard,46.48,3093,2023,18-24,SME,,
China,Retail,Stable Diffusion,91.02,5083,2024,35-44,SME,,
India,Retail,Claude,74.61,2797,2024,25-34,Startup,,
South Korea,Retail,Bard,0.64,3452,2023,35-44,Enterprise,,
Australia,Retail,Claude,28.47,9430,2024,18-24,Startup,,
Brazil,Retail,ChatGPT,62.99,6616,2024,35-44,Startup,,
Canada,Retail,ChatGPT,68.66,8149,2024,18-24,SME,,
India,Retail,Midjourney,45.64,5207,2024,55+,SME,,
Australia,Retail,Stable Diffusion,12.98,9366,2024,35-44,Startup,,
China,Retail,Midjourney,89.18,6795,2023,55+,Enterprise,,
Brazil,Retail,ChatGPT,67.57,4476,2024,55+,Enterprise,,
Australia,Retail,ChatGPT,33.16,902,2024,55+,Startup,,
Brazil,Retail,ChatGPT,47.83,8629,2024,55+,SME,,
Canada,Retail,Midjourney,90.14,3135,2024,55+,SME,,
India,Retail,ChatGPT,31.87,8732,2024,25-34,Startup,,
South Korea,Retail,Stable Diffusion,52.85,7254,2024,25-34,Startup,,
France,Retail,ChatGPT,29.35,8294,2023,25-34,Enterprise,,
China,Retail,Bard,11.85,7756,2024,25-34,Enterprise,,
USA,Retail,ChatGPT,95.17,5505,2024,35-44,SME,,
India,Retail,Midjourney,15.21,7675,2024,55+,Enterprise,,
USA,Retail,ChatGPT,54.23,5091,2024,45-54,SME,,
South Korea,Retail,ChatGPT,73.36,9788,2024,18-24,Startup,,
Australia,Retail,Midjourney,82.03,8512,2024,35-44,Startup,,
South Korea,Retail,Stable Diffusion,15.24,4983,2023,18-24,Enterprise,,
France,Retail,Midjourney,34.23,4010,2024,18-24,Enterprise,,
Canada,Retail,ChatGPT,30.72,3827,2023,18-24,SME,,
Germany,Retail,Midjourney,1.41,597,2024,25-34,SME,,
South Korea,Retail,Bard,52.63,3427,2024,25-34,Enterprise,,
France,Retail,Stable Diffusion,23.72,292,2023,55+,Enterprise,,
South Korea,Retail,ChatGPT,69.21,1126,2024,18-24,SME,,
UK,Retail,ChatGPT,86.58,3714,2024,25-34,SME,,
UK,Retail,ChatGPT,5.75,6088,2023,55+,Enterprise,,
France,Retail,ChatGPT,30.08,3283,2024,35-44,Startup,,
Brazil,Retail,Midjourney,97.7,4553,2023,55+,Enterprise,,
UK,Retail,Bard,38.09,5561,2024,18-24,Enterprise,,
India,Retail,Midjourney,75.69,2113,2024,18-24,Enterprise,,
UK,Retail,Stable Diffusion,88.34,924,2024,35-44,SME,,
India,Retail,Bard,9.28,3959,2023,35-44,SME,,
Brazil,Retail,ChatGPT,18.46,3802,2023,55+,Enterprise,,
India,Retail,ChatGPT,11.55,1516,2024,35-44,Enterprise,,
India,Retail,ChatGPT,24.47,5420,2024,55+,Enterprise,,
France,Retail,Midjourney,86.22,7884,2024,55+,Enterprise,,
Australia,Retail,Stable Diffusion,95.64,9694,2024,25-34,Startup,,
India,Retail,Midjourney,46.49,7941,2023,18-24,Enterprise,,
USA,Retail,Stable Diffusion,12.89,7841,2024,35-44,SME,,
Canada,Retail,ChatGPT,22.52,3389,2024,18-24,Startup,,
UK,Retail,Bard,78.36,5209,2024,35-44,Startup,,
France,Retail,Stable Diffusion,46.59,3826,2023,35-44,Startup,,
South Korea,Retail,Stable Diffusion,46.04,1354,2024,55+,SME,,
UK,Retail,ChatGPT,27.6,9926,2023,45-54,Startup,,
Germany,Retail,ChatGPT,66.14,4596,2023,45-54,Enterprise,,
UK,Retail,Midjourney,4.14,9038,2024,18-24,SME,,
Australia,Retail,Midjourney,46.86,2584,2024,35-44,SME,,
Brazil,Retail,Midjourney,81.13,9705,2023,45-54,SME,,
Germany,Retail,Midjourney,91.94,3794,2023,35-44,Enterprise,,
USA,Retail,ChatGPT,95.69,9678,2024,45-54,SME,,
Germany,Retail,Midjourney,36.06,3211,2024,25-34,SME,,
Germany,Retail,ChatGPT,71.36,9459,2024,25-34,Startup,,
Brazil,Retail,ChatGPT,91.54,8654,2023,25-34,Enterprise,,
India,Retail,ChatGPT,92.46,9771,2024,55+,SME,,
Australia,Retail,Stable Diffusion,8.98,8862,2024,18-24,Enterprise,,
South Korea,Retail,ChatGPT,94.4,1817,2024,25-34,SME,,
France,Retail,ChatGPT,43.86,1033,2024,25-34,Startup,,
France,Retail,Midjourney,41.05,8133,2023,18-24,Enterprise,,
France,Retail,Midjourney,68.42,9929,2024,45-54,Enterprise,,
India,Retail,Midjourney,17.09,1859,2024,18-24,SME,,
Australia,Retail,Midjourney,2.33,9708,2024,18-24,SME,,
Brazil,Retail,ChatGPT,42.01,8322,2023,25-34,Enterprise,,
USA,Retail,Midjourney,74.59,9437,2024,45-54,SME,,
UK,Retail,ChatGPT,94.88,2378,2024,45-54,Enterprise,,
Brazil,Retail,ChatGPT,13.63,3273,2024,55+,Startup,,
Brazil,Retail,Midjourney,29.99,4190,2024,25-34,Startup,,
India,Retail,Midjourney,4.56,3178,2024,25-34,SME,,
India,Retail,ChatGPT,43.33,7748,2024,45-54,Enterprise,,
Australia,Retail,ChatGPT,67.4,8826,2023,55+,Startup,,
USA,Retail,ChatGPT,91.48,1953,2024,25-34,SME,,
Germany,Retail,Midjourney,53.29,9619,2024,18-24,SME,,
Germany,Retail,Midjourney,31.37,6969,2024,25-34,Startup,,
Australia,Retail,Midjourney,7.56,9915,2024,35-44,Enterprise,,
UK,Retail,Midjourney,25.66,9246,2024,18-24,SME,,
France,Retail,ChatGPT,64.63,205,2024,45-54,Startup,,
Australia,Retail,Claude,1.13,3361,2024,25-34,SME,,
Australia,Retail,ChatGPT,75.36,3890,2023,35-44,Enterprise,,
France,Retail,ChatGPT,25.91,1713,2024,18-24,Enterprise,,
France,Retail,ChatGPT,43.25,911,2023,18-24,SME,,
Canada,Retail,Bard,87.64,2430,2024,18-24,Startup,,
South Korea,Retail,ChatGPT,40.99,8740,2024,25-34,Enterprise,,
USA,Retail,Midjourney,49.13,5672,2024,35-44,SME,,
Germany,Retail,ChatGPT,59.81,6383,2023,45-54,SME,,
South Korea,Retail,ChatGPT,16.32,4603,2023,55+,SME,,
South Korea,Retail,ChatGPT,9.3,6179,2024,25-34,SME,,
USA,Retail,Midjourney,74.7,9208,2023,55+,Startup,,
South Korea,Retail,Stable Diffusion,88.53,9355,2024,45-54,SME,,
France,Retail,Claude,27.31,6594,2023,25-34,Startup,,
China,Retail,Midjourney,38.09,6387,2024,35-44,Startup,,
Canada,Retail,Midjourney,64.76,6491,2024,25-34,Startup,,
France,Retail,Midjourney,59.45,5279,2024,18-24,Enterprise,,
UK,Retail,ChatGPT,10.62,818,2024,18-24,Enterprise,,
UK,Retail,Midjourney,6.46,6132,2024,25-34,Enterprise,,
Canada,Retail,Stable Diffusion,31.86,1226,2023,25-34,SME,,
Australia,Retail,Bard,13.36,3218,2023,25-34,Enterprise,,
China,Retail,ChatGPT,93.48,4858,2024,55+,Startup,,
China,Retail,ChatGPT,74.53,1270,2023,18-24,SME,,
India,Retail,Midjourney,4.0,5019,2023,18-24,Enterprise,,
UK,Retail,Midjourney,3.39,6335,2024,55+,Startup,,
Canada,Retail,Stable Diffusion,69.67,3215,2023,45-54,Startup,,
South Korea,Retail,ChatGPT,38.9,5476,2024,18-24,Enterprise,,
Canada,Retail,Midjourney,53.52,6882,2024,25-34,Enterprise,,
Brazil,Retail,ChatGPT,71.36,9140,2024,55+,Startup,,
UK,Retail,Bard,77.77,6575,2024,18-24,SME,,
India,Retail,ChatGPT,90.49,6397,2024,55+,SME,,
South Korea,Retail,Bard,28.06,3579,2023,25-34,SME,,
USA,Retail,Stable Diffusion,98.78,8534,2024,35-44,SME,,
USA,Retail,ChatGPT,11.41,2750,2024,45-54,Enterprise,,
USA,Retail,Bard,20.16,3348,2024,55+,Enterprise,,
India,Retail,ChatGPT,29.57,805,2024,25-34,SME,,
China,Retail,Bard,72.12,1553,2024,45-54,Startup,,
India,Retail,ChatGPT,60.57,3274,2024,45-54,SME,,
UK,Retail,ChatGPT,92.16,8513,2024,55+,Startup,,
UK,Retail,Bard,72.19,9884,2024,55+,SME,,
Germany,Retail,ChatGPT,84.25,8851,2024,18-24,Enterprise,,
France,Retail,Stable Diffusion,26.51,7810,2024,55+,Enterprise,,
Australia,Retail,ChatGPT,69.83,4319,2024,18-24,SME,,
Brazil,Retail,Midjourney,58.7,7735,2023,55+,Enterprise,,
Brazil,Retail,Bard,99.6,9289,2024,45-54,Startup,,
India,Retail,Bard,90.34,6153,2024,35-44,Startup,,
Brazil,Retail,Midjourney,14.91,6425,2024,45-54,Startup,,
Brazil,Retail,Midjourney,34.16,7394,2024,35-44,Startup,,
UK,Retail,Bard,19.89,4574,2023,45-54,Startup,,
France,Retail,Bard,34.16,3098,2023,35-44,SME,,
Germany,Retail,Stable Diffusion,33.07,2381,2023,35-44,Startup,,
Australia,Retail,ChatGPT,83.5,1141,2024,35-44,Enterprise,,
Canada,Retail,Midjourney,89.16,1564,2024,25-34,Startup,,
China,Retail,ChatGPT,69.44,8814,2024,35-44,Enterprise,,
USA,Retail,Midjourney,68.58,5420,2024,18-24,Startup,,
South Korea,Retail,Claude,57.85,9709,2023,25-34,Startup,,
Germany,Retail,Claude,45.78,4387,2024,55+,SME,,
South Korea,Retail,Stable Diffusion,57.75,558,2024,35-44,Startup,,
India,Retail,ChatGPT,83.88,5802,2023,18-24,Startup,,
China,Retail,Midjourney,7.59,3794,2024,18-24,Startup,,
India,Retail,Midjourney,49.19,391,2024,18-24,Startup,,
Brazil,Retail,Stable Diffusion,88.22,1113,2024,35-44,Enterprise,,
