country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
Australia,Healthcare,ChatGPT,46.88,9197,2024,55+,SME,,
China,Healthcare,ChatGPT,72.7,1455,2023,45-54,Enterprise,,
India,Healthcare,Midjourney,31.24,3667,2023,18-24,Startup,,
Brazil,Healthcare,ChatGPT,54.2,7925,2024,45-54,Enterprise,,
Australia,Healthcare,ChatGPT,59.57,2342,2024,45-54,SME,,
South Korea,Healthcare,ChatGPT,72.21,9837,2024,25-34,Enterprise,,
UK,Healthcare,ChatGPT,17.79,9322,2023,45-54,SME,,
Brazil,Healthcare,ChatGPT,24.61,4175,2023,45-54,SME,,
Germany,Healthcare,Midjourney,1.4,2231,2023,18-24,SME,,
France,Healthcare,Claude,55.65,3867,2024,35-44,Enterprise,,
Canada,Healthcare,ChatGPT,93.28,8371,2024,35-44,Enterprise,,
India,Healthcare,Stable Diffusion,2.94,1503,2024,25-34,Startup,,
Australia,Healthcare,Stable Diffusion,63.11,401,2024,45-54,SME,,
France,Healthcare,Bard,74.43,3632,2024,35-44,Enterprise,,
France,Healthcare,ChatGPT,6.23,4405,2024,18-24,SME,,
India,Healthcare,ChatGPT,73.06,8948,2024,35-44,Startup,,
China,Healthcare,ChatGPT,49.68,4400,2023,18-24,Enterprise,,
USA,Healthcare,Claude,16.0,7787,2023,55+,Enterprise,,
Canada,Healthcare,Midjourney,22.58,417,2024,18-24,Startup,,
France,Healthcare,Midjourney,19.6,2487,2024,18-24,Startup,,
South Korea,Healthcare,Midjourney,79.04,9634,2024,18-24,Startup,,
South Korea,Healthcare,Bard,79.71,4308,2023,45-54,SME,,
China,Healthcare,ChatGPT,15.24,8183,2024,45-54,Enterprise,,
USA,Healthcare,ChatGPT,49.6,2514,2024,55+,Startup,,
South Korea,Healthcare,Midjourney,63.91,6305,2024,18-24,SME,,
Canada,Healthcare,Midjourney,59.94,4826,2023,25-34,SME,,
South Korea,Healthcare,Midjourney,34.73,4507,2023,35-44,Enterprise,,
USA,Healthcare,Bard,64.45,1056,2023,18-24,Startup,,
Canada,Healthcare,Bard,35.71,8081,2024,55+,SME,,
UK,Healthcare,Bard,30.07,6813,2024,45-54,Enterprise,,
Brazil,Healthcare,Midjourney,25.13,8780,2023,18-24,SME,,
China,Healthcare,ChatGPT,61.78,3060,2024,18-24,SME,,
USA,Healthcare,ChatGPT,91.2,7886,2024,45-54,Startup,,
France,Healthcare,ChatGPT,39.35,5879,2024,18-24,Startup,,
USA,Healthcare,Midjourney,67.7,3016,2024,25-34,Startup,,
Australia,Healthcare,Midjourney,28.12,2730,2024,45-54,SME,,
France,Healthcare,Bard,1.78,2756,2024,25-34,SME,,
France,Healthcare,ChatGPT,72.48,7276,2024,25-34,Enterprise,,
UK,Healthcare,Midjourney,61.57,9097,2023,25-34,Startup,,
UK,Healthcare,Midjourney,92.49,1917,2023,25-34,SME,,
Brazil,Healthcare,Midjourney,73.24,3887,2024,35-44,SME,,
India,Healthcare,ChatGPT,35.25,796,2024,55+,Enterprise,,
Canada,Healthcare,ChatGPT,68.47,1512,2024,25-34,SME,,
India,Healthcare,ChatGPT,2.26,2307,2024,35-44,SME,,
China,Healthcare,ChatGPT,27.58,8525,2024,18-24,Enterprise,,
China,Healthcare,Midjourney,75.87,9665,2024,45-54,SME,,
Brazil,Healthcare,ChatGPT,14.9,1317,2023,35-44,Enterprise,,
Canada,Healthcare,ChatGPT,16.61,6605,2024,45-54,Enterprise,,
Australia,Healthcare,Midjourney,39.06,6976,2024,55+,Startup,,
Canada,Healthcare,Stable Diffusion,2.62,8480,2023,25-34,SME,,
South Korea,Healthcare,Midjourney,17.92,605,2023,45-54,Enterprise,,
Germany,Healthcare,ChatGPT,88.66,2976,2023,25-34,Startup,,
Brazil,Healthcare,Bard,13.54,6299,2023,45-54,SME,,
UK,Healthcare,ChatGPT,47.75,8751,2023,18-24,Enterprise,,
Germany,Healthcare,ChatGPT,43.23,3275,2024,18-24,Startup,,
France,Healthcare,Midjourney,49.76,5135,2024,45-54,SME,,
Brazil,Healthcare,Midjourney,93.01,9669,2024,35-44,SME,,
UK,Healthcare,ChatGPT,81.12,5176,2023,18-24,Startup,,
Germany,Healthcare,ChatGPT,15.58,169,2024,35-44,Startup,,
Germany,Healthcare,Midjourney,45.06,5641,2024,55+,Enterprise,,
Brazil,Healthcare,Claude,94.74,1110,2024,45-54,Enterprise,,
Australia,Healthcare,Midjourney,31.77,5293,2024,18-24,Startup,,
Canada,Healthcare,ChatGPT,40.53,6934,2024,55+,Enterprise,,
Germany,Healthcare,Midjourney,98.69,4093,2024,25-34,Startup,,
UK,Healthcare,Midjourney,70.9,7389,2023,45-54,Startup,,
Germany,Healthcare,ChatGPT,86.34,1132,2024,25-34,Enterprise,,
Brazil,Healthcare,Stable Diffusion,8.51,3873,2024,35-44,Startup,,
Australia,Healthcare,Midjourney,64.36,1044,2024,18-24,Startup,,
Brazil,Healthcare,ChatGPT,7.42,7462,2024,18-24,SME,,
Canada,Healthcare,Midjourney,98.9,3548,2023,35-44,Enterprise,,
China,Healthcare,Midjourney,84.85,8377,2024,55+,Enterprise,,
Brazil,Healthcare,Midjourney,6.63,9357,2023,55+,Enterprise,,
Canada,Healthcare,Bard,11.92,4697,2024,18-24,Startup,,
Australia,Healthcare,Midjourney,22.92,1626,2024,35-44,Startup,,
France,Healthcare,Midjourney,96.83,1275,2023,25-34,Startup,,
Germany,Healthcare,ChatGPT,90.23,3591,2024,25-34,Startup,,
France,Healthcare,Midjourney,66.59,6648,2024,18-24,Startup,,
UK,Healthcare,Midjourney,91.54,5550,2024,35-44,Enterprise,,
Brazil,Healthcare,Midjourney,47.55,2814,2023,35-44,Enterprise,,
India,Healthcare,ChatGPT,38.15,8214,2024,25-34,Enterprise,,
Brazil,Healthcare,ChatGPT,92.75,1830,2024,55+,Enterprise,,
Australia,Healthcare,Midjourney,74.82,7944,2024,45-54,Enterprise,,
Australia,Healthcare,Midjourney,48.74,2575,2024,35-44,Enterprise,,
India,Healthcare,Stable Diffusion,37.56,9389,2024,25-34,Enterprise,,
Canada,Healthcare,Stable Diffusion,81.01,1461,2024,55+,Enterprise,,
Brazil,Healthcare,ChatGPT,76.59,4727,2024,18-24,Enterprise,,
China,Healthcare,ChatGPT,53.56,133,2024,35-44,Startup,,
Germany,Healthcare,ChatGPT,38.59,5693,2024,55+,SME,,
Australia,Healthcare,ChatGPT,1.35,614,2023,18-24,Startup,,
UK,Healthcare,ChatGPT,95.17,5059,2023,55+,Enterprise,,
Canada,Healthcare,Midjourney,80.99,4602,2023,55+,SME,,
UK,Healthcare,Midjourney,40.33,7548,2024,55+,SME,,
India,Healthcare,Stable Diffusion,3.94,2045,2024,35-44,SME,,
China,Healthcare,ChatGPT,82.1,2614,2023,35-44,SME,,
USA,Healthcare,ChatGPT,54.93,6627,2024,18-24,Enterprise,,
UK,Healthcare,ChatGPT,79.38,8901,2023,55+,Enterprise,,
China,Healthcare,Midjourney,69.62,3313,2024,55+,Startup,,
Australia,Healthcare,Midjourney,44.61,3710,2024,45-54,Startup,,
France,Healthcare,Midjourney,46.44,7722,2023,25-34,Enterprise,,
Australia,Healthcare,ChatGPT,59.58,5353,2023,45-54,SME,,
China,Healthcare,Midjourney,65.65,8618,2024,55+,SME,,
South Korea,Healthcare,ChatGPT,86.22,6348,2024,55+,SME,,
USA,Healthcare,ChatGPT,26.33,8459,2024,45-54,SME,,
China,Healthcare,Stable Diffusion,20.76,6390,2023,55+,Startup,,
USA,Healthcare,Midjourney,33.84,9210,2024,55+,Enterprise,,
France,Healthcare,ChatGPT,87.26,2808,2023,25-34,SME,,
Germany,Healthcare,Midjourney,93.25,4020,2024,45-54,SME,,
Germany,Healthcare,Midjourney,77.86,6366,2024,25-34,Startup,,
India,Healthcare,ChatGPT,84.22,8046,2024,55+,SME,,
Australia,Healthcare,Midjourney,90.36,9898,2024,45-54,SME,,
UK,Healthcare,Claude,16.79,1679,2024,18-24,SME,,
USA,Healthcare,Bard,98.46,5290,2024,35-44,Enterprise,,
France,Healthcare,Midjourney,51.42,4006,2024,55+,SME,,
Canada,Healthcare,Claude,75.59,5272,2024,18-24,Enterprise,,
China,Healthcare,ChatGPT,41.21,4832,2024,18-24,Startup,,
India,Healthcare,ChatGPT,42.47,3871,2024,25-34,Startup,,
USA,Healthcare,Stable Diffusion,54.67,9063,2024,55+,SME,,
Canada,Healthcare,Bard,10.76,5840,2023,18-24,Startup,,
USA,Healthcare,Midjourney,73.31,6691,2024,35-44,Startup,,
Canada,Healthcare,ChatGPT,64.48,7807,2023,25-34,SME,,
India,Healthcare,Stable Diffusion,62.95,4006,2024,55+,SME,,
Brazil,Healthcare,Midjourney,40.59,4631,2024,25-34,SME,,
France,Healthcare,Stable Diffusion,41.6,3449,2024,55+,Enterprise,,
China,Healthcare,ChatGPT,52.97,5033,2024,55+,Startup,,
India,Healthcare,ChatGPT,99.44,9817,2024,25-34,Enterprise,,
France,Healthcare,ChatGPT,84.18,5474,2024,18-24,Startup,,
Brazil,Healthcare,Claude,92.14,766,2024,25-34,Enterprise,,
Germany,Healthcare,ChatGPT,36.49,9334,2023,45-54,Startup,,
China,Healthcare,ChatGPT,30.27,8611,2024,25-34,SME,,
Canada,Healthcare,ChatGPT,40.99,493,2024,35-44,Enterprise,,
China,Healthcare,Midjourney,23.61,3231,2023,25-34,Enterprise,,
Canada,Healthcare,Midjourney,16.7,7029,2024,35-44,SME,,
China,Healthcare,ChatGPT,68.29,9238,2023,25-34,Startup,,
Australia,Healthcare,ChatGPT,37.1,7894,2024,35-44,Startup,,
China,Healthcare,ChatGPT,23.85,410,2024,55+,Enterprise,,
UK,Healthcare,ChatGPT,94.39,6462,2024,25-34,Enterprise,,
Canada,Healthcare,Bard,22.74,2729,2024,25-34,Enterprise,,
UK,Healthcare,Midjourney,71.84,1928,2024,25-34,Enterprise,,
South Korea,Healthcare,Bard,34.47,8947,2024,55+,SME,,
South Korea,Healthcare,Bard,96.96,826,2024,45-54,Startup,,
USA,Healthcare,ChatGPT,84.92,919,2023,18-24,SME,,
Germany,Healthcare,Stable Diffusion,93.26,3365,2024,18-24,Startup,,
South Korea,Healthcare,Bard,58.79,5425,2024,18-24,SME,,
France,Healthcare,Bard,50.91,1567,2023,45-54,SME,,
USA,Healthcare,Midjourney,86.12,5277,2024,25-34,SME,,
India,Healthcare,Bard,10.88,5133,2024,55+,Startup,,
Canada,Healthcare,Midjourney,96.77,4858,2023,35-44,SME,,
Canada,Healthcare,ChatGPT,29.46,4029,2024,18-24,Enterprise,,
India,Healthcare,Midjourney,30.03,9557,2024,18-24,Enterprise,,
France,Healthcare,Bard,88.81,7029,2023,25-34,Startup,,
France,Healthcare,Stable Diffusion,12.48,3408,2024,18-24,SME,,
Germany,Healthcare,Stable Diffusion,86.58,2195,2024,45-54,SME,,
France,Healthcare,Midjourney,78.97,8695,2023,35-44,Enterprise,,
China,Healthcare,Midjourney,83.1,2036,2024,55+,SME,,
UK,Healthcare,Stable Diffusion,14.25,6236,2024,18-24,Startup,,
France,Healthcare,Bard,68.36,1870,2024,18-24,SME,,
China,Healthcare,Bard,16.65,4853,2024,25-34,Startup,,
UK,Healthcare,Midjourney,87.32,3998,2024,55+,SME,,
South Korea,Healthcare,Midjourney,4.61,1005,2024,45-54,Enterprise,,
USA,Healthcare,Midjourney,43.45,5622,2023,45-54,Enterprise,,
UK,Healthcare,Midjourney,90.31,2905,2024,55+,Startup,,
South Korea,Healthcare,ChatGPT,14.18,7972,2024,55+,Startup,,
France,Healthcare,Midjourney,69.72,8269,2024,18-24,SME,,
USA,Healthcare,ChatGPT,7.54,8034,2024,45-54,SME,,
China,Healthcare,Midjourney,10.81,7359,2024,35-44,Enterprise,,
Australia,Healthcare,ChatGPT,36.37,581,2024,25-34,Startup,,
India,Healthcare,Midjourney,41.21,5200,2024,25-34,SME,,
UK,Healthcare,ChatGPT,73.37,8399,2024,18-24,SME,,
Brazil,Healthcare,ChatGPT,87.13,9621,2024,45-54,SME,,
Australia,Healthcare,Midjourney,68.5,5354,2023,55+,Startup,,
Australia,Healthcare,Stable Diffusion,13.34,9389,2024,25-34,Enterprise,,
UK,Healthcare,Bard,54.07,8773,2024,25-34,SME,,
China,Healthcare,Midjourney,38.71,1330,2023,55+,Enterprise,,
South Korea,Healthcare,Midjourney,17.38,8631,2023,35-44,Enterprise,,
Australia,Healthcare,Stable Diffusion,61.46,2120,2024,35-44,Startup,,
Canada,Healthcare,Stable Diffusion,32.66,4108,2024,18-24,SME,,
India,Healthcare,Midjourney,13.3,9370,2024,25-34,Enterprise,,
Australia,Healthcare,ChatGPT,91.31,3094,2024,25-34,Enterprise,,
Germany,Healthcare,ChatGPT,81.48,5503,2023,35-44,Startup,,
Brazil,Healthcare,Stable Diffusion,20.12,7192,2023,25-34,Startup,,
UK,Healthcare,Stable Diffusion,13.04,9521,2024,18-24,Startup,,
France,Healthcare,Midjourney,30.62,1673,2024,18-24,SME,,
China,Healthcare,ChatGPT,89.49,7578,2024,25-34,Enterprise,,
Brazil,Healthcare,Midjourney,14.66,157,2023,45-54,Startup,,
China,Healthcare,ChatGPT,99.03,4159,2024,55+,SME,,
Brazil,Healthcare,Stable Diffusion,37.78,754,2024,25-34,Enterprise,,
Canada,Healthcare,ChatGPT,60.96,1481,2024,25-34,SME,,
Australia,Healthcare,ChatGPT,61.96,1140,2023,18-24,Enterprise,,
South Korea,Healthcare,ChatGPT,95.19,2410,2024,45-54,Startup,,
Brazil,Healthcare,ChatGPT,32.84,1620,2024,18-24,Enterprise,,
India,Healthcare,ChatGPT,31.74,8701,2023,55+,SME,,
UK,Healthcare,Midjourney,86.93,2309,2024,35-44,SME,,
India,Healthcare,Midjourney,25.1,9178,2024,55+,Startup,,
USA,Healthcare,Bard,7.49,6796,2024,25-34,Startup,,
South Korea,Healthcare,Midjourney,45.95,9879,2024,18-24,Enterprise,,
USA,Healthcare,Midjourney,0.12,6574,2024,35-44,SME,,
UK,Healthcare,ChatGPT,43.08,696,2024,35-44,SME,,
South Korea,Healthcare,ChatGPT,26.08,9836,2024,55+,SME,,
France,Healthcare,ChatGPT,11.14,9271,2023,25-34,SME,,
Australia,Healthcare,Midjourney,22.95,3886,2024,25-34,Enterprise,,
Canada,Healthcare,ChatGPT,29.38,7285,2024,45-54,Enterprise,,
Australia,Healthcare,Claude,47.91,6097,2024,55+,Startup,,
Australia,Healthcare,Midjourney,24.31,2635,2024,55+,Startup,,
Australia,Healthcare,Midjourney,28.44,3523,2023,45-54,Enterprise,,
France,Healthcare,ChatGPT,53.1,4489,2023,25-34,SME,,
China,Healthcare,Claude,91.01,7260,2024,45-54,Enterprise,,
UK,Healthcare,Stable Diffusion,86.89,885,2023,25-34,Enterprise,,
South Korea,Healthcare,Claude,27.11,7045,2023,45-54,Startup,,
USA,Healthcare,Claude,66.7,4875,2024,35-44,Enterprise,,
Germany,Healthcare,Midjourney,18.38,8229,2024,25-34,Enterprise,,
USA,Healthcare,Midjourney,65.91,3713,2024,55+,SME,,
Germany,Healthcare,Midjourney,66.5,3513,2024,18-24,SME,,
Canada,Healthcare,ChatGPT,51.09,6368,2024,35-44,Enterprise,,
South Korea,Healthcare,Stable Diffusion,72.05,5326,2024,35-44,Enterprise,,
France,Healthcare,Midjourney,32.71,323,2024,55+,SME,,
UK,Healthcare,Midjourney,25.25,4399,2023,25-34,Enterprise,,
Germany,Healthcare,Bard,33.49,2474,2024,18-24,SME,,
South Korea,Healthcare,ChatGPT,24.21,5634,2024,18-24,Enterprise,,
China,Healthcare,Stable Diffusion,26.21,2574,2024,35-44,SME,,
UK,Healthcare,Stable Diffusion,15.71,8338,2024,55+,Startup,,
France,Healthcare,Midjourney,28.96,2413,2024,35-44,SME,,
India,Healthcare,ChatGPT,67.39,6184,2024,55+,Startup,,
China,Healthcare,Midjourney,60.49,1673,2023,25-34,Startup,,
UK,Healthcare,Stable Diffusion,45.87,1011,2024,35-44,SME,,
India,Healthcare,Midjourney,97.48,3717,2024,25-34,SME,,
India,Healthcare,ChatGPT,29.87,7464,2024,18-24,Startup,,
South Korea,Healthcare,ChatGPT,50.5,8136,2024,25-34,Enterprise,,
USA,Healthcare,Midjourney,37.84,7509,2024,18-24,SME,,
USA,Healthcare,Midjourney,88.26,5842,2023,45-54,Startup,,
Brazil,Healthcare,ChatGPT,86.36,3329,2024,45-54,SME,,
USA,Healthcare,Stable Diffusion,78.93,8224,2024,45-54,Enterprise,,
UK,Healthcare,Midjourney,82.6,6935,2024,25-34,Enterprise,,
Canada,Healthcare,ChatGPT,45.86,7631,2024,18-24,Startup,,
Australia,Healthcare,ChatGPT,11.26,6531,2024,55+,Enterprise,,
Australia,Healthcare,Bard,7.92,7754,2023,35-44,Enterprise,,
India,Healthcare,ChatGPT,56.64,6934,2024,35-44,Startup,,
Germany,Healthcare,Bard,18.45,1489,2023,18-24,Startup,,
India,Healthcare,Midjourney,87.42,3394,2024,18-24,SME,,
Australia,Healthcare,Stable Diffusion,57.1,4302,2024,25-34,Enterprise,,
France,Healthcare,ChatGPT,58.93,8617,2023,55+,Enterprise,,
China,Healthcare,Bard,85.68,5185,2024,35-44,Enterprise,,
Germany,Healthcare,ChatGPT,44.07,5802,2024,45-54,SME,,
Brazil,Healthcare,Midjourney,78.55,8710,2024,55+,Enterprise,,
India,Healthcare,ChatGPT,48.06,5902,2024,25-34,Startup,,
Canada,Healthcare,Bard,53.38,7419,2023,18-24,Startup,,
China,Healthcare,ChatGPT,16.52,1558,2023,45-54,Enterprise,,
India,Healthcare,ChatGPT,93.08,2531,2024,45-54,Enterprise,,
USA,Healthcare,Midjourney,54.58,1689,2024,25-34,Startup,,
India,Healthcare,ChatGPT,58.8,6331,2024,45-54,Startup,,
USA,Healthcare,ChatGPT,71.81,3649,2024,35-44,SME,,
USA,Healthcare,Midjourney,47.03,5581,2024,55+,Enterprise,,
France,Healthcare,Stable Diffusion,51.08,6941,2024,35-44,Enterprise,,
Australia,Healthcare,Midjourney,20.12,8919,2024,25-34,Enterprise,,
China,Healthcare,ChatGPT,90.56,8989,2024,55+,SME,,
South Korea,Healthcare,Midjourney,5.43,3896,2024,45-54,Enterprise,,
France,Healthcare,Midjourney,47.9,9382,2023,55+,Enterprise,,
India,Healthcare,Midjourney,95.09,4681,2024,35-44,Startup,,
Brazil,Healthcare,ChatGPT,76.41,6194,2024,35-44,SME,,
China,Healthcare,Midjourney,57.63,8175,2024,18-24,SME,,
UK,Healthcare,Midjourney,49.54,6848,2024,55+,SME,,
Australia,Healthcare,Stable Diffusion,74.11,9774,2023,55+,SME,,
India,Healthcare,ChatGPT,96.94,3026,2024,45-54,SME,,
Germany,Healthcare,Claude,90.72,6571,2024,25-34,Enterprise,,
China,Healthcare,Bard,88.61,6456,2024,55+,Startup,,
UK,Healthcare,Midjourney,15.39,4519,2024,25-34,Startup,,
Australia,Healthcare,Midjourney,74.17,8094,2024,35-44,Startup,,
China,Healthcare,ChatGPT,92.23,9428,2023,45-54,Enterprise,,
USA,Healthcare,Midjourney,48.8,9819,2024,18-24,SME,,
Canada,Healthcare,Claude,94.16,2534,2023,25-34,Enterprise,,
South Korea,Healthcare,Claude,73.44,188,2024,18-24,SME,,
China,Healthcare,Stable Diffusion,20.24,3505,2024,45-54,SME,,
Germany,Healthcare,Stable Diffusion,16.65,3566,2024,55+,SME,,
UK,Healthcare,Stable Diffusion,54.7,5556,2023,25-34,Startup,,
UK,Healthcare,Bard,71.16,3994,2024,55+,Startup,,
China,Healthcare,Midjourney,39.91,6552,2024,35-44,SME,,
Germany,Healthcare,Midjourney,64.27,5906,2023,18-24,SME,,
Germany,Healthcare,Midjourney,3.27,5575,2024,25-34,Startup,,
China,Healthcare,Midjourney,17.67,6974,2023,35-44,Enterprise,,
France,Healthcare,Bard,76.73,7763,2024,18-24,Startup,,
India,Healthcare,Stable Diffusion,24.51,8893,2024,45-54,SME,,
USA,Healthcare,Stable Diffusion,35.69,8636,2024,45-54,SME,,
USA,Healthcare,ChatGPT,60.37,9541,2024,55+,Enterprise,,
Canada,Healthcare,ChatGPT,97.17,871,2024,18-24,Startup,,
Canada,Healthcare,Midjourney,73.03,5079,2024,45-54,Startup,,
USA,Healthcare,Midjourney,21.26,5584,2024,25-34,Enterprise,,
India,Healthcare,Midjourney,72.45,490,2024,55+,Enterprise,,
Brazil,Healthcare,Midjourney,2.17,5904,2024,45-54,Startup,,
UK,Healthcare,Bard,45.47,838,2023,18-24,Enterprise,,
Australia,Healthcare,ChatGPT,64.62,9894,2024,25-34,Startup,,
Germany,Healthcare,ChatGPT,21.46,1781,2023,45-54,Startup,,
Canada,Healthcare,Midjourney,44.44,7224,2023,35-44,SME,,
USA,Healthcare,Stable Diffusion,32.88,7923,2024,18-24,Enterprise,,
India,Healthcare,Bard,74.57,6856,2024,35-44,Startup,,
Brazil,Healthcare,ChatGPT,1.93,4312,2024,45-54,Enterprise,,
USA,Healthcare,ChatGPT,98.89,3055,2024,55+,Enterprise,,
China,Healthcare,ChatGPT,14.59,4089,2024,45-54,Enterprise,,
South Korea,Healthcare,ChatGPT,99.05,8415,2024,25-34,SME,,
France,Healthcare,Claude,44.52,9935,2024,25-34,Startup,,
China,Healthcare,Midjourney,75.43,6721,2024,18-24,SME,,
Australia,Healthcare,ChatGPT,54.45,900,2024,55+,Startup,,
UK,Healthcare,Stable Diffusion,46.2,3968,2023,35-44,Startup,,
USA,Healthcare,Stable Diffusion,38.55,5761,2024,35-44,Enterprise,,
India,Healthcare,ChatGPT,10.54,2545,2024,18-24,Enterprise,,
Germany,Healthcare,Midjourney,15.99,5616,2023,45-54,Startup,,
France,Healthcare,Midjourney,45.68,3091,2024,55+,Enterprise,,
Germany,Healthcare,Midjourney,58.72,1777,2024,35-44,SME,,
Australia,Healthcare,Midjourney,33.6,7344,2024,25-34,Enterprise,,
UK,Healthcare,Midjourney,74.85,4992,2024,45-54,SME,,
South Korea,Healthcare,Midjourney,76.4,6418,2024,18-24,Enterprise,,
Canada,Healthcare,ChatGPT,41.0,3851,2023,45-54,Enterprise,,
India,Healthcare,Bard,63.16,5458,2023,45-54,Enterprise,,
Brazil,Healthcare,Claude,79.19,1702,2024,55+,Enterprise,,
USA,Healthcare,Bard,78.64,6710,2024,55+,SME,,
USA,Healthcare,ChatGPT,29.88,9860,2024,45-54,SME,,
Australia,Healthcare,Midjourney,98.76,4243,2023,55+,Startup,,
India,Healthcare,ChatGPT,67.94,7088,2023,18-24,Startup,,
France,Healthcare,Midjourney,81.47,3517,2024,45-54,Enterprise,,
South Korea,Healthcare,Midjourney,20.31,7307,2024,45-54,Enterprise,,
France,Healthcare,ChatGPT,43.5,5949,2023,18-24,Enterprise,,
India,Healthcare,ChatGPT,56.9,932,2023,55+,SME,,
France,Healthcare,ChatGPT,31.26,3289,2023,55+,SME,,
South Korea,Healthcare,Midjourney,6.23,1335,2024,45-54,Enterprise,,
China,Healthcare,Stable Diffusion,53.21,4184,2024,55+,Startup,,
China,Healthcare,Midjourney,99.76,6595,2024,45-54,Enterprise,,
Canada,Healthcare,ChatGPT,26.98,4214,2024,25-34,Enterprise,,
USA,Healthcare,Bard,13.18,5373,2024,35-44,Enterprise,,
Brazil,Healthcare,ChatGPT,40.09,3322,2023,55+,Startup,,
France,Healthcare,ChatGPT,0.27,2057,2024,18-24,SME,,
China,Healthcare,ChatGPT,20.37,4560,2024,35-44,SME,,
France,Healthcare,Claude,81.41,412,2024,18-24,Startup,,
India,Healthcare,Bard,47.37,728,2024,18-24,Enterprise,,
