country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size,estimated_users_per_year,new_users_2023_2024
Canada,Agriculture,Midjourney,56.22,3342,2023,45-54,Startup,,
Germany,Agriculture,ChatGPT,92.54,6218,2024,55+,SME,,
Brazil,Agriculture,Midjourney,34.62,8952,2024,45-54,Startup,,
India,Agriculture,Stable Diffusion,12.36,9798,2024,55+,SME,,
India,Agriculture,ChatGPT,88.01,5239,2023,18-24,SME,,
South Korea,Agriculture,ChatGPT,79.79,5469,2024,25-34,Enterprise,,
Germany,Agriculture,ChatGPT,94.16,903,2023,25-34,Startup,,
Australia,Agriculture,ChatGPT,35.78,5736,2024,45-54,Enterprise,,
Canada,Agriculture,Claude,67.38,9622,2024,45-54,Startup,,
Germany,Agriculture,ChatGPT,28.87,9514,2024,18-24,Startup,,
South Korea,Agriculture,Midjourney,4.25,9584,2023,45-54,Startup,,
Brazil,Agriculture,Bard,16.49,7130,2023,25-34,SME,,
South Korea,Agriculture,ChatGPT,12.65,9768,2024,18-24,SME,,
France,Agriculture,Midjourney,47.61,1833,2023,18-24,SME,,
South Korea,Agriculture,ChatGPT,51.64,1749,2024,25-34,SME,,
Germany,Agriculture,Stable Diffusion,36.08,374,2023,18-24,Startup,,
India,Agriculture,Midjourney,25.9,3356,2024,45-54,SME,,
China,Agriculture,ChatGPT,36.41,1476,2024,25-34,SME,,
Brazil,Agriculture,Bard,41.34,7157,2024,18-24,Enterprise,,
Germany,Agriculture,Midjourney,90.78,951,2024,35-44,Startup,,
Canada,Agriculture,Midjourney,50.27,1668,2024,45-54,Enterprise,,
Australia,Agriculture,ChatGPT,61.31,4110,2024,45-54,Enterprise,,
UK,Agriculture,Bard,38.75,130,2024,45-54,Enterprise,,
Australia,Agriculture,ChatGPT,19.7,530,2024,45-54,SME,,
USA,Agriculture,ChatGPT,23.39,833,2024,35-44,SME,,
Germany,Agriculture,Midjourney,54.31,6965,2024,18-24,SME,,
USA,Agriculture,Midjourney,12.78,7843,2024,55+,Startup,,
South Korea,Agriculture,Stable Diffusion,18.84,215,2023,25-34,Startup,,
India,Agriculture,Midjourney,40.2,1983,2024,25-34,SME,,
India,Agriculture,Midjourney,61.89,267,2023,35-44,Startup,,
Brazil,Agriculture,Stable Diffusion,55.98,4333,2023,25-34,Enterprise,,
Canada,Agriculture,Midjourney,91.43,7960,2024,35-44,Startup,,
USA,Agriculture,Midjourney,23.54,5662,2024,18-24,SME,,
UK,Agriculture,Claude,85.33,3544,2024,25-34,Startup,,
Germany,Agriculture,Stable Diffusion,85.48,4537,2023,55+,Enterprise,,
China,Agriculture,ChatGPT,96.99,7153,2023,45-54,Enterprise,,
UK,Agriculture,ChatGPT,89.77,6191,2023,18-24,SME,,
Germany,Agriculture,ChatGPT,9.58,191,2024,25-34,Enterprise,,
Germany,Agriculture,Midjourney,25.83,3180,2024,45-54,SME,,
France,Agriculture,Stable Diffusion,50.35,9220,2024,35-44,Enterprise,,
India,Agriculture,ChatGPT,71.16,1512,2024,45-54,Enterprise,,
USA,Agriculture,Bard,40.98,5826,2024,55+,Startup,,
USA,Agriculture,ChatGPT,53.34,6022,2024,55+,SME,,
Canada,Agriculture,ChatGPT,94.62,8371,2024,35-44,SME,,
Germany,Agriculture,Midjourney,54.3,5377,2024,35-44,Enterprise,,
France,Agriculture,Midjourney,65.12,1300,2024,25-34,SME,,
UK,Agriculture,Claude,26.37,3750,2023,35-44,Startup,,
France,Agriculture,Midjourney,10.96,9969,2023,18-24,Enterprise,,
USA,Agriculture,Claude,22.31,8946,2023,55+,Startup,,
UK,Agriculture,Claude,69.52,3830,2024,45-54,SME,,
UK,Agriculture,ChatGPT,72.21,4927,2024,18-24,Enterprise,,
Australia,Agriculture,Bard,73.87,3944,2023,55+,Enterprise,,
Germany,Agriculture,ChatGPT,71.68,3872,2024,18-24,Startup,,
UK,Agriculture,Stable Diffusion,9.67,5680,2024,18-24,SME,,
Germany,Agriculture,Bard,94.1,9844,2024,55+,Startup,,
China,Agriculture,Stable Diffusion,55.99,4984,2024,35-44,Startup,,
India,Agriculture,Midjourney,88.66,6868,2023,55+,SME,,
France,Agriculture,Midjourney,36.21,3892,2024,55+,SME,,
Australia,Agriculture,Bard,29.22,3925,2024,45-54,Startup,,
Germany,Agriculture,Midjourney,98.72,4733,2023,25-34,SME,,
Germany,Agriculture,Stable Diffusion,60.62,1939,2024,45-54,SME,,
Australia,Agriculture,Midjourney,23.0,193,2023,18-24,SME,,
Germany,Agriculture,ChatGPT,40.85,5384,2024,45-54,Enterprise,,
Australia,Agriculture,ChatGPT,81.52,8695,2023,55+,SME,,
UK,Agriculture,Bard,47.05,4362,2023,35-44,SME,,
Brazil,Agriculture,ChatGPT,57.37,6754,2024,45-54,SME,,
Brazil,Agriculture,ChatGPT,55.64,1701,2024,18-24,Startup,,
Brazil,Agriculture,Stable Diffusion,99.64,325,2024,55+,Enterprise,,
USA,Agriculture,ChatGPT,26.07,9105,2023,55+,SME,,
Germany,Agriculture,ChatGPT,55.75,7284,2023,18-24,Startup,,
China,Agriculture,Midjourney,7.4,9573,2024,45-54,Startup,,
Canada,Agriculture,Claude,59.73,8223,2024,55+,Startup,,
India,Agriculture,Stable Diffusion,74.63,126,2024,35-44,Enterprise,,
China,Agriculture,Stable Diffusion,83.66,4279,2023,45-54,Enterprise,,
UK,Agriculture,Midjourney,46.44,6769,2024,35-44,SME,,
Germany,Agriculture,Bard,64.13,8718,2024,35-44,Enterprise,,
South Korea,Agriculture,Midjourney,25.67,9386,2023,55+,Enterprise,,
Canada,Agriculture,Stable Diffusion,73.31,779,2024,55+,SME,,
France,Agriculture,Midjourney,24.92,9537,2023,25-34,Enterprise,,
India,Agriculture,Bard,32.06,3903,2024,25-34,Enterprise,,
Germany,Agriculture,ChatGPT,64.58,7454,2023,45-54,SME,,
India,Agriculture,Stable Diffusion,34.78,3954,2023,25-34,Enterprise,,
Brazil,Agriculture,ChatGPT,49.77,1794,2024,18-24,Startup,,
France,Agriculture,ChatGPT,54.2,7247,2024,35-44,SME,,
India,Agriculture,Midjourney,88.62,6064,2024,45-54,Enterprise,,
USA,Agriculture,ChatGPT,2.33,6696,2024,25-34,Enterprise,,
Canada,Agriculture,Midjourney,60.39,8315,2024,55+,SME,,
Germany,Agriculture,ChatGPT,17.98,3734,2024,45-54,Enterprise,,
Australia,Agriculture,ChatGPT,22.48,3159,2024,35-44,Startup,,
South Korea,Agriculture,Stable Diffusion,9.17,5276,2023,45-54,Startup,,
Canada,Agriculture,Midjourney,50.66,8161,2023,45-54,SME,,
India,Agriculture,Midjourney,43.37,504,2023,55+,Startup,,
Brazil,Agriculture,Stable Diffusion,18.83,4306,2024,45-54,Enterprise,,
France,Agriculture,ChatGPT,38.52,9416,2024,35-44,Startup,,
Germany,Agriculture,Midjourney,32.62,4258,2023,25-34,SME,,
France,Agriculture,ChatGPT,93.93,787,2024,25-34,SME,,
USA,Agriculture,Midjourney,16.51,9066,2024,45-54,SME,,
India,Agriculture,ChatGPT,23.84,4724,2024,35-44,SME,,
South Korea,Agriculture,Stable Diffusion,25.07,440,2024,25-34,Enterprise,,
USA,Agriculture,Stable Diffusion,73.41,7494,2024,35-44,Enterprise,,
Australia,Agriculture,Stable Diffusion,56.87,109,2024,18-24,Startup,,
China,Agriculture,Midjourney,35.91,8044,2024,18-24,Enterprise,,
Canada,Agriculture,Claude,51.4,7315,2024,35-44,SME,,
Australia,Agriculture,Bard,77.89,3126,2024,35-44,Startup,,
France,Agriculture,Stable Diffusion,82.03,234,2024,18-24,Enterprise,,
Australia,Agriculture,ChatGPT,92.27,5684,2024,35-44,Startup,,
China,Agriculture,ChatGPT,52.43,9902,2023,25-34,SME,,
France,Agriculture,Midjourney,58.38,5731,2023,45-54,SME,,
South Korea,Agriculture,ChatGPT,78.96,1466,2024,45-54,Startup,,
India,Agriculture,ChatGPT,16.32,9376,2024,45-54,Enterprise,,
Canada,Agriculture,ChatGPT,46.57,4630,2024,55+,SME,,
India,Agriculture,ChatGPT,36.22,3345,2023,18-24,SME,,
France,Agriculture,Midjourney,46.22,4766,2024,18-24,SME,,
Australia,Agriculture,Bard,11.5,551,2024,35-44,SME,,
China,Agriculture,ChatGPT,95.51,1046,2024,35-44,Enterprise,,
South Korea,Agriculture,Midjourney,45.84,2448,2024,45-54,SME,,
Germany,Agriculture,Midjourney,93.88,9071,2024,35-44,SME,,
UK,Agriculture,Stable Diffusion,46.58,9174,2024,25-34,Enterprise,,
Canada,Agriculture,ChatGPT,41.79,9128,2023,55+,Startup,,
India,Agriculture,ChatGPT,18.62,4875,2023,35-44,SME,,
USA,Agriculture,Bard,21.5,6781,2024,45-54,Startup,,
Canada,Agriculture,Midjourney,95.49,4707,2024,25-34,Enterprise,,
South Korea,Agriculture,Midjourney,40.95,6293,2023,45-54,Enterprise,,
UK,Agriculture,ChatGPT,80.76,824,2024,35-44,Startup,,
India,Agriculture,ChatGPT,45.92,6844,2024,25-34,Startup,,
USA,Agriculture,Midjourney,46.01,3432,2024,55+,Startup,,
France,Agriculture,Midjourney,59.62,4407,2023,18-24,Startup,,
USA,Agriculture,Midjourney,55.84,6766,2023,35-44,Startup,,
South Korea,Agriculture,ChatGPT,96.49,6596,2024,18-24,SME,,
USA,Agriculture,Midjourney,18.63,2310,2024,18-24,Startup,,
China,Agriculture,Midjourney,75.57,2910,2023,55+,SME,,
UK,Agriculture,Bard,81.77,7640,2024,18-24,Enterprise,,
Germany,Agriculture,ChatGPT,78.41,2435,2024,55+,SME,,
France,Agriculture,ChatGPT,81.92,2248,2024,18-24,SME,,
USA,Agriculture,Midjourney,50.59,2019,2024,18-24,Enterprise,,
South Korea,Agriculture,Stable Diffusion,83.69,9613,2024,55+,Startup,,
France,Agriculture,Stable Diffusion,90.15,9516,2023,45-54,SME,,
USA,Agriculture,Midjourney,40.72,6237,2023,45-54,Startup,,
India,Agriculture,Midjourney,97.3,2531,2024,55+,SME,,
Brazil,Agriculture,Midjourney,68.13,4322,2023,45-54,Startup,,
China,Agriculture,ChatGPT,41.5,5109,2024,45-54,Enterprise,,
Brazil,Agriculture,Midjourney,23.85,7464,2023,55+,SME,,
Brazil,Agriculture,Midjourney,40.6,9694,2023,55+,Enterprise,,
South Korea,Agriculture,Midjourney,41.78,8889,2024,55+,Enterprise,,
USA,Agriculture,Claude,93.35,6443,2024,18-24,SME,,
Germany,Agriculture,Midjourney,5.93,5179,2023,55+,SME,,
France,Agriculture,Bard,12.53,8139,2024,45-54,Enterprise,,
Brazil,Agriculture,Bard,36.63,3184,2023,55+,SME,,
Brazil,Agriculture,Midjourney,39.88,2174,2024,35-44,Enterprise,,
Germany,Agriculture,Midjourney,37.3,542,2023,25-34,Startup,,
India,Agriculture,ChatGPT,74.52,5999,2023,35-44,Enterprise,,
India,Agriculture,Midjourney,12.27,6196,2024,45-54,Startup,,
China,Agriculture,Midjourney,54.56,3701,2024,25-34,SME,,
UK,Agriculture,Midjourney,18.09,333,2023,18-24,Enterprise,,
USA,Agriculture,ChatGPT,98.0,9864,2024,25-34,SME,,
UK,Agriculture,ChatGPT,23.46,7255,2024,45-54,Enterprise,,
South Korea,Agriculture,ChatGPT,41.84,3315,2024,55+,Startup,,
India,Agriculture,Midjourney,30.67,3076,2024,35-44,Startup,,
China,Agriculture,ChatGPT,44.2,1659,2023,45-54,Enterprise,,
China,Agriculture,ChatGPT,16.89,4130,2024,45-54,SME,,
France,Agriculture,ChatGPT,35.53,1872,2024,45-54,Enterprise,,
France,Agriculture,ChatGPT,80.32,853,2024,18-24,SME,,
UK,Agriculture,ChatGPT,98.83,756,2023,35-44,Enterprise,,
Australia,Agriculture,ChatGPT,67.36,8983,2024,55+,SME,,
UK,Agriculture,ChatGPT,56.58,8662,2024,55+,Enterprise,,
UK,Agriculture,Stable Diffusion,59.96,2019,2024,35-44,Enterprise,,
Canada,Agriculture,Stable Diffusion,17.56,3516,2024,55+,Startup,,
USA,Agriculture,ChatGPT,96.61,5069,2023,55+,Enterprise,,
South Korea,Agriculture,Midjourney,71.96,6977,2024,25-34,Enterprise,,
Australia,Agriculture,Midjourney,94.69,6597,2023,55+,Enterprise,,
UK,Agriculture,Midjourney,69.07,4952,2023,18-24,Startup,,
Australia,Agriculture,Midjourney,67.84,5636,2024,18-24,Enterprise,,
Australia,Agriculture,Midjourney,22.71,5468,2024,55+,Startup,,
China,Agriculture,ChatGPT,8.69,9343,2024,45-54,Enterprise,,
Germany,Agriculture,Midjourney,30.55,5499,2024,25-34,Enterprise,,
South Korea,Agriculture,ChatGPT,77.8,6758,2024,35-44,Enterprise,,
France,Agriculture,Stable Diffusion,19.92,9476,2024,35-44,Startup,,
Brazil,Agriculture,ChatGPT,65.26,4878,2023,35-44,Startup,,
USA,Agriculture,Claude,29.17,3570,2023,45-54,Startup,,
South Korea,Agriculture,ChatGPT,10.27,672,2024,25-34,Startup,,
India,Agriculture,ChatGPT,27.75,6207,2024,45-54,Startup,,
Canada,Agriculture,ChatGPT,87.1,4917,2024,25-34,Startup,,
France,Agriculture,ChatGPT,67.39,1569,2023,25-34,SME,,
Canada,Agriculture,ChatGPT,40.0,8838,2023,45-54,Startup,,
China,Agriculture,ChatGPT,0.33,7707,2024,35-44,SME,,
Canada,Agriculture,Stable Diffusion,63.99,5855,2024,18-24,SME,,
USA,Agriculture,Midjourney,93.16,2099,2024,35-44,Enterprise,,
USA,Agriculture,ChatGPT,52.86,3722,2023,45-54,Enterprise,,
USA,Agriculture,ChatGPT,38.92,2434,2023,55+,SME,,
France,Agriculture,Midjourney,39.7,2420,2024,55+,SME,,
Brazil,Agriculture,Stable Diffusion,31.27,4518,2024,35-44,Startup,,
France,Agriculture,ChatGPT,32.49,2579,2023,35-44,Startup,,
Brazil,Agriculture,Stable Diffusion,33.01,3402,2024,55+,Startup,,
Australia,Agriculture,ChatGPT,87.85,5193,2024,55+,SME,,
South Korea,Agriculture,ChatGPT,46.76,5225,2024,18-24,Enterprise,,
China,Agriculture,Midjourney,0.35,9435,2024,25-34,Enterprise,,
South Korea,Agriculture,Midjourney,45.99,6637,2024,25-34,Enterprise,,
India,Agriculture,Bard,39.36,7909,2024,18-24,SME,,
Australia,Agriculture,ChatGPT,97.86,9091,2023,18-24,Enterprise,,
France,Agriculture,Midjourney,66.46,9146,2024,25-34,SME,,
South Korea,Agriculture,Midjourney,83.48,7413,2024,45-54,Startup,,
Germany,Agriculture,ChatGPT,37.14,2946,2023,25-34,Enterprise,,
Australia,Agriculture,ChatGPT,32.07,5768,2024,25-34,SME,,
China,Agriculture,Claude,99.84,1628,2023,55+,Startup,,
Australia,Agriculture,Stable Diffusion,94.78,340,2024,45-54,Startup,,
India,Agriculture,ChatGPT,47.98,1030,2024,25-34,Enterprise,,
South Korea,Agriculture,Midjourney,65.03,1807,2023,45-54,Startup,,
Brazil,Agriculture,Bard,87.01,2851,2024,18-24,Startup,,
South Korea,Agriculture,Claude,5.76,3308,2023,45-54,Enterprise,,
France,Agriculture,Claude,4.8,3983,2024,45-54,SME,,
Canada,Agriculture,ChatGPT,10.23,1511,2024,25-34,Enterprise,,
India,Agriculture,Midjourney,56.89,4689,2023,18-24,SME,,
Brazil,Agriculture,Bard,89.92,7163,2024,25-34,Startup,,
South Korea,Agriculture,Stable Diffusion,64.19,2439,2024,35-44,Startup,,
Brazil,Agriculture,Midjourney,55.88,6648,2024,55+,Startup,,
Germany,Agriculture,Midjourney,36.17,9655,2024,25-34,SME,,
Canada,Agriculture,ChatGPT,16.3,592,2024,45-54,Enterprise,,
Canada,Agriculture,ChatGPT,30.36,2274,2023,55+,SME,,
USA,Agriculture,Bard,27.66,7372,2023,35-44,SME,,
China,Agriculture,Midjourney,56.39,8328,2024,35-44,Startup,,
Australia,Agriculture,Midjourney,46.27,7840,2024,18-24,Startup,,
France,Agriculture,Stable Diffusion,29.92,9547,2024,45-54,SME,,
South Korea,Agriculture,ChatGPT,11.93,1257,2024,55+,Startup,,
Australia,Agriculture,Claude,33.24,4893,2024,35-44,Startup,,
France,Agriculture,ChatGPT,79.6,5268,2024,18-24,SME,,
USA,Agriculture,Midjourney,58.14,9397,2024,55+,Startup,,
Germany,Agriculture,Claude,94.08,1688,2024,25-34,Startup,,
China,Agriculture,Midjourney,20.85,4180,2024,35-44,Enterprise,,
Canada,Agriculture,Stable Diffusion,28.27,589,2024,18-24,Startup,,
India,Agriculture,ChatGPT,67.29,5510,2024,55+,SME,,
UK,Agriculture,Stable Diffusion,51.56,192,2023,35-44,SME,,
Germany,Agriculture,Bard,24.69,4628,2024,25-34,Enterprise,,
India,Agriculture,ChatGPT,3.16,5812,2024,25-34,Enterprise,,
Brazil,Agriculture,ChatGPT,50.68,8278,2024,25-34,Startup,,
Germany,Agriculture,ChatGPT,26.98,1261,2023,35-44,Enterprise,,
USA,Agriculture,Stable Diffusion,28.91,2312,2024,45-54,SME,,
Brazil,Agriculture,Midjourney,30.3,9953,2023,55+,SME,,
Germany,Agriculture,Midjourney,22.51,1199,2024,18-24,Enterprise,,
USA,Agriculture,Midjourney,69.84,3127,2023,45-54,Startup,,
China,Agriculture,ChatGPT,19.12,1061,2024,35-44,Enterprise,,
Germany,Agriculture,Bard,50.29,3761,2023,18-24,Enterprise,,
India,Agriculture,ChatGPT,13.6,8050,2024,35-44,Startup,,
France,Agriculture,ChatGPT,87.57,3202,2024,18-24,Enterprise,,
Germany,Agriculture,Stable Diffusion,87.08,6527,2024,55+,Enterprise,,
USA,Agriculture,Stable Diffusion,93.6,6280,2023,25-34,Startup,,
Canada,Agriculture,Stable Diffusion,86.71,713,2023,35-44,Startup,,
Brazil,Agriculture,Midjourney,29.65,7565,2024,45-54,Enterprise,,
France,Agriculture,ChatGPT,7.18,1499,2024,18-24,Enterprise,,
Germany,Agriculture,Stable Diffusion,6.63,2755,2024,18-24,Startup,,
USA,Agriculture,Midjourney,13.36,5571,2023,25-34,Enterprise,,
Brazil,Agriculture,ChatGPT,22.41,6488,2023,55+,Enterprise,,
India,Agriculture,Midjourney,59.67,427,2024,18-24,Enterprise,,
India,Agriculture,ChatGPT,89.26,2588,2023,25-34,Enterprise,,
Canada,Agriculture,ChatGPT,37.14,6466,2024,18-24,Enterprise,,
Brazil,Agriculture,Bard,88.27,4859,2024,18-24,Enterprise,,
Germany,Agriculture,ChatGPT,97.44,9277,2024,45-54,Enterprise,,
France,Agriculture,ChatGPT,13.38,8983,2023,35-44,SME,,
Australia,Agriculture,Midjourney,2.68,4473,2024,25-34,Startup,,
South Korea,Agriculture,Bard,1.55,2708,2024,25-34,Startup,,
India,Agriculture,Midjourney,98.18,7164,2024,18-24,Startup,,
India,Agriculture,ChatGPT,21.6,6085,2024,18-24,Startup,,
Australia,Agriculture,Midjourney,57.88,7726,2023,35-44,SME,,
India,Agriculture,ChatGPT,98.73,427,2024,35-44,SME,,
Germany,Agriculture,Midjourney,52.35,392,2023,55+,SME,,
UK,Agriculture,Stable Diffusion,58.1,6648,2023,18-24,Startup,,
Australia,Agriculture,Midjourney,42.83,4643,2024,25-34,Startup,,
China,Agriculture,Midjourney,31.51,9350,2023,35-44,SME,,
Brazil,Agriculture,Midjourney,69.83,9347,2024,55+,Enterprise,,
USA,Agriculture,ChatGPT,70.15,5396,2024,55+,Enterprise,,
China,Agriculture,Stable Diffusion,45.36,4563,2024,55+,Startup,,
China,Agriculture,Midjourney,49.11,4412,2023,35-44,Enterprise,,
Germany,Agriculture,ChatGPT,52.92,5006,2024,55+,SME,,
Australia,Agriculture,Stable Diffusion,97.43,6510,2024,25-34,Startup,,
Australia,Agriculture,Stable Diffusion,67.22,6899,2023,18-24,SME,,
USA,Agriculture,ChatGPT,98.0,2441,2024,18-24,Enterprise,,
South Korea,Agriculture,Bard,21.17,581,2023,25-34,Startup,,
South Korea,Agriculture,Midjourney,55.54,7397,2023,55+,Enterprise,,
South Korea,Agriculture,Stable Diffusion,4.08,2777,2024,18-24,Startup,,
Canada,Agriculture,ChatGPT,59.45,9853,2024,55+,Startup,,
Australia,Agriculture,ChatGPT,81.72,7719,2023,55+,SME,,
France,Agriculture,Midjourney,89.39,5517,2024,18-24,Enterprise,,
India,Agriculture,ChatGPT,75.42,4231,2024,55+,Enterprise,,
Australia,Agriculture,Bard,34.29,4850,2024,35-44,SME,,
Brazil,Agriculture,Stable Diffusion,75.54,4982,2024,35-44,Enterprise,,
China,Agriculture,ChatGPT,96.62,9639,2023,25-34,SME,,
UK,Agriculture,Midjourney,9.08,3775,2024,35-44,SME,,
USA,Agriculture,Stable Diffusion,42.93,6420,2024,55+,SME,,
India,Agriculture,Stable Diffusion,53.7,586,2024,25-34,SME,,
Australia,Agriculture,Bard,2.81,8519,2024,55+,Enterprise,,
Australia,Agriculture,ChatGPT,68.14,975,2024,35-44,SME,,
Canada,Agriculture,Midjourney,29.64,7264,2023,35-44,Startup,,
Australia,Agriculture,Bard,96.07,298,2024,55+,Enterprise,,
France,Agriculture,ChatGPT,2.03,1001,2023,25-34,SME,,
China,Agriculture,ChatGPT,31.89,6300,2024,25-34,Enterprise,,
UK,Agriculture,Midjourney,11.89,4090,2024,25-34,SME,,
Australia,Agriculture,ChatGPT,31.48,2248,2023,55+,Enterprise,,
Canada,Agriculture,Stable Diffusion,72.52,2935,2024,35-44,Startup,,
China,Agriculture,Claude,58.49,6841,2024,45-54,Enterprise,,
